soc_fraction,two_theta_deg,intensity_au
0.105769,39.211297,0.045
0.105769,39.258996,0.045
0.105769,39.306695,0.045
0.105769,39.354393,0.045
0.105769,39.402092,0.045
0.105769,39.449791,0.045
0.105769,39.49749,0.045
0.105769,39.545188,0.045
0.105769,39.592887,0.045
0.105769,39.640586,0.045
0.105769,39.688285,0.045
0.105769,39.735983,0.045
0.105769,39.783682,0.045
0.105769,39.831381,0.045
0.105769,39.879079,0.045
0.105769,39.926778,0.045
0.105769,39.974477,0.045
0.105769,40.022176,0.045
0.105769,40.069874,0.045
0.105769,40.117573,0.045
0.105769,40.165272,0.045
0.105769,40.212971,0.045
0.105769,40.260669,0.045
0.105769,40.308368,0.045
0.105769,40.356067,0.045
0.105769,40.403766,0.045
0.105769,40.451464,0.045
0.105769,40.499163,0.045
0.105769,40.546862,0.045
0.105769,40.594561,0.045
0.105769,40.642259,0.045
0.105769,40.689958,0.045
0.105769,40.737657,0.045
0.105769,40.785356,0.045
0.105769,40.833054,0.045
0.105769,40.880753,0.045
0.105769,40.928452,0.045
0.105769,40.976151,0.045
0.105769,41.023849,0.045
0.105769,41.071548,0.045
0.105769,41.119247,0.045
0.105769,41.166946,0.045
0.105769,41.214644,0.045
0.105769,41.262343,0.045
0.105769,41.310042,0.045
0.105769,41.357741,0.045
0.105769,41.405439,0.045
0.105769,41.453138,0.045
0.105769,41.500837,0.045
0.105769,41.548536,0.045
0.105769,41.596234,0.045
0.105769,41.643933,0.045
0.105769,41.691632,0.045
0.105769,41.739331,0.045
0.105769,41.787029,0.045
0.105769,41.834728,0.045
0.105769,41.882427,0.045
0.105769,41.930126,0.045
0.105769,41.977824,0.045
0.105769,42.025523,0.045
0.105769,42.073222,0.045
0.105769,42.120921,0.045
0.105769,42.168619,0.045
0.105769,42.216318,0.045
0.105769,42.264017,0.045
0.105769,42.311715,0.045
0.105769,42.359414,0.045
0.105769,42.407113,0.045
0.105769,42.454812,0.045
0.105769,42.50251,0.045
0.105769,42.550209,0.045
0.105769,42.597908,0.045
0.105769,42.645607,0.045
0.105769,42.693305,0.0450001
0.105769,42.741004,0.0450006
0.105769,42.788703,0.0450031
0.105769,42.836402,0.0450144
0.105769,42.8841,0.0450602
0.105769,42.931799,0.0452281
0.105769,42.979498,0.0457814
0.105769,43.027197,0.0474193
0.105769,43.074895,0.0517699
0.105769,43.122594,0.0621223
0.105769,43.170293,0.0841406
0.105769,43.217992,0.1258679
0.105769,43.26569,0.1960113
0.105769,43.313389,0.2998753
0.105769,43.361088,0.433804
0.105769,43.408787,0.5810662
0.105769,43.456485,0.7130221
0.105769,43.504184,0.7973986
0.105769,43.551883,0.8109313
0.105769,43.599582,0.7497197
0.105769,43.64728,0.6310406
0.105769,43.694979,0.4854774
0.105769,43.742678,0.3442295
0.105769,43.790377,0.2287257
0.105769,43.838075,0.1469577
0.105769,43.885774,0.0961393
0.105769,43.933473,0.0681833
0.105769,43.981172,0.054499
0.105769,44.02887,0.0485178
0.105769,44.076569,0.0461774
0.105769,44.124268,0.0453562
0.105769,44.171967,0.0450974
0.105769,44.219665,0.0450241
0.105769,44.267364,0.0450054
0.105769,44.315063,0.0450011
0.105769,44.362762,0.0450002
0.105769,44.41046,0.045
0.105769,44.458159,0.045
0.105769,44.505858,0.045
0.105769,44.553556,0.045
0.105769,44.601255,0.045
0.105769,44.648954,0.045
0.105769,44.696653,0.045
0.105769,44.744351,0.045
0.105769,44.79205,0.045
0.105769,44.839749,0.045
0.105769,44.887448,0.045
0.105769,44.935146,0.045
0.105769,44.982845,0.045
0.105769,45.030544,0.045
0.105769,45.078243,0.045
0.105769,45.125941,0.045
0.105769,45.17364,0.045
0.105769,45.221339,0.045
0.105769,45.269038,0.045
0.105769,45.316736,0.045
0.105769,45.364435,0.045
0.105769,45.412134,0.045
0.105769,45.459833,0.045
0.105769,45.507531,0.045
0.105769,45.55523,0.045
0.105769,45.602929,0.045
0.105769,45.650628,0.045
0.105769,45.698326,0.045
0.105769,45.746025,0.045
0.105769,45.793724,0.045
0.105769,45.841423,0.045
0.105769,45.889121,0.045
0.105769,45.93682,0.045
0.105769,45.984519,0.045
0.105769,46.032218,0.045
0.105769,46.079916,0.045
0.105769,46.127615,0.045
0.105769,46.175314,0.045
0.105769,46.223013,0.045
0.105769,46.270711,0.045
0.105769,46.31841,0.045
0.105769,46.366109,0.045
0.105769,46.413808,0.045
0.105769,46.461506,0.045
0.105769,46.509205,0.045
0.105769,46.556904,0.045
0.105769,46.604603,0.045
0.105769,46.652301,0.045
0.105769,46.7,0.045
0.115385,35.3,0.045
0.115385,35.347699,0.045
0.115385,35.395397,0.045
0.115385,35.443096,0.045
0.115385,35.490795,0.045
0.115385,35.538494,0.045
0.115385,35.586192,0.045
0.115385,35.633891,0.045
0.115385,35.68159,0.045
0.115385,35.729289,0.045
0.115385,35.776987,0.045
0.115385,35.824686,0.045
0.115385,35.872385,0.045
0.115385,35.920084,0.045
0.115385,35.967782,0.045
0.115385,36.015481,0.045
0.115385,36.06318,0.045
0.115385,36.110879,0.045
0.115385,36.158577,0.045
0.115385,36.206276,0.045
0.115385,36.253975,0.045
0.115385,36.301674,0.045
0.115385,36.349372,0.045
0.115385,36.397071,0.045
0.115385,36.44477,0.0450004
0.115385,36.492469,0.0450026
0.115385,36.540167,0.0450154
0.115385,36.587866,0.0450804
0.115385,36.635565,0.0453664
0.115385,36.683264,0.0464602
0.115385,36.730962,0.0500856
0.115385,36.778661,0.0604811
0.115385,36.82636,0.0861904
0.115385,36.874059,0.1407907
0.115385,36.921757,0.2397082
0.115385,36.969456,0.3909219
0.115385,37.017155,0.5821613
0.115385,37.064854,0.7740616
0.115385,37.112552,0.9098817
0.115385,37.160251,0.941772
0.115385,37.20795,0.8577188
0.115385,37.255649,0.6887711
0.115385,37.303347,0.4907133
0.115385,37.351046,0.3147196
0.115385,37.398745,0.1876601
0.115385,37.446444,0.1109516
0.115385,37.494142,0.071649
0.115385,37.541841,0.0544117
0.115385,37.58954,0.0479053
0.115385,37.637238,0.0457839
0.115385,37.684937,0.0451849
0.115385,37.732636,0.0450381
0.115385,37.780335,0.0450069
0.115385,37.828033,0.0450011
0.115385,37.875732,0.0450001
0.115385,37.923431,0.045
0.115385,37.97113,0.045
0.115385,38.018828,0.045
0.115385,38.066527,0.045
0.115385,38.114226,0.045
0.115385,38.161925,0.045
0.115385,38.209623,0.045
0.115385,38.257322,0.045
0.115385,38.305021,0.045
0.115385,38.35272,0.045
0.115385,38.400418,0.045
0.115385,38.448117,0.045
0.115385,38.495816,0.045
0.115385,38.543515,0.045
0.115385,38.591213,0.045
0.115385,38.638912,0.045
0.115385,38.686611,0.045
0.115385,38.73431,0.045
0.115385,38.782008,0.045
0.115385,38.829707,0.045
0.115385,38.877406,0.045
0.115385,38.925105,0.045
0.115385,38.972803,0.045
0.115385,39.020502,0.045
0.115385,39.068201,0.045
0.115385,39.1159,0.045
0.115385,39.163598,0.045
0.115385,39.211297,0.045
0.115385,39.258996,0.045
0.115385,39.306695,0.045
0.115385,39.354393,0.045
0.115385,39.402092,0.045
0.115385,39.449791,0.045
0.115385,39.49749,0.045
0.115385,39.545188,0.045
0.115385,39.592887,0.045
0.115385,39.640586,0.045
0.115385,39.688285,0.045
0.115385,39.735983,0.045
0.115385,39.783682,0.045
0.115385,39.831381,0.045
0.115385,39.879079,0.045
0.115385,39.926778,0.045
0.115385,39.974477,0.045
0.115385,40.022176,0.045
0.115385,40.069874,0.045
0.115385,40.117573,0.045
0.115385,40.165272,0.045
0.115385,40.212971,0.045
0.115385,40.260669,0.045
0.115385,40.308368,0.045
0.115385,40.356067,0.045
0.115385,40.403766,0.045
0.115385,40.451464,0.045
0.115385,40.499163,0.045
0.115385,40.546862,0.045
0.115385,40.594561,0.045
0.115385,40.642259,0.045
0.115385,40.689958,0.045
0.115385,40.737657,0.045
0.115385,40.785356,0.045
0.115385,40.833054,0.045
0.115385,40.880753,0.045
0.115385,40.928452,0.045
0.115385,40.976151,0.045
0.115385,41.023849,0.045
0.115385,41.071548,0.045
0.115385,41.119247,0.045
0.115385,41.166946,0.045
0.115385,41.214644,0.045
0.115385,41.262343,0.045
0.115385,41.310042,0.045
0.115385,41.357741,0.045
0.115385,41.405439,0.045
0.115385,41.453138,0.045
0.115385,41.500837,0.045
0.115385,41.548536,0.045
0.115385,41.596234,0.045
0.115385,41.643933,0.045
0.115385,41.691632,0.045
0.115385,41.739331,0.045
0.115385,41.787029,0.045
0.115385,41.834728,0.045
0.115385,41.882427,0.045
0.115385,41.930126,0.045
0.115385,41.977824,0.045
0.115385,42.025523,0.045
0.115385,42.073222,0.045
0.115385,42.120921,0.045
0.115385,42.168619,0.045
0.115385,42.216318,0.045
0.115385,42.264017,0.045
0.115385,42.311715,0.045
0.115385,42.359414,0.045
0.115385,42.407113,0.045
0.115385,42.454812,0.045
0.115385,42.50251,0.045
0.115385,42.550209,0.045
0.115385,42.597908,0.045
0.115385,42.645607,0.045
0.115385,42.693305,0.0450001
0.115385,42.741004,0.0450008
0.115385,42.788703,0.045004
0.115385,42.836402,0.0450182
0.115385,42.8841,0.0450749
0.115385,42.931799,0.0452794
0.115385,42.979498,0.0459418
0.115385,43.027197,0.0478694
0.115385,43.074895,0.0529013
0.115385,43.122594,0.0646646
0.115385,43.170293,0.0892339
0.115385,43.217992,0.1349312
0.115385,43.26569,0.2102534
0.115385,43.313389,0.3194575
0.115385,43.361088,0.4569879
0.115385,43.408787,0.6039572
0.115385,43.456485,0.7304209
0.115385,43.504184,0.8046627
0.115385,43.551883,0.8059727
0.115385,43.599582,0.7339727
0.115385,43.64728,0.6087929
0.115385,43.694979,0.4619865
0.115385,43.742678,0.3237463
0.115385,43.790377,0.213415
0.115385,43.838075,0.1369681
0.115385,43.885774,0.0903919
0.115385,43.933473,0.065249
0.115385,43.981172,0.0531642
0.115385,44.02887,0.0479752
0.115385,44.076569,0.0459799
0.115385,44.124268,0.0452917
0.115385,44.171967,0.0450785
0.115385,44.219665,0.0450191
0.115385,44.267364,0.0450042
0.115385,44.315063,0.0450008
0.115385,44.362762,0.0450001
0.115385,44.41046,0.045
0.115385,44.458159,0.045
0.115385,44.505858,0.045
0.115385,44.553556,0.045
0.115385,44.601255,0.045
0.115385,44.648954,0.045
0.115385,44.696653,0.045
0.115385,44.744351,0.045
0.115385,44.79205,0.045
0.115385,44.839749,0.045
0.115385,44.887448,0.045
0.115385,44.935146,0.045
0.115385,44.982845,0.045
0.115385,45.030544,0.045
0.115385,45.078243,0.045
0.115385,45.125941,0.045
0.115385,45.17364,0.045
0.115385,45.221339,0.045
0.115385,45.269038,0.045
0.115385,45.316736,0.045
0.115385,45.364435,0.045
0.115385,45.412134,0.045
0.115385,45.459833,0.045
0.115385,45.507531,0.045
0.115385,45.55523,0.045
0.115385,45.602929,0.045
0.115385,45.650628,0.045
0.115385,45.698326,0.045
0.115385,45.746025,0.045
0.115385,45.793724,0.045
0.115385,45.841423,0.045
0.115385,45.889121,0.045
0.115385,45.93682,0.045
0.115385,45.984519,0.045
0.115385,46.032218,0.045
0.115385,46.079916,0.045
0.115385,46.127615,0.045
0.115385,46.175314,0.045
0.115385,46.223013,0.045
0.115385,46.270711,0.045
0.115385,46.31841,0.045
0.115385,46.366109,0.045
0.115385,46.413808,0.045
0.115385,46.461506,0.045
0.115385,46.509205,0.045
0.115385,46.556904,0.045
0.115385,46.604603,0.045
0.115385,46.652301,0.045
0.115385,46.7,0.045
0.125,35.3,0.045
0.125,35.347699,0.045
0.125,35.395397,0.045
0.125,35.443096,0.045
0.125,35.490795,0.045
0.125,35.538494,0.045
0.125,35.586192,0.045
0.125,35.633891,0.045
0.125,35.68159,0.045
0.125,35.729289,0.045
0.125,35.776987,0.045
0.125,35.824686,0.045
0.125,35.872385,0.045
0.125,35.920084,0.045
0.125,35.967782,0.045
0.125,36.015481,0.045
0.125,36.06318,0.045
0.125,36.110879,0.045
0.125,36.158577,0.045
0.125,36.206276,0.045
0.125,36.253975,0.045
0.125,36.301674,0.045
0.125,36.349372,0.045
0.125,36.397071,0.045
0.125,36.44477,0.0450003
0.125,36.492469,0.0450019
0.125,36.540167,0.0450114
0.125,36.587866,0.045061
0.125,36.635565,0.0452844
0.125,36.683264,0.0461601
0.125,36.730962,0.049136
0.125,36.778661,0.0578877
0.125,36.82636,0.0800999
0.125,36.874059,0.1285546
0.125,36.921757,0.218847
0.125,36.969456,0.3611528
0.125,37.017155,0.5475273
0.125,37.064854,0.7431606
0.125,37.112552,0.8927813
0.125,37.160251,0.9447985
0.125,37.20795,0.8797177
0.125,37.255649,0.7218101
0.125,37.303347,0.5246528
0.125,37.351046,0.3421119
0.125,37.398745,0.2058592
0.125,37.446444,0.1211211
0.125,37.494142,0.0764845
0.125,37.541841,0.0563821
0.125,37.58954,0.0485965
0.125,37.637238,0.0459933
0.125,37.684937,0.0452398
0.125,37.732636,0.0450506
0.125,37.780335,0.0450093
0.125,37.828033,0.0450015
0.125,37.875732,0.0450002
0.125,37.923431,0.045
0.125,37.97113,0.045
0.125,38.018828,0.045
0.125,38.066527,0.045
0.125,38.114226,0.045
0.125,38.161925,0.045
0.125,38.209623,0.045
0.125,38.257322,0.045
0.125,38.305021,0.045
0.125,38.35272,0.045
0.125,38.400418,0.045
0.125,38.448117,0.045
0.125,38.495816,0.045
0.125,38.543515,0.045
0.125,38.591213,0.045
0.125,38.638912,0.045
0.125,38.686611,0.045
0.125,38.73431,0.045
0.125,38.782008,0.045
0.125,38.829707,0.045
0.125,38.877406,0.045
0.125,38.925105,0.045
0.125,38.972803,0.045
0.125,39.020502,0.045
0.125,39.068201,0.045
0.125,39.1159,0.045
0.125,39.163598,0.045
0.125,39.211297,0.045
0.125,39.258996,0.045
0.125,39.306695,0.045
0.125,39.354393,0.045
0.125,39.402092,0.045
0.125,39.449791,0.045
0.125,39.49749,0.045
0.125,39.545188,0.045
0.125,39.592887,0.045
0.125,39.640586,0.045
0.125,39.688285,0.045
0.125,39.735983,0.045
0.125,39.783682,0.045
0.125,39.831381,0.045
0.125,39.879079,0.045
0.125,39.926778,0.045
0.125,39.974477,0.045
0.125,40.022176,0.045
0.125,40.069874,0.045
0.125,40.117573,0.045
0.125,40.165272,0.045
0.125,40.212971,0.045
0.125,40.260669,0.045
0.125,40.308368,0.045
0.125,40.356067,0.045
0.125,40.403766,0.045
0.125,40.451464,0.045
0.125,40.499163,0.045
0.125,40.546862,0.045
0.125,40.594561,0.045
0.125,40.642259,0.045
0.125,40.689958,0.045
0.125,40.737657,0.045
0.125,40.785356,0.045
0.125,40.833054,0.045
0.125,40.880753,0.045
0.125,40.928452,0.045
0.125,40.976151,0.045
0.125,41.023849,0.045
0.125,41.071548,0.045
0.125,41.119247,0.045
0.125,41.166946,0.045
0.125,41.214644,0.045
0.125,41.262343,0.045
0.125,41.310042,0.045
0.125,41.357741,0.045
0.125,41.405439,0.045
0.125,41.453138,0.045
0.125,41.500837,0.045
0.125,41.548536,0.045
0.125,41.596234,0.045
0.125,41.643933,0.045
0.125,41.691632,0.045
0.125,41.739331,0.045
0.125,41.787029,0.045
0.125,41.834728,0.045
0.125,41.882427,0.045
0.125,41.930126,0.045
0.125,41.977824,0.045
0.125,42.025523,0.045
0.125,42.073222,0.045
0.125,42.120921,0.045
0.125,42.168619,0.045
0.125,42.216318,0.045
0.125,42.264017,0.045
0.125,42.311715,0.045
0.125,42.359414,0.045
0.125,42.407113,0.045
0.125,42.454812,0.045
0.125,42.50251,0.045
0.125,42.550209,0.045
0.125,42.597908,0.045
0.125,42.645607,0.045
0.125,42.693305,0.0450002
0.125,42.741004,0.045001
0.125,42.788703,0.0450051
0.125,42.836402,0.0450229
0.125,42.8841,0.045093
0.125,42.931799,0.0453414
0.125,42.979498,0.0461323
0.125,43.027197,0.0483946
0.125,43.074895,0.0541982
0.125,43.122594,0.0675265
0.125,43.170293,0.094862
0.125,43.217992,0.1447543
0.125,43.26569,0.2253756
0.125,43.313389,0.3397873
0.125,43.361088,0.4804361
0.125,43.408787,0.6263329
0.125,43.456485,0.7464715
0.125,43.504184,0.8100326
0.125,43.551883,0.7991097
0.125,43.599582,0.7168523
0.125,43.64728,0.5860007
0.125,43.694979,0.4387373
0.125,43.742678,0.3040002
0.125,43.790377,0.1989849
0.125,43.838075,0.1277449
0.125,43.885774,0.0851873
0.125,43.933473,0.0626409
0.125,43.981172,0.051999
0.125,44.02887,0.0475098
0.125,44.076569,0.0458134
0.125,44.124268,0.0452383
0.125,44.171967,0.0450631
0.125,44.219665,0.0450151
0.125,44.267364,0.0450033
0.125,44.315063,0.0450006
0.125,44.362762,0.0450001
0.125,44.41046,0.045
0.125,44.458159,0.045
0.125,44.505858,0.045
0.125,44.553556,0.045
0.125,44.601255,0.045
0.125,44.648954,0.045
0.125,44.696653,0.045
0.125,44.744351,0.045
0.125,44.79205,0.045
0.125,44.839749,0.045
0.125,44.887448,0.045
0.125,44.935146,0.045
0.125,44.982845,0.045
0.125,45.030544,0.045
0.125,45.078243,0.045
0.125,45.125941,0.045
0.125,45.17364,0.045
0.125,45.221339,0.045
0.125,45.269038,0.045
0.125,45.316736,0.045
0.125,45.364435,0.045
0.125,45.412134,0.045
0.125,45.459833,0.045
0.125,45.507531,0.045
0.125,45.55523,0.045
0.125,45.602929,0.045
0.125,45.650628,0.045
0.125,45.698326,0.045
0.125,45.746025,0.045
0.125,45.793724,0.045
0.125,45.841423,0.045
0.125,45.889121,0.045
0.125,45.93682,0.045
0.125,45.984519,0.045
0.125,46.032218,0.045
0.125,46.079916,0.045
0.125,46.127615,0.045
0.125,46.175314,0.045
0.125,46.223013,0.045
0.125,46.270711,0.045
0.125,46.31841,0.045
0.125,46.366109,0.045
0.125,46.413808,0.045
0.125,46.461506,0.045
0.125,46.509205,0.045
0.125,46.556904,0.045
0.125,46.604603,0.045
0.125,46.652301,0.045
0.125,46.7,0.045
0.134615,35.3,0.045
0.134615,35.347699,0.045
0.134615,35.395397,0.045
0.134615,35.443096,0.045
0.134615,35.490795,0.045
0.134615,35.538494,0.045
0.134615,35.586192,0.045
0.134615,35.633891,0.045
0.134615,35.68159,0.045
0.134615,35.729289,0.045
0.134615,35.776987,0.045
0.134615,35.824686,0.045
0.134615,35.872385,0.045
0.134615,35.920084,0.045
0.134615,35.967782,0.045
0.134615,36.015481,0.045
0.134615,36.06318,0.045
0.134615,36.110879,0.045
0.134615,36.158577,0.045
0.134615,36.206276,0.045
0.134615,36.253975,0.045
0.134615,36.301674,0.045
0.134615,36.349372,0.045
0.134615,36.397071,0.045
0.134615,36.44477,0.0450002
0.134615,36.492469,0.0450013
0.134615,36.540167,0.0450084
0.134615,36.587866,0.045046
0.134615,36.635565,0.0452199
0.134615,36.683264,0.045918
0.134615,36.730962,0.0483501
0.134615,36.778661,0.0556854
0.134615,36.82636,0.0747893
0.134615,36.874059,0.1175872
0.134615,36.921757,0.1995941
0.134615,36.969456,0.3327787
0.134615,37.017155,0.5132281
0.134615,37.064854,0.7108695
0.134615,37.112552,0.8726634
0.134615,37.160251,0.9441896
0.134615,37.20795,0.8988502
0.134615,37.255649,0.7536715
0.134615,37.303347,0.5590924
0.134615,37.351046,0.3709645
0.134615,37.398745,0.2256477
0.134615,37.446444,0.1325039
0.134615,37.494142,0.0820472
0.134615,37.541841,0.0587093
0.134615,37.58954,0.0494341
0.134615,37.637238,0.0462535
0.134615,37.684937,0.0453097
0.134615,37.732636,0.0450669
0.134615,37.780335,0.0450126
0.134615,37.828033,0.0450021
0.134615,37.875732,0.0450003
0.134615,37.923431,0.045
0.134615,37.97113,0.045
0.134615,38.018828,0.045
0.134615,38.066527,0.045
0.134615,38.114226,0.045
0.134615,38.161925,0.045
0.134615,38.209623,0.045
0.134615,38.257322,0.045
0.134615,38.305021,0.045
0.134615,38.35272,0.045
0.134615,38.400418,0.045
0.134615,38.448117,0.045
0.134615,38.495816,0.045
0.134615,38.543515,0.045
0.134615,38.591213,0.045
0.134615,38.638912,0.045
0.134615,38.686611,0.045
0.134615,38.73431,0.045
0.134615,38.782008,0.045
0.134615,38.829707,0.045
0.134615,38.877406,0.045
0.134615,38.925105,0.045
0.134615,38.972803,0.045
0.134615,39.020502,0.045
0.134615,39.068201,0.045
0.134615,39.1159,0.045
0.134615,39.163598,0.045
0.134615,39.211297,0.045
0.134615,39.258996,0.045
0.134615,39.306695,0.045
0.134615,39.354393,0.045
0.134615,39.402092,0.045
0.134615,39.449791,0.045
0.134615,39.49749,0.045
0.134615,39.545188,0.045
0.134615,39.592887,0.045
0.134615,39.640586,0.045
0.134615,39.688285,0.045
0.134615,39.735983,0.045
0.134615,39.783682,0.045
0.134615,39.831381,0.045
0.134615,39.879079,0.045
0.134615,39.926778,0.045
0.134615,39.974477,0.045
0.134615,40.022176,0.045
0.134615,40.069874,0.045
0.134615,40.117573,0.045
0.134615,40.165272,0.045
0.134615,40.212971,0.045
0.134615,40.260669,0.045
0.134615,40.308368,0.045
0.134615,40.356067,0.045
0.134615,40.403766,0.045
0.134615,40.451464,0.045
0.134615,40.499163,0.045
0.134615,40.546862,0.045
0.134615,40.594561,0.045
0.134615,40.642259,0.045
0.134615,40.689958,0.045
0.134615,40.737657,0.045
0.134615,40.785356,0.045
0.134615,40.833054,0.045
0.134615,40.880753,0.045
0.134615,40.928452,0.045
0.134615,40.976151,0.045
0.134615,41.023849,0.045
0.134615,41.071548,0.045
0.134615,41.119247,0.045
0.134615,41.166946,0.045
0.134615,41.214644,0.045
0.134615,41.262343,0.045
0.134615,41.310042,0.045
0.134615,41.357741,0.045
0.134615,41.405439,0.045
0.134615,41.453138,0.045
0.134615,41.500837,0.045
0.134615,41.548536,0.045
0.134615,41.596234,0.045
0.134615,41.643933,0.045
0.134615,41.691632,0.045
0.134615,41.739331,0.045
0.134615,41.787029,0.045
0.134615,41.834728,0.045
0.134615,41.882427,0.045
0.134615,41.930126,0.045
0.134615,41.977824,0.045
0.134615,42.025523,0.045
0.134615,42.073222,0.045
0.134615,42.120921,0.045
0.134615,42.168619,0.045
0.134615,42.216318,0.045
0.134615,42.264017,0.045
0.134615,42.311715,0.045
0.134615,42.359414,0.045
0.134615,42.407113,0.045
0.134615,42.454812,0.045
0.134615,42.50251,0.045
0.134615,42.550209,0.045
0.134615,42.597908,0.045
0.134615,42.645607,0.045
0.134615,42.693305,0.0450002
0.134615,42.741004,0.0450013
0.134615,42.788703,0.0450065
0.134615,42.836402,0.0450288
0.134615,42.8841,0.0451152
0.134615,42.931799,0.045416
0.134615,42.979498,0.0463578
0.134615,43.027197,0.0490057
0.134615,43.074895,0.0556804
0.134615,43.122594,0.0707387
0.134615,43.170293,0.1010623
0.134615,43.217992,0.1553668
0.134615,43.26569,0.2413773
0.134615,43.313389,0.360812
0.134615,43.361088,0.5040401
0.134615,43.408787,0.6480558
0.134615,43.456485,0.7610593
0.134615,43.504184,0.8134671
0.134615,43.551883,0.7903946
0.134615,43.599582,0.6984794
0.134615,43.64728,0.5628003
0.134615,43.694979,0.4158322
0.134615,43.742678,0.2850365
0.134615,43.790377,0.1854306
0.134615,43.838075,0.1192559
0.134615,43.885774,0.0804883
0.134615,43.933473,0.0603293
0.134615,43.981172,0.0509848
0.134615,44.02887,0.0471118
0.134615,44.076569,0.0456735
0.134615,44.124268,0.0451941
0.134615,44.171967,0.0450506
0.134615,44.219665,0.0450119
0.134615,44.267364,0.0450025
0.134615,44.315063,0.0450005
0.134615,44.362762,0.0450001
0.134615,44.41046,0.045
0.134615,44.458159,0.045
0.134615,44.505858,0.045
0.134615,44.553556,0.045
0.134615,44.601255,0.045
0.134615,44.648954,0.045
0.134615,44.696653,0.045
0.134615,44.744351,0.045
0.134615,44.79205,0.045
0.134615,44.839749,0.045
0.134615,44.887448,0.045
0.134615,44.935146,0.045
0.134615,44.982845,0.045
0.134615,45.030544,0.045
0.134615,45.078243,0.045
0.134615,45.125941,0.045
0.134615,45.17364,0.045
0.134615,45.221339,0.045
0.134615,45.269038,0.045
0.134615,45.316736,0.045
0.134615,45.364435,0.045
0.134615,45.412134,0.045
0.134615,45.459833,0.045
0.134615,45.507531,0.045
0.134615,45.55523,0.045
0.134615,45.602929,0.045
0.134615,45.650628,0.045
0.134615,45.698326,0.045
0.134615,45.746025,0.045
0.134615,45.793724,0.045
0.134615,45.841423,0.045
0.134615,45.889121,0.045
0.134615,45.93682,0.045
0.134615,45.984519,0.045
0.134615,46.032218,0.045
0.134615,46.079916,0.045
0.134615,46.127615,0.045
0.134615,46.175314,0.045
0.134615,46.223013,0.045
0.134615,46.270711,0.045
0.134615,46.31841,0.045
0.134615,46.366109,0.045
0.134615,46.413808,0.045
0.134615,46.461506,0.045
0.134615,46.509205,0.045
0.134615,46.556904,0.045
0.134615,46.604603,0.045
0.134615,46.652301,0.045
0.134615,46.7,0.045
0.144231,35.3,0.045
0.144231,35.347699,0.045
0.144231,35.395397,0.045
0.144231,35.443096,0.045
0.144231,35.490795,0.045
0.144231,35.538494,0.045
0.144231,35.586192,0.045
0.144231,35.633891,0.045
0.144231,35.68159,0.045
0.144231,35.729289,0.045
0.144231,35.776987,0.045
0.144231,35.824686,0.045
0.144231,35.872385,0.045
0.144231,35.920084,0.045
0.144231,35.967782,0.045
0.144231,36.015481,0.045
0.144231,36.06318,0.045
0.144231,36.110879,0.045
0.144231,36.158577,0.045
0.144231,36.206276,0.045
0.144231,36.253975,0.045
0.144231,36.301674,0.045
0.144231,36.349372,0.045
0.144231,36.397071,0.045
0.144231,36.44477,0.0450001
0.144231,36.492469,0.045001
0.144231,36.540167,0.0450062
0.144231,36.587866,0.0450346
0.144231,36.635565,0.0451693
0.144231,36.683264,0.0457235
0.144231,36.730962,0.0477026
0.144231,36.778661,0.0538237
0.144231,36.82636,0.07018
0.144231,36.874059,0.1078047
0.144231,36.921757,0.1819182
0.144231,36.969456,0.3058934
0.144231,37.017155,0.4795082
0.144231,37.064854,0.6775076
0.144231,37.112552,0.8497601
0.144231,37.160251,0.9399526
0.144231,37.20795,0.9148943
0.144231,37.255649,0.7840365
0.144231,37.303347,0.5937799
0.144231,37.351046,0.401175
0.144231,37.398745,0.2470512
0.144231,37.446444,0.1451826
0.144231,37.494142,0.0884167
0.144231,37.541841,0.0614457
0.144231,37.58954,0.0504448
0.144231,37.637238,0.0465756
0.144231,37.684937,0.0453985
0.144231,37.732636,0.0450881
0.144231,37.780335,0.045017
0.144231,37.828033,0.0450029
0.144231,37.875732,0.0450004
0.144231,37.923431,0.0450001
0.144231,37.97113,0.045
0.144231,38.018828,0.045
0.144231,38.066527,0.045
0.144231,38.114226,0.045
0.144231,38.161925,0.045
0.144231,38.209623,0.045
0.144231,38.257322,0.045
0.144231,38.305021,0.045
0.144231,38.35272,0.045
0.144231,38.400418,0.045
0.144231,38.448117,0.045
0.144231,38.495816,0.045
0.144231,38.543515,0.045
0.144231,38.591213,0.045
0.144231,38.638912,0.045
0.144231,38.686611,0.045
0.144231,38.73431,0.045
0.144231,38.782008,0.045
0.144231,38.829707,0.045
0.144231,38.877406,0.045
0.144231,38.925105,0.045
0.144231,38.972803,0.045
0.144231,39.020502,0.045
0.144231,39.068201,0.045
0.144231,39.1159,0.045
0.144231,39.163598,0.045
0.144231,39.211297,0.045
0.144231,39.258996,0.045
0.144231,39.306695,0.045
0.144231,39.354393,0.045
0.144231,39.402092,0.045
0.144231,39.449791,0.045
0.144231,39.49749,0.045
0.144231,39.545188,0.045
0.144231,39.592887,0.045
0.144231,39.640586,0.045
0.144231,39.688285,0.045
0.144231,39.735983,0.045
0.144231,39.783682,0.045
0.144231,39.831381,0.045
0.144231,39.879079,0.045
0.144231,39.926778,0.045
0.144231,39.974477,0.045
0.144231,40.022176,0.045
0.144231,40.069874,0.045
