time_min,x_mm,y_mm,surface_temperature_C
30,21.0,9.0,30.94902
30,22.0,9.0,30.98923
30,23.0,9.0,31.03063
30,24.0,9.0,31.07318
30,25.0,9.0,31.11682
30,26.0,9.0,31.16149
30,27.0,9.0,31.20707
30,28.0,9.0,31.25343
30,29.0,9.0,31.30043
30,30.0,9.0,31.34788
30,31.0,9.0,31.39557
30,32.0,9.0,31.44326
30,33.0,9.0,31.4907
30,34.0,9.0,31.5376
30,35.0,9.0,31.58365
30,36.0,9.0,31.62853
30,37.0,9.0,31.67192
30,38.0,9.0,31.71345
30,39.0,9.0,31.75277
30,40.0,9.0,31.78953
30,41.0,9.0,31.82338
30,42.0,9.0,31.85397
30,43.0,9.0,31.88097
30,44.0,9.0,31.90408
30,45.0,9.0,31.92301
30,46.0,9.0,31.9375
30,47.0,9.0,31.94734
30,48.0,9.0,31.95234
30,49.0,9.0,31.95236
30,50.0,9.0,31.94731
30,51.0,9.0,31.93713
30,52.0,9.0,31.92185
30,53.0,9.0,31.9015
30,54.0,9.0,31.8762
30,55.0,9.0,31.84609
30,56.0,9.0,31.81138
30,57.0,9.0,31.77232
30,58.0,9.0,31.7292
30,59.0,9.0,31.68235
30,60.0,9.0,31.63213
30,61.0,9.0,31.57894
30,62.0,9.0,31.5232
30,63.0,9.0,31.46534
30,64.0,9.0,31.40581
30,65.0,9.0,31.34507
30,66.0,9.0,31.28359
30,67.0,9.0,31.2218
30,68.0,9.0,31.16017
30,69.0,9.0,31.09911
30,70.0,9.0,31.03904
30,71.0,9.0,30.98033
30,72.0,9.0,30.92336
30,73.0,9.0,30.86844
30,74.0,9.0,30.81586
30,75.0,9.0,30.76589
30,76.0,9.0,30.71875
30,77.0,9.0,30.67461
30,78.0,9.0,30.63362
30,79.0,9.0,30.59589
30,80.0,9.0,30.5615
30,81.0,9.0,30.53048
30,82.0,9.0,30.50283
30,83.0,9.0,30.47853
30,84.0,9.0,30.45751
30,85.0,9.0,30.43971
30,86.0,9.0,30.42501
30,87.0,9.0,30.41328
30,88.0,9.0,30.40438
30,89.0,9.0,30.39815
30,90.0,9.0,30.39442
30,91.0,9.0,30.393
30,92.0,9.0,30.39371
30,93.0,9.0,30.39634
30,94.0,9.0,30.40071
30,95.0,9.0,30.4066
30,96.0,9.0,30.41382
30,97.0,9.0,30.42219
30,98.0,9.0,30.43149
30,99.0,9.0,30.44156
30,100.0,9.0,30.4522
30,0.0,10.0,30.32944
30,1.0,10.0,30.35132
30,2.0,10.0,30.37382
30,3.0,10.0,30.39697
30,4.0,10.0,30.42079
30,5.0,10.0,30.44529
30,6.0,10.0,30.47051
30,7.0,10.0,30.4965
30,8.0,10.0,30.5233
30,9.0,10.0,30.55098
30,10.0,10.0,30.57958
30,11.0,10.0,30.6092
30,12.0,10.0,30.63988
30,13.0,10.0,30.67172
30,14.0,10.0,30.70478
30,15.0,10.0,30.73915
30,16.0,10.0,30.7749
30,17.0,10.0,30.81209
30,18.0,10.0,30.8508
30,19.0,10.0,30.89106
30,20.0,10.0,30.93292
30,21.0,10.0,30.97641
30,22.0,10.0,31.02153
30,23.0,10.0,31.06827
30,24.0,10.0,31.11659
30,25.0,10.0,31.16643
30,26.0,10.0,31.21769
30,27.0,10.0,31.27026
30,28.0,10.0,31.32399
30,29.0,10.0,31.3787
30,30.0,10.0,31.43418
30,31.0,10.0,31.49017
30,32.0,10.0,31.54641
30,33.0,10.0,31.60259
30,34.0,10.0,31.65837
30,35.0,10.0,31.71341
30,36.0,10.0,31.76731
30,37.0,10.0,31.81969
30,38.0,10.0,31.87014
30,39.0,10.0,31.91824
30,40.0,10.0,31.96356
30,41.0,10.0,32.0057
30,42.0,10.0,32.04425
30,43.0,10.0,32.07882
30,44.0,10.0,32.10904
30,45.0,10.0,32.13456
30,46.0,10.0,32.15508
30,47.0,10.0,32.17033
30,48.0,10.0,32.18009
30,49.0,10.0,32.18418
30,50.0,10.0,32.18247
30,51.0,10.0,32.1749
30,52.0,10.0,32.16144
30,53.0,10.0,32.14215
30,54.0,10.0,32.11712
30,55.0,10.0,32.08652
30,56.0,10.0,32.05055
30,57.0,10.0,32.00949
30,58.0,10.0,31.96365
30,59.0,10.0,31.91339
30,60.0,10.0,31.85911
30,61.0,10.0,31.80125
30,62.0,10.0,31.74028
30,63.0,10.0,31.67667
30,64.0,10.0,31.61093
30,65.0,10.0,31.54357
30,66.0,10.0,31.4751
30,67.0,10.0,31.40604
30,68.0,10.0,31.33689
30,69.0,10.0,31.26812
30,70.0,10.0,31.2002
30,71.0,10.0,31.13356
30,72.0,10.0,31.06862
30,73.0,10.0,31.00574
30,74.0,10.0,30.94525
30,75.0,10.0,30.88746
30,76.0,10.0,30.83261
30,77.0,10.0,30.78093
30,78.0,10.0,30.73258
30,79.0,10.0,30.68769
30,80.0,10.0,30.64636
30,81.0,10.0,30.60863
30,82.0,10.0,30.57453
30,83.0,10.0,30.54403
30,84.0,10.0,30.51708
30,85.0,10.0,30.4936
30,86.0,10.0,30.47349
30,87.0,10.0,30.45662
30,88.0,10.0,30.44284
30,89.0,10.0,30.43198
30,90.0,10.0,30.42386
30,91.0,10.0,30.41829
30,92.0,10.0,30.41508
30,93.0,10.0,30.41402
30,94.0,10.0,30.4149
30,95.0,10.0,30.41751
30,96.0,10.0,30.42165
30,97.0,10.0,30.42711
30,98.0,10.0,30.4337
30,99.0,10.0,30.44121
30,100.0,10.0,30.44947
30,0.0,11.0,30.33279
30,1.0,11.0,30.35362
30,2.0,11.0,30.37518
30,3.0,11.0,30.39751
30,4.0,11.0,30.42063
30,5.0,11.0,30.4446
30,6.0,11.0,30.46947
30,7.0,11.0,30.49531
30,8.0,11.0,30.52219
30,9.0,11.0,30.55018
30,10.0,11.0,30.57938
30,11.0,11.0,30.60987
30,12.0,11.0,30.64175
30,13.0,11.0,30.67511
30,14.0,11.0,30.71007
30,15.0,11.0,30.7467
30,16.0,11.0,30.78511
30,17.0,11.0,30.82538
30,18.0,11.0,30.8676
30,19.0,11.0,30.91182
30,20.0,11.0,30.9581
30,21.0,11.0,31.00646
30,22.0,11.0,31.05693
30,23.0,11.0,31.10948
30,24.0,11.0,31.16408
30,25.0,11.0,31.22065
30,26.0,11.0,31.2791
30,27.0,11.0,31.33928
30,28.0,11.0,31.40102
30,29.0,11.0,31.46412
30,30.0,11.0,31.52833
30,31.0,11.0,31.59336
30,32.0,11.0,31.65889
30,33.0,11.0,31.72458
30,34.0,11.0,31.79003
30,35.0,11.0,31.85483
30,36.0,11.0,31.91855
30,37.0,11.0,31.98072
30,38.0,11.0,32.04086
30,39.0,11.0,32.09849
30,40.0,11.0,32.15313
30,41.0,11.0,32.20429
30,42.0,11.0,32.25148
30,43.0,11.0,32.29427
30,44.0,11.0,32.33221
30,45.0,11.0,32.36489
30,46.0,11.0,32.39196
30,47.0,11.0,32.4131
30,48.0,11.0,32.42802
30,49.0,11.0,32.43652
30,50.0,11.0,32.43844
30,51.0,11.0,32.43368
30,52.0,11.0,32.4222
30,53.0,11.0,32.40404
30,54.0,11.0,32.3793
30,55.0,11.0,32.34815
30,56.0,11.0,32.3108
30,57.0,11.0,32.26755
30,58.0,11.0,32.21874
30,59.0,11.0,32.16476
30,60.0,11.0,32.10605
30,61.0,11.0,32.0431
30,62.0,11.0,31.97641
30,63.0,11.0,31.90654
30,64.0,11.0,31.83402
30,65.0,11.0,31.75945
30,66.0,11.0,31.68338
30,67.0,11.0,31.6064
30,68.0,11.0,31.52905
30,69.0,11.0,31.45189
30,70.0,11.0,31.37542
30,71.0,11.0,31.30015
30,72.0,11.0,31.22653
30,73.0,11.0,31.15499
30,74.0,11.0,31.08589
30,75.0,11.0,31.01959
30,76.0,11.0,30.95636
30,77.0,11.0,30.89647
30,78.0,11.0,30.84011
30,79.0,11.0,30.78743
30,80.0,11.0,30.73855
30,81.0,11.0,30.69354
30,82.0,11.0,30.65242
30,83.0,11.0,30.61518
30,84.0,11.0,30.58178
30,85.0,11.0,30.55214
30,86.0,11.0,30.52616
30,87.0,11.0,30.5037
30,88.0,11.0,30.48461
30,89.0,11.0,30.46872
30,90.0,11.0,30.45584
30,91.0,11.0,30.44577
30,92.0,11.0,30.43831
30,93.0,11.0,30.43324
30,94.0,11.0,30.43034
30,95.0,11.0,30.4294
30,96.0,11.0,30.43019
30,97.0,11.0,30.43252
30,98.0,11.0,30.43616
30,99.0,11.0,30.44091
30,100.0,11.0,30.44658
30,0.0,12.0,30.33641
30,1.0,12.0,30.35614
30,2.0,12.0,30.3767
30,3.0,12.0,30.39816
30,4.0,12.0,30.42056
30,5.0,12.0,30.44399
30,6.0,12.0,30.4685
30,7.0,12.0,30.49421
30,8.0,12.0,30.52118
30,9.0,12.0,30.54954
30,10.0,12.0,30.5794
30,11.0,12.0,30.61086
30,12.0,12.0,30.64404
30,13.0,12.0,30.67908
30,14.0,12.0,30.71609
30,15.0,12.0,30.75519
30,16.0,12.0,30.79649
30,17.0,12.0,30.84011
30,18.0,12.0,30.88613
30,19.0,12.0,30.93463
30,20.0,12.0,30.98569
30,21.0,12.0,31.03934
30,22.0,12.0,31.09559
30,23.0,12.0,31.15443
30,24.0,12.0,31.21582
30,25.0,12.0,31.27968
30,26.0,12.0,31.34589
30,27.0,12.0,31.41429
30,28.0,12.0,31.4847
30,29.0,12.0,31.55686
30,30.0,12.0,31.6305
30,31.0,12.0,31.70529
30,32.0,12.0,31.78086
30,33.0,12.0,31.85681
30,34.0,12.0,31.9327
30,35.0,12.0,32.00805
30,36.0,12.0,32.08236
30,37.0,12.0,32.15509
30,38.0,12.0,32.22569
30,39.0,12.0,32.29362
30,40.0,12.0,32.35831
30,41.0,12.0,32.41919
30,42.0,12.0,32.47572
30,43.0,12.0,32.52736
30,44.0,12.0,32.57363
30,45.0,12.0,32.61403
30,46.0,12.0,32.64816
30,47.0,12.0,32.67563
30,48.0,12.0,32.69612
30,49.0,12.0,32.70937
30,50.0,12.0,32.71518
30,51.0,12.0,32.71343
30,52.0,12.0,32.70407
30,53.0,12.0,32.68712
30,54.0,12.0,32.66267
30,55.0,12.0,32.63089
30,56.0,12.0,32.59203
30,57.0,12.0,32.54639
30,58.0,12.0,32.49434
30,59.0,12.0,32.43632
30,60.0,12.0,32.3728
30,61.0,12.0,32.30433
30,62.0,12.0,32.23146
30,63.0,12.0,32.15479
30,64.0,12.0,32.07495
30,65.0,12.0,31.99256
30,66.0,12.0,31.90826
30,67.0,12.0,31.8227
30,68.0,12.0,31.73649
30,69.0,12.0,31.65024
30,70.0,12.0,31.56453
30,71.0,12.0,31.47993
30,72.0,12.0,31.39693
30,73.0,12.0,31.31601
30,74.0,12.0,31.23761
30,75.0,12.0,31.16211
30,76.0,12.0,31.08984
30,77.0,12.0,31.02107
30,78.0,12.0,30.95606
30,79.0,12.0,30.89497
30,80.0,12.0,30.83794
30,81.0,12.0,30.78506
30,82.0,12.0,30.73637
30,83.0,12.0,30.69187
30,84.0,12.0,30.65151
30,85.0,12.0,30.61523
30,86.0,12.0,30.58292
30,87.0,12.0,30.55444
30,88.0,12.0,30.52964
30,89.0,12.0,30.50833
30,90.0,12.0,30.49032
30,91.0,12.0,30.47541
30,92.0,12.0,30.46338
30,93.0,12.0,30.45399
30,94.0,12.0,30.44704
30,95.0,12.0,30.44227
30,96.0,12.0,30.43948
30,97.0,12.0,30.43843
30,98.0,12.0,30.43891
30,99.0,12.0,30.44069
30,100.0,12.0,30.44359
30,0.0,13.0,30.3403
30,1.0,13.0,30.35888
30,2.0,13.0,30.37841
30,3.0,13.0,30.39896
30,4.0,13.0,30.42063
30,5.0,13.0,30.4435
30,6.0,13.0,30.46766
30,7.0,13.0,30.49325
30,8.0,13.0,30.52036
30,9.0,13.0,30.54915
30,10.0,13.0,30.57973
30,11.0,13.0,30.61226
30,12.0,13.0,30.64687
30,13.0,13.0,30.68373
30,14.0,13.0,30.72297
30,15.0,13.0,30.76473
30,16.0,13.0,30.80916
30,17.0,13.0,30.85638
30,18.0,13.0,30.9065
30,19.0,13.0,30.95963
30,20.0,13.0,31.01583
30,21.0,13.0,31.07515
30,22.0,13.0,31.13762
30,23.0,13.0,31.20322
30,24.0,13.0,31.2719
30,25.0,13.0,31.34358
30,26.0,13.0,31.41812
30,27.0,13.0,31.49536
30,28.0,13.0,31.57505
30,29.0,13.0,31.65694
30,30.0,13.0,31.74069
30,31.0,13.0,31.82595
30,32.0,13.0,31.91229
30,33.0,13.0,31.99925
30,34.0,13.0,32.08633
30,35.0,13.0,32.17299
30,36.0,13.0,32.25864
30,37.0,13.0,32.34269
30,38.0,13.0,32.42451
30,39.0,13.0,32.50347
30,40.0,13.0,32.57891
30,41.0,13.0,32.65021
30,42.0,13.0,32.71673
30,43.0,13.0,32.77786
30,44.0,13.0,32.83304
30,45.0,13.0,32.8817
30,46.0,13.0,32.92338
30,47.0,13.0,32.95762
30,48.0,13.0,32.98405
30,49.0,13.0,33.00236
30,50.0,13.0,33.01232
30,51.0,13.0,33.01378
30,52.0,13.0,33.00666
30,53.0,13.0,32.99097
30,54.0,13.0,32.9668
30,55.0,13.0,32.93433
30,56.0,13.0,32.89381
30,57.0,13.0,32.84558
30,58.0,13.0,32.79003
30,59.0,13.0,32.72764
30,60.0,13.0,32.65894
30,61.0,13.0,32.58451
30,62.0,13.0,32.50498
30,63.0,13.0,32.421
30,64.0,13.0,32.33326
30,65.0,13.0,32.24247
30,66.0,13.0,32.14932
30,67.0,13.0,32.05453
30,68.0,13.0,31.9588
30,69.0,13.0,31.86279
30,70.0,13.0,31.76715
30,71.0,13.0,31.67251
30,72.0,13.0,31.57944
30,73.0,13.0,31.48847
30,74.0,13.0,31.40008
30,75.0,13.0,31.31471
30,76.0,13.0,31.23272
30,77.0,13.0,31.15445
30,78.0,13.0,31.08016
30,79.0,13.0,31.01005
30,80.0,13.0,30.94429
30,81.0,13.0,30.88298
30,82.0,13.0,30.82618
30,83.0,13.0,30.7739
30,84.0,13.0,30.72609
30,85.0,13.0,30.6827
30,86.0,13.0,30.64362
30,87.0,13.0,30.6087
30,88.0,13.0,30.57779
30,89.0,13.0,30.5507
30,90.0,13.0,30.52722
30,91.0,13.0,30.50714
30,92.0,13.0,30.49023
30,93.0,13.0,30.47625
30,94.0,13.0,30.46496
30,95.0,13.0,30.45613
30,96.0,13.0,30.44951
30,97.0,13.0,30.44487
30,98.0,13.0,30.44198
30,99.0,13.0,30.44062
30,100.0,13.0,30.44058
30,0.0,14.0,30.34445
30,1.0,14.0,30.36184
30,2.0,14.0,30.38031
30,3.0,14.0,30.39994
30,4.0,14.0,30.42086
30,5.0,14.0,30.44317
30,6.0,14.0,30.467
30,7.0,14.0,30.4925
30,8.0,14.0,30.5198
30,9.0,14.0,30.54907
30,10.0,14.0,30.58046
30,11.0,14.0,30.61416
30,12.0,14.0,30.65033
30,13.0,14.0,30.68915
30,14.0,14.0,30.73079
30,15.0,14.0,30.77542
30,16.0,14.0,30.8232
30,17.0,14.0,30.87429
30,18.0,14.0,30.9288
30,19.0,14.0,30.98686
30,20.0,14.0,31.04855
30,21.0,14.0,31.11394
30,22.0,14.0,31.18305
30,23.0,14.0,31.25586
30,24.0,14.0,31.33232
30,25.0,14.0,31.41234
30,26.0,14.0,31.49577
30,27.0,14.0,31.58241
30,28.0,14.0,31.672
30,29.0,14.0,31.76425
30,30.0,14.0,31.85878
30,31.0,14.0,31.95518
30,32.0,14.0,32.05299
30,33.0,14.0,32.15167
30,34.0,14.0,32.25066
30,35.0,14.0,32.34934
30,36.0,14.0,32.44707
30,37.0,14.0,32.54317
30,38.0,14.0,32.63692
30,39.0,14.0,32.7276
30,40.0,14.0,32.81449
30,41.0,14.0,32.89686
30,42.0,14.0,32.974
30,43.0,14.0,33.04521
30,44.0,14.0,33.10985
30,45.0,14.0,33.16729
30,46.0,14.0,33.21697
30,47.0,14.0,33.25839
30,48.0,14.0,33.29112
30,49.0,14.0,33.3148
30,50.0,14.0,33.32915
30,51.0,14.0,33.33399
30,52.0,14.0,33.32922
30,53.0,14.0,33.31484
30,54.0,14.0,33.29093
30,55.0,14.0,33.25769
30,56.0,14.0,33.21537
30,57.0,14.0,33.16433
30,58.0,14.0,33.10502
30,59.0,14.0,33.03795
30,60.0,14.0,32.96369
30,61.0,14.0,32.88289
30,62.0,14.0,32.79622
30,63.0,14.0,32.70443
30,64.0,14.0,32.60825
30,65.0,14.0,32.50847
30,66.0,14.0,32.40588
30,67.0,14.0,32.30124
30,68.0,14.0,32.19533
30,69.0,14.0,32.08891
30,70.0,14.0,31.98268
30,71.0,14.0,31.87734
30,72.0,14.0,31.77353
30,73.0,14.0,31.67183
30,74.0,14.0,31.5728
30,75.0,14.0,31.4769
30,76.0,14.0,31.38457
30,77.0,14.0,31.29617
30,78.0,14.0,31.212
30,79.0,14.0,31.13229
30,80.0,14.0,31.05724
30,81.0,14.0,30.98697
30,82.0,14.0,30.92154
30,83.0,14.0,30.86098
30,84.0,14.0,30.80527
30,85.0,14.0,30.75433
30,86.0,14.0,30.70805
30,87.0,14.0,30.6663
30,88.0,14.0,30.62891
30,89.0,14.0,30.59568
30,90.0,14.0,30.56641
30,91.0,14.0,30.54085
30,92.0,14.0,30.51877
30,93.0,14.0,30.49993
30,94.0,14.0,30.48407
30,95.0,14.0,30.47094
30,96.0,14.0,30.46028
30,97.0,14.0,30.45185
30,98.0,14.0,30.44541
30,99.0,14.0,30.44073
30,100.0,14.0,30.43758
30,0.0,15.0,30.34886
30,1.0,15.0,30.36503
30,2.0,15.0,30.38241
30,3.0,15.0,30.40112
30,4.0,15.0,30.42129
30,5.0,15.0,30.44305
30,6.0,15.0,30.46657
30,7.0,15.0,30.49201
30,8.0,15.0,30.51955
30,9.0,15.0,30.54936
30,10.0,15.0,30.58166
30,11.0,15.0,30.61663
30,12.0,15.0,30.65447
30,13.0,15.0,30.6954
30,14.0,15.0,30.73962
30,15.0,15.0,30.78731
30,16.0,15.0,30.83867
30,17.0,15.0,30.89386
30,18.0,15.0,30.95304
30,19.0,15.0,31.01635
30,20.0,15.0,31.08387
30,21.0,15.0,31.15569
30,22.0,15.0,31.23183
30,23.0,15.0,31.31228
30,24.0,15.0,31.39698
30,25.0,15.0,31.48583
30,26.0,15.0,31.57866
30,27.0,15.0,31.67525
30,28.0,15.0,31.77531
30,29.0,15.0,31.87851
30,30.0,15.0,31.98444
30,31.0,15.0,32.09263
30,32.0,15.0,32.20255
30,33.0,15.0,32.31361
30,34.0,15.0,32.42519
30,35.0,15.0,32.53659
30,36.0,15.0,32.64707
30,37.0,15.0,32.75589
30,38.0,15.0,32.86223
30,39.0,15.0,32.9653
30,40.0,15.0,33.06427
30,41.0,15.0,33.15833
30,42.0,15.0,33.24667
30,43.0,15.0,33.32852
30,44.0,15.0,33.40313
30,45.0,15.0,33.46982
30,46.0,15.0,33.52794
30,47.0,15.0,33.57692
30,48.0,15.0,33.61628
30,49.0,15.0,33.64559
30,50.0,15.0,33.66455
30,51.0,15.0,33.67293
30,52.0,15.0,33.67061
30,53.0,15.0,33.65757
30,54.0,15.0,33.6339
30,55.0,15.0,33.59979
30,56.0,15.0,33.55553
30,57.0,15.0,33.50149
30,58.0,15.0,33.43816
30,59.0,15.0,33.36609
30,60.0,15.0,33.28592
30,61.0,15.0,33.19834
30,62.0,15.0,33.1041
30,63.0,15.0,33.004
30,64.0,15.0,32.89887
30,65.0,15.0,32.78956
30,66.0,15.0,32.67694
30,67.0,15.0,32.56186
30,68.0,15.0,32.44518
30,69.0,15.0,32.32771
30,70.0,15.0,32.21026
30,71.0,15.0,32.09359
30,72.0,15.0,31.97841
30,73.0,15.0,31.86536
30,74.0,15.0,31.75506
30,75.0,15.0,31.64804
30,76.0,15.0,31.54477
30,77.0,15.0,31.44565
30,78.0,15.0,31.35104
30,79.0,15.0,31.26119
30,80.0,15.0,31.17632
30,81.0,15.0,31.09658
30,82.0,15.0,31.02205
30,83.0,15.0,30.95276
30,84.0,15.0,30.8887
30,85.0,15.0,30.8298
30,86.0,15.0,30.77594
30,87.0,15.0,30.727
30,88.0,15.0,30.68279
30,89.0,15.0,30.6431
30,90.0,15.0,30.60772
30,91.0,15.0,30.57641
30,92.0,15.0,30.54891
30,93.0,15.0,30.52496
30,94.0,15.0,30.50429
30,95.0,15.0,30.48665
30,96.0,15.0,30.47176
30,97.0,15.0,30.45936
30,98.0,15.0,30.44921
30,99.0,15.0,30.44105
30,100.0,15.0,30.43465
30,0.0,16.0,30.35349
30,1.0,16.0,30.36844
30,2.0,16.0,30.38473
30,3.0,16.0,30.40251
30,4.0,16.0,30.42193
30,5.0,16.0,30.44317
30,6.0,16.0,30.4664
30,7.0,16.0,30.49183
30,8.0,16.0,30.51965
30,9.0,16.0,30.55009
30,10.0,16.0,30.58336
30,11.0,16.0,30.61971
30,12.0,16.0,30.65935
30,13.0,16.0,30.70253
30,14.0,16.0,30.74948
30,15.0,16.0,30.80042
30,16.0,16.0,30.85555
30,17.0,16.0,30.91509
30,18.0,16.0,30.9792
30,19.0,16.0,31.04803
30,20.0,16.0,31.12169
30,21.0,16.0,31.20028
30,22.0,16.0,31.28382
30,23.0,16.0,31.3723
30,24.0,16.0,31.46566
30,25.0,16.0,31.56379
30,26.0,16.0,31.66649
30,27.0,16.0,31.77353
30,28.0,16.0,31.88459
30,29.0,16.0,31.99929
30,30.0,16.0,32.11718
30,31.0,16.0,32.23773
30,32.0,16.0,32.36037
30,33.0,16.0,32.48443
30,34.0,16.0,32.6092
30,35.0,16.0,32.73393
30,36.0,16.0,32.8578
30,37.0,16.0,32.97994
30,38.0,16.0,33.09949
30,39.0,16.0,33.21554
30,40.0,16.0,33.32716
30,41.0,16.0,33.43346
30,42.0,16.0,33.53354
30,43.0,16.0,33.62653
30,44.0,16.0,33.71159
30,45.0,16.0,33.78795
30,46.0,16.0,33.85489
30,47.0,16.0,33.91178
30,48.0,16.0,33.95805
30,49.0,16.0,33.99324
30,50.0,16.0,34.01699
30,51.0,16.0,34.02904
30,52.0,16.0,34.02925
30,53.0,16.0,34.01758
30,54.0,16.0,33.99412
30,55.0,16.0,33.95907
30,56.0,16.0,33.91272
30,57.0,16.0,33.85549
30,58.0,16.0,33.78791
30,59.0,16.0,33.71055
30,60.0,16.0,33.62413
30,61.0,16.0,33.52939
30,62.0,16.0,33.42716
30,63.0,16.0,33.31831
30,64.0,16.0,33.20375
30,65.0,16.0,33.08441
30,66.0,16.0,32.96123
30,67.0,16.0,32.83516
30,68.0,16.0,32.70713
30,69.0,16.0,32.57806
30,70.0,16.0,32.44881
30,71.0,16.0,32.32023
30,72.0,16.0,32.19309
30,73.0,16.0,32.06812
30,74.0,16.0,31.94598
30,75.0,16.0,31.82727
30,76.0,16.0,31.71251
30,77.0,16.0,31.60215
30,78.0,16.0,31.49658
30,79.0,16.0,31.39609
30,80.0,16.0,31.30093
30,81.0,16.0,31.21127
30,82.0,16.0,31.1272
30,83.0,16.0,31.04877
30,84.0,16.0,30.97596
30,85.0,16.0,30.90873
30,86.0,16.0,30.84695
30,87.0,16.0,30.79048
30,88.0,16.0,30.73914
30,89.0,16.0,30.69271
30,90.0,16.0,30.65096
30,91.0,16.0,30.61364
30,92.0,16.0,30.58048
30,93.0,16.0,30.55121
30,94.0,16.0,30.52554
30,95.0,16.0,30.5032
30,96.0,16.0,30.48391
30,97.0,16.0,30.46739
30,98.0,16.0,30.45337
30,99.0,16.0,30.4416
30,100.0,16.0,30.43184
30,0.0,17.0,30.35834
30,1.0,17.0,30.37205
30,2.0,17.0,30.38725
30,3.0,17.0,30.40411
30,4.0,17.0,30.4228
30,5.0,17.0,30.44354
30,6.0,17.0,30.46652
30,7.0,17.0,30.49197
30,8.0,17.0,30.52014
30,9.0,17.0,30.55126
30,10.0,17.0,30.5856
30,11.0,17.0,30.62342
30,12.0,17.0,30.66497
30,13.0,17.0,30.71053
30,14.0,17.0,30.76036
30,15.0,17.0,30.81471
30,16.0,17.0,30.87382
30,17.0,17.0,30.93791
30,18.0,17.0,31.00717
30,19.0,17.0,31.08178
30,20.0,17.0,31.16187
30,21.0,17.0,31.24752
30,22.0,17.0,31.33879
30,23.0,17.0,31.43565
30,24.0,17.0,31.53805
30,25.0,17.0,31.64585
30,26.0,17.0,31.75885
30,27.0,17.0,31.87678
30,28.0,17.0,31.9993
30,29.0,17.0,32.12598
30,30.0,17.0,32.25632
30,31.0,17.0,32.38975
30,32.0,17.0,32.52562
30,33.0,17.0,32.66321
30,34.0,17.0,32.80173
30,35.0,17.0,32.94033
30,36.0,17.0,33.07811
30,37.0,17.0,33.21413
30,38.0,17.0,33.34742
30,39.0,17.0,33.47696
30,40.0,17.0,33.60175
30,41.0,17.0,33.72078
30,42.0,17.0,33.83305
30,43.0,17.0,33.93761
30,44.0,17.0,34.03352
30,45.0,17.0,34.11993
30,46.0,17.0,34.19603
30,47.0,17.0,34.26111
30,48.0,17.0,34.31455
30,49.0,17.0,34.35583
30,50.0,17.0,34.38453
30,51.0,17.0,34.40037
30,52.0,17.0,34.40317
30,53.0,17.0,34.39289
30,54.0,17.0,34.36961
30,55.0,17.0,34.33352
30,56.0,17.0,34.28496
30,57.0,17.0,34.22437
30,58.0,17.0,34.1523
30,59.0,17.0,34.0694
30,60.0,17.0,33.97643
30,61.0,17.0,33.87419
30,62.0,17.0,33.7636
30,63.0,17.0,33.6456
30,64.0,17.0,33.52117
30,65.0,17.0,33.39134
30,66.0,17.0,33.25713
30,67.0,17.0,33.11959
30,68.0,17.0,32.97972
30,69.0,17.0,32.83852
30,70.0,17.0,32.69696
30,71.0,17.0,32.55595
30,72.0,17.0,32.41634
30,73.0,17.0,32.27894
30,74.0,17.0,32.14446
30,75.0,17.0,32.01357
30,76.0,17.0,31.88685
30,77.0,17.0,31.76478
30,78.0,17.0,31.64779
30,79.0,17.0,31.53623
30,80.0,17.0,31.43036
30,81.0,17.0,31.33037
30,82.0,17.0,31.23637
30,83.0,17.0,31.14844
30,84.0,17.0,31.06656
30,85.0,17.0,30.99066
30,86.0,17.0,30.92066
30,87.0,17.0,30.85638
30,88.0,17.0,30.79764
30,89.0,17.0,30.74422
30,90.0,17.0,30.69587
30,91.0,17.0,30.65233
30,92.0,17.0,30.61332
30,93.0,17.0,30.57854
30,94.0,17.0,30.5477
30,95.0,17.0,30.52051
30,96.0,17.0,30.49667
30,97.0,17.0,30.47589
30,98.0,17.0,30.45789
30,99.0,17.0,30.4424
30,100.0,17.0,30.42916
30,0.0,18.0,30.36337
30,1.0,18.0,30.37586
30,2.0,18.0,30.38997
30,3.0,18.0,30.40592
30,4.0,18.0,30.42391
30,5.0,18.0,30.44417
30,6.0,18.0,30.46694
30,7.0,18.0,30.49247
30,8.0,18.0,30.52103
30,9.0,18.0,30.55291
30,10.0,18.0,30.58839
30,11.0,18.0,30.62776
30,12.0,18.0,30.67133
30,13.0,18.0,30.71939
30,14.0,18.0,30.77223
30,15.0,18.0,30.83014
30,16.0,18.0,30.89338
30,17.0,18.0,30.9622
30,18.0,18.0,31.03682
30,19.0,18.0,31.11743
30,20.0,18.0,31.20417
30,21.0,18.0,31.29715
30,22.0,18.0,31.39641
30,23.0,18.0,31.50196
30,24.0,18.0,31.6137
30,25.0,18.0,31.73151
30,26.0,18.0,31.85516
30,27.0,18.0,31.98435
30,28.0,18.0,32.11871
30,29.0,18.0,32.25777
30,30.0,18.0,32.40099
30,31.0,18.0,32.54772
30,32.0,18.0,32.69727
30,33.0,18.0,32.84883
30,34.0,18.0,33.00154
30,35.0,18.0,33.15446
30,36.0,18.0,33.30662
30,37.0,18.0,33.45697
30,38.0,18.0,33.60443
30,39.0,18.0,33.7479
30,40.0,18.0,33.88627
30,41.0,18.0,34.01843
30,42.0,18.0,34.14329
30,43.0,18.0,34.25977
