sample,cycle,stage,capacity_mAh_cm2,voltage_V,cycle_ce_pct
B,1,plate,0.0606061,-0.077871,97.54
B,1,plate,0.0707071,-0.07647,97.54
B,1,plate,0.0808081,-0.075281,97.54
B,1,plate,0.0909091,-0.074277,97.54
B,1,plate,0.1010101,-0.073432,97.54
B,1,plate,0.1111111,-0.072725,97.54
B,1,plate,0.1212121,-0.072138,97.54
B,1,plate,0.1313131,-0.071654,97.54
B,1,plate,0.1414141,-0.071259,97.54
B,1,plate,0.1515152,-0.070942,97.54
B,1,plate,0.1616162,-0.070692,97.54
B,1,plate,0.1717172,-0.0705,97.54
B,1,plate,0.1818182,-0.070358,97.54
B,1,plate,0.1919192,-0.070259,97.54
B,1,plate,0.2020202,-0.070199,97.54
B,1,plate,0.2121212,-0.070171,97.54
B,1,plate,0.2222222,-0.070171,97.54
B,1,plate,0.2323232,-0.070195,97.54
B,1,plate,0.2424242,-0.070241,97.54
B,1,plate,0.2525253,-0.070305,97.54
B,1,plate,0.2626263,-0.070385,97.54
B,1,plate,0.2727273,-0.070478,97.54
B,1,plate,0.2828283,-0.070583,97.54
B,1,plate,0.2929293,-0.070699,97.54
B,1,plate,0.3030303,-0.070824,97.54
B,1,plate,0.3131313,-0.070956,97.54
B,1,plate,0.3232323,-0.071095,97.54
B,1,plate,0.3333333,-0.071239,97.54
B,1,plate,0.3434343,-0.071389,97.54
B,1,plate,0.3535354,-0.071543,97.54
B,1,plate,0.3636364,-0.071701,97.54
B,1,plate,0.3737374,-0.071862,97.54
B,1,plate,0.3838384,-0.072025,97.54
B,1,plate,0.3939394,-0.072192,97.54
B,1,plate,0.4040404,-0.07236,97.54
B,1,plate,0.4141414,-0.07253,97.54
B,1,plate,0.4242424,-0.072702,97.54
B,1,plate,0.4343434,-0.072875,97.54
B,1,plate,0.4444444,-0.073049,97.54
B,1,plate,0.4545455,-0.073224,97.54
B,1,plate,0.4646465,-0.0734,97.54
B,1,plate,0.4747475,-0.073577,97.54
B,1,plate,0.4848485,-0.073755,97.54
B,1,plate,0.4949495,-0.073933,97.54
B,1,plate,0.5050505,-0.074112,97.54
B,1,plate,0.5151515,-0.074291,97.54
B,1,plate,0.5252525,-0.07447,97.54
B,1,plate,0.5353535,-0.07465,97.54
B,1,plate,0.5454545,-0.07483,97.54
B,1,plate,0.5555556,-0.07501,97.54
B,1,plate,0.5656566,-0.07519,97.54
B,1,plate,0.5757576,-0.075371,97.54
B,1,plate,0.5858586,-0.075552,97.54
B,1,plate,0.5959596,-0.075733,97.54
B,1,plate,0.6060606,-0.075914,97.54
B,1,plate,0.6161616,-0.076095,97.54
B,1,plate,0.6262626,-0.076276,97.54
B,1,plate,0.6363636,-0.076458,97.54
B,1,plate,0.6464646,-0.076639,97.54
B,1,plate,0.6565657,-0.076821,97.54
B,1,plate,0.6666667,-0.077002,97.54
B,1,plate,0.6767677,-0.077184,97.54
B,1,plate,0.6868687,-0.077365,97.54
B,1,plate,0.6969697,-0.077547,97.54
B,1,plate,0.7070707,-0.077728,97.54
B,1,plate,0.7171717,-0.07791,97.54
B,1,plate,0.7272727,-0.078092,97.54
B,1,plate,0.7373737,-0.078273,97.54
B,1,plate,0.7474747,-0.078455,97.54
B,1,plate,0.7575758,-0.078637,97.54
B,1,plate,0.7676768,-0.078819,97.54
B,1,plate,0.7777778,-0.079,97.54
B,1,plate,0.7878788,-0.079182,97.54
B,1,plate,0.7979798,-0.079364,97.54
B,1,plate,0.8080808,-0.079546,97.54
B,1,plate,0.8181818,-0.079728,97.54
B,1,plate,0.8282828,-0.079909,97.54
B,1,plate,0.8383838,-0.080091,97.54
B,1,plate,0.8484848,-0.080273,97.54
B,1,plate,0.8585859,-0.080455,97.54
B,1,plate,0.8686869,-0.080636,97.54
B,1,plate,0.8787879,-0.080818,97.54
B,1,plate,0.8888889,-0.081,97.54
B,1,plate,0.8989899,-0.081182,97.54
B,1,plate,0.9090909,-0.081364,97.54
B,1,plate,0.9191919,-0.081546,97.54
B,1,plate,0.9292929,-0.081727,97.54
B,1,plate,0.9393939,-0.081909,97.54
B,1,plate,0.9494949,-0.082091,97.54
B,1,plate,0.959596,-0.082273,97.54
B,1,plate,0.969697,-0.082455,97.54
B,1,plate,0.979798,-0.082636,97.54
B,1,plate,0.989899,-0.082818,97.54
B,1,plate,1.0,-0.083,97.54
B,1,strip,0.0,0.06502,97.54
B,1,strip,0.0098525,0.06502,97.54
B,1,strip,0.0197051,0.06502,97.54
B,1,strip,0.0295576,0.06502,97.54
B,1,strip,0.0394101,0.06502,97.54
B,1,strip,0.0492626,0.06502,97.54
B,1,strip,0.0591152,0.06502,97.54
B,1,strip,0.0689677,0.06502,97.54
B,1,strip,0.0788202,0.06502,97.54
B,1,strip,0.0886727,0.06502,97.54
B,1,strip,0.0985253,0.06502,97.54
B,1,strip,0.1083778,0.06502,97.54
B,1,strip,0.1182303,0.06502,97.54
B,1,strip,0.1280828,0.06502,97.54
B,1,strip,0.1379354,0.065021,97.54
B,1,strip,0.1477879,0.065021,97.54
B,1,strip,0.1576404,0.065021,97.54
B,1,strip,0.1674929,0.065022,97.54
B,1,strip,0.1773455,0.065022,97.54
B,1,strip,0.187198,0.065023,97.54
B,1,strip,0.1970505,0.065024,97.54
B,1,strip,0.206903,0.065026,97.54
B,1,strip,0.2167556,0.065028,97.54
B,1,strip,0.2266081,0.06503,97.54
B,1,strip,0.2364606,0.065033,97.54
B,1,strip,0.2463131,0.065037,97.54
B,1,strip,0.2561657,0.065041,97.54
B,1,strip,0.2660182,0.065047,97.54
B,1,strip,0.2758707,0.065053,97.54
B,1,strip,0.2857232,0.065061,97.54
B,1,strip,0.2955758,0.06507,97.54
B,1,strip,0.3054283,0.065081,97.54
B,1,strip,0.3152808,0.065094,97.54
B,1,strip,0.3251333,0.065109,97.54
B,1,strip,0.3349859,0.065127,97.54
B,1,strip,0.3448384,0.065147,97.54
B,1,strip,0.3546909,0.06517,97.54
B,1,strip,0.3645434,0.065197,97.54
B,1,strip,0.374396,0.065228,97.54
B,1,strip,0.3842485,0.065263,97.54
B,1,strip,0.394101,0.065303,97.54
B,1,strip,0.4039535,0.065348,97.54
B,1,strip,0.4138061,0.065399,97.54
B,1,strip,0.4236586,0.065456,97.54
B,1,strip,0.4335111,0.065521,97.54
B,1,strip,0.4433636,0.065593,97.54
B,1,strip,0.4532162,0.065674,97.54
B,1,strip,0.4630687,0.065764,97.54
B,1,strip,0.4729212,0.065864,97.54
B,1,strip,0.4827737,0.065976,97.54
B,1,strip,0.4926263,0.066099,97.54
B,1,strip,0.5024788,0.066235,97.54
B,1,strip,0.5123313,0.066385,97.54
B,1,strip,0.5221838,0.06655,97.54
B,1,strip,0.5320364,0.066732,97.54
B,1,strip,0.5418889,0.066931,97.54
B,1,strip,0.5517414,0.067149,97.54
B,1,strip,0.5615939,0.067388,97.54
B,1,strip,0.5714465,0.067648,97.54
B,1,strip,0.581299,0.067932,97.54
B,1,strip,0.5911515,0.068241,97.54
B,1,strip,0.601004,0.068577,97.54
B,1,strip,0.6108566,0.068942,97.54
B,1,strip,0.6207091,0.069337,97.54
B,1,strip,0.6305616,0.069764,97.54
B,1,strip,0.6404141,0.070227,97.54
B,1,strip,0.6502667,0.070726,97.54
B,1,strip,0.6601192,0.071265,97.54
B,1,strip,0.6699717,0.071846,97.54
B,1,strip,0.6798242,0.072471,97.54
B,1,strip,0.6896768,0.073143,97.54
B,1,strip,0.6995293,0.073864,97.54
B,1,strip,0.7093818,0.074638,97.54
B,1,strip,0.7192343,0.075468,97.54
B,1,strip,0.7290869,0.076357,97.54
B,1,strip,0.7389394,0.077308,97.54
B,1,strip,0.7487919,0.078324,97.54
B,1,strip,0.7586444,0.07941,97.54
B,1,strip,0.768497,0.080568,97.54
B,1,strip,0.7783495,0.081803,97.54
B,1,strip,0.788202,0.083118,97.54
B,1,strip,0.7980545,0.084519,97.54
B,1,strip,0.8079071,0.086009,97.54
B,1,strip,0.8177596,0.087592,97.54
B,1,strip,0.8276121,0.089274,97.54
B,1,strip,0.8374646,0.091058,97.54
B,1,strip,0.8473172,0.092951,97.54
B,1,strip,0.8571697,0.094958,97.54
B,1,strip,0.8670222,0.097083,97.54
B,1,strip,0.8768747,0.099332,97.54
B,1,strip,0.8867273,0.101711,97.54
B,1,strip,0.8965798,0.104226,97.54
B,1,strip,0.9064323,0.106883,97.54
B,1,strip,0.9162848,0.109688,97.54
B,1,strip,0.9261374,0.112649,97.54
B,1,strip,0.9359899,0.115771,97.54
B,1,strip,0.9458424,0.119062,97.54
B,1,strip,0.9556949,0.122529,97.54
B,1,strip,0.9655475,0.126179,97.54
B,1,strip,0.9754,0.13002,97.54
B,100,plate,0.0,-0.093,99.01382
B,100,plate,0.010101,-0.089419,99.01382
B,100,plate,0.020202,-0.086344,99.01382
B,100,plate,0.030303,-0.083707,99.01382
B,100,plate,0.040404,-0.081448,99.01382
B,100,plate,0.0505051,-0.079518,99.01382
B,100,plate,0.0606061,-0.077871,99.01382
B,100,plate,0.0707071,-0.07647,99.01382
B,100,plate,0.0808081,-0.075281,99.01382
B,100,plate,0.0909091,-0.074277,99.01382
B,100,plate,0.1010101,-0.073432,99.01382
B,100,plate,0.1111111,-0.072725,99.01382
B,100,plate,0.1212121,-0.072138,99.01382
B,100,plate,0.1313131,-0.071654,99.01382
B,100,plate,0.1414141,-0.071259,99.01382
B,100,plate,0.1515152,-0.070942,99.01382
B,100,plate,0.1616162,-0.070692,99.01382
B,100,plate,0.1717172,-0.0705,99.01382
B,100,plate,0.1818182,-0.070358,99.01382
B,100,plate,0.1919192,-0.070259,99.01382
B,100,plate,0.2020202,-0.070199,99.01382
B,100,plate,0.2121212,-0.070171,99.01382
B,100,plate,0.2222222,-0.070171,99.01382
B,100,plate,0.2323232,-0.070195,99.01382
B,100,plate,0.2424242,-0.070241,99.01382
B,100,plate,0.2525253,-0.070305,99.01382
B,100,plate,0.2626263,-0.070385,99.01382
B,100,plate,0.2727273,-0.070478,99.01382
B,100,plate,0.2828283,-0.070583,99.01382
B,100,plate,0.2929293,-0.070699,99.01382
B,100,plate,0.3030303,-0.070824,99.01382
B,100,plate,0.3131313,-0.070956,99.01382
B,100,plate,0.3232323,-0.071095,99.01382
B,100,plate,0.3333333,-0.071239,99.01382
B,100,plate,0.3434343,-0.071389,99.01382
B,100,plate,0.3535354,-0.071543,99.01382
B,100,plate,0.3636364,-0.071701,99.01382
B,100,plate,0.3737374,-0.071862,99.01382
B,100,plate,0.3838384,-0.072025,99.01382
B,100,plate,0.3939394,-0.072192,99.01382
B,100,plate,0.4040404,-0.07236,99.01382
B,100,plate,0.4141414,-0.07253,99.01382
B,100,plate,0.4242424,-0.072702,99.01382
B,100,plate,0.4343434,-0.072875,99.01382
B,100,plate,0.4444444,-0.073049,99.01382
B,100,plate,0.4545455,-0.073224,99.01382
B,100,plate,0.4646465,-0.0734,99.01382
B,100,plate,0.4747475,-0.073577,99.01382
B,100,plate,0.4848485,-0.073755,99.01382
B,100,plate,0.4949495,-0.073933,99.01382
B,100,plate,0.5050505,-0.074112,99.01382
B,100,plate,0.5151515,-0.074291,99.01382
B,100,plate,0.5252525,-0.07447,99.01382
B,100,plate,0.5353535,-0.07465,99.01382
B,100,plate,0.5454545,-0.07483,99.01382
B,100,plate,0.5555556,-0.07501,99.01382
B,100,plate,0.5656566,-0.07519,99.01382
B,100,plate,0.5757576,-0.075371,99.01382
B,100,plate,0.5858586,-0.075552,99.01382
B,100,plate,0.5959596,-0.075733,99.01382
B,100,plate,0.6060606,-0.075914,99.01382
B,100,plate,0.6161616,-0.076095,99.01382
B,100,plate,0.6262626,-0.076276,99.01382
B,100,plate,0.6363636,-0.076458,99.01382
B,100,plate,0.6464646,-0.076639,99.01382
B,100,plate,0.6565657,-0.076821,99.01382
B,100,plate,0.6666667,-0.077002,99.01382
B,100,plate,0.6767677,-0.077184,99.01382
B,100,plate,0.6868687,-0.077365,99.01382
B,100,plate,0.6969697,-0.077547,99.01382
B,100,plate,0.7070707,-0.077728,99.01382
B,100,plate,0.7171717,-0.07791,99.01382
B,100,plate,0.7272727,-0.078092,99.01382
B,100,plate,0.7373737,-0.078273,99.01382
B,100,plate,0.7474747,-0.078455,99.01382
B,100,plate,0.7575758,-0.078637,99.01382
B,100,plate,0.7676768,-0.078819,99.01382
B,100,plate,0.7777778,-0.079,99.01382
B,100,plate,0.7878788,-0.079182,99.01382
B,100,plate,0.7979798,-0.079364,99.01382
B,100,plate,0.8080808,-0.079546,99.01382
B,100,plate,0.8181818,-0.079728,99.01382
B,100,plate,0.8282828,-0.079909,99.01382
B,100,plate,0.8383838,-0.080091,99.01382
B,100,plate,0.8484848,-0.080273,99.01382
B,100,plate,0.8585859,-0.080455,99.01382
B,100,plate,0.8686869,-0.080636,99.01382
B,100,plate,0.8787879,-0.080818,99.01382
B,100,plate,0.8888889,-0.081,99.01382
B,100,plate,0.8989899,-0.081182,99.01382
B,100,plate,0.9090909,-0.081364,99.01382
B,100,plate,0.9191919,-0.081546,99.01382
B,100,plate,0.9292929,-0.081727,99.01382
B,100,plate,0.9393939,-0.081909,99.01382
B,100,plate,0.9494949,-0.082091,99.01382
B,100,plate,0.959596,-0.082273,99.01382
B,100,plate,0.969697,-0.082455,99.01382
B,100,plate,0.979798,-0.082636,99.01382
B,100,plate,0.989899,-0.082818,99.01382
B,100,plate,1.0,-0.083,99.01382
B,100,strip,0.0,0.067,99.01382
B,100,strip,0.0100014,0.067,99.01382
B,100,strip,0.0200028,0.067,99.01382
B,100,strip,0.0300042,0.067,99.01382
B,100,strip,0.0400056,0.067,99.01382
B,100,strip,0.050007,0.067,99.01382
B,100,strip,0.0600084,0.067,99.01382
B,100,strip,0.0700098,0.067,99.01382
B,100,strip,0.0800112,0.067,99.01382
B,100,strip,0.0900126,0.067,99.01382
B,100,strip,0.100014,0.067,99.01382
B,100,strip,0.1100154,0.067,99.01382
B,100,strip,0.1200168,0.067,99.01382
B,100,strip,0.1300181,0.067,99.01382
B,100,strip,0.1400195,0.067001,99.01382
B,100,strip,0.1500209,0.067001,99.01382
B,100,strip,0.1600223,0.067001,99.01382
B,100,strip,0.1700237,0.067002,99.01382
B,100,strip,0.1800251,0.067002,99.01382
B,100,strip,0.1900265,0.067003,99.01382
B,100,strip,0.2000279,0.067004,99.01382
B,100,strip,0.2100293,0.067006,99.01382
B,100,strip,0.2200307,0.067008,99.01382
B,100,strip,0.2300321,0.06701,99.01382
B,100,strip,0.2400335,0.067013,99.01382
B,100,strip,0.2500349,0.067017,99.01382
B,100,strip,0.2600363,0.067021,99.01382
B,100,strip,0.2700377,0.067027,99.01382
B,100,strip,0.2800391,0.067033,99.01382
B,100,strip,0.2900405,0.067041,99.01382
B,100,strip,0.3000419,0.06705,99.01382
B,100,strip,0.3100433,0.067061,99.01382
B,100,strip,0.3200447,0.067074,99.01382
B,100,strip,0.3300461,0.067089,99.01382
B,100,strip,0.3400475,0.067107,99.01382
B,100,strip,0.3500489,0.067127,99.01382
B,100,strip,0.3600503,0.06715,99.01382
B,100,strip,0.3700517,0.067177,99.01382
B,100,strip,0.3800531,0.067208,99.01382
B,100,strip,0.3900544,0.067243,99.01382
B,100,strip,0.4000558,0.067283,99.01382
B,100,strip,0.4100572,0.067328,99.01382
B,100,strip,0.4200586,0.067379,99.01382
B,100,strip,0.43006,0.067436,99.01382
B,100,strip,0.4400614,0.067501,99.01382
B,100,strip,0.4500628,0.067573,99.01382
B,100,strip,0.4600642,0.067654,99.01382
B,100,strip,0.4700656,0.067744,99.01382
B,100,strip,0.480067,0.067844,99.01382
B,100,strip,0.4900684,0.067956,99.01382
B,100,strip,0.5000698,0.068079,99.01382
B,100,strip,0.5100712,0.068215,99.01382
B,100,strip,0.5200726,0.068365,99.01382
B,100,strip,0.530074,0.06853,99.01382
B,100,strip,0.5400754,0.068712,99.01382
B,100,strip,0.5500768,0.068911,99.01382
B,100,strip,0.5600782,0.069129,99.01382
B,100,strip,0.5700796,0.069368,99.01382
B,100,strip,0.580081,0.069628,99.01382
B,100,strip,0.5900824,0.069912,99.01382
B,100,strip,0.6000838,0.070221,99.01382
B,100,strip,0.6100852,0.070557,99.01382
B,100,strip,0.6200866,0.070922,99.01382
B,100,strip,0.630088,0.071317,99.01382
B,100,strip,0.6400894,0.071744,99.01382
B,100,strip,0.6500907,0.072207,99.01382
B,100,strip,0.6600921,0.072706,99.01382
B,100,strip,0.6700935,0.073245,99.01382
B,100,strip,0.6800949,0.073826,99.01382
B,100,strip,0.6900963,0.074451,99.01382
B,100,strip,0.7000977,0.075123,99.01382
B,100,strip,0.7100991,0.075844,99.01382
B,100,strip,0.7201005,0.076618,99.01382
B,100,strip,0.7301019,0.077448,99.01382
B,100,strip,0.7401033,0.078337,99.01382
B,100,strip,0.7501047,0.079288,99.01382
B,100,strip,0.7601061,0.080304,99.01382
B,100,strip,0.7701075,0.08139,99.01382
B,100,strip,0.7801089,0.082548,99.01382
B,100,strip,0.7901103,0.083783,99.01382
B,100,strip,0.8001117,0.085098,99.01382
B,100,strip,0.8101131,0.086499,99.01382
B,100,strip,0.8201145,0.087989,99.01382
B,100,strip,0.8301159,0.089572,99.01382
B,100,strip,0.8401173,0.091254,99.01382
B,100,strip,0.8501187,0.093038,99.01382
B,100,strip,0.8601201,0.094931,99.01382
B,100,strip,0.8701215,0.096938,99.01382
B,100,strip,0.8801229,0.099063,99.01382
B,100,strip,0.8901243,0.101312,99.01382
B,100,strip,0.9001256,0.103691,99.01382
B,100,strip,0.910127,0.106206,99.01382
B,100,strip,0.9201284,0.108863,99.01382
B,100,strip,0.9301298,0.111668,99.01382
B,100,strip,0.9401312,0.114629,99.01382
B,100,strip,0.9501326,0.117751,99.01382
B,100,strip,0.960134,0.121042,99.01382
B,100,strip,0.9701354,0.124509,99.01382
B,100,strip,0.9801368,0.128159,99.01382
B,100,strip,0.9901382,0.132,99.01382
B,300,plate,0.0,-0.093,98.47294
B,300,plate,0.010101,-0.089419,98.47294
B,300,plate,0.020202,-0.086344,98.47294
B,300,plate,0.030303,-0.083707,98.47294
B,300,plate,0.040404,-0.081448,98.47294
B,300,plate,0.0505051,-0.079518,98.47294
B,300,plate,0.0606061,-0.077871,98.47294
B,300,plate,0.0707071,-0.07647,98.47294
B,300,plate,0.0808081,-0.075281,98.47294
B,300,plate,0.0909091,-0.074277,98.47294
B,300,plate,0.1010101,-0.073432,98.47294
B,300,plate,0.1111111,-0.072725,98.47294
B,300,plate,0.1212121,-0.072138,98.47294
B,300,plate,0.1313131,-0.071654,98.47294
B,300,plate,0.1414141,-0.071259,98.47294
B,300,plate,0.1515152,-0.070942,98.47294
B,300,plate,0.1616162,-0.070692,98.47294
B,300,plate,0.1717172,-0.0705,98.47294
B,300,plate,0.1818182,-0.070358,98.47294
B,300,plate,0.1919192,-0.070259,98.47294
B,300,plate,0.2020202,-0.070199,98.47294
B,300,plate,0.2121212,-0.070171,98.47294
B,300,plate,0.2222222,-0.070171,98.47294
B,300,plate,0.2323232,-0.070195,98.47294
B,300,plate,0.2424242,-0.070241,98.47294
B,300,plate,0.2525253,-0.070305,98.47294
B,300,plate,0.2626263,-0.070385,98.47294
B,300,plate,0.2727273,-0.070478,98.47294
B,300,plate,0.2828283,-0.070583,98.47294
B,300,plate,0.2929293,-0.070699,98.47294
B,300,plate,0.3030303,-0.070824,98.47294
B,300,plate,0.3131313,-0.070956,98.47294
B,300,plate,0.3232323,-0.071095,98.47294
B,300,plate,0.3333333,-0.071239,98.47294
B,300,plate,0.3434343,-0.071389,98.47294
B,300,plate,0.3535354,-0.071543,98.47294
B,300,plate,0.3636364,-0.071701,98.47294
B,300,plate,0.3737374,-0.071862,98.47294
B,300,plate,0.3838384,-0.072025,98.47294
B,300,plate,0.3939394,-0.072192,98.47294
B,300,plate,0.4040404,-0.07236,98.47294
B,300,plate,0.4141414,-0.07253,98.47294
B,300,plate,0.4242424,-0.072702,98.47294
B,300,plate,0.4343434,-0.072875,98.47294
B,300,plate,0.4444444,-0.073049,98.47294
B,300,plate,0.4545455,-0.073224,98.47294
B,300,plate,0.4646465,-0.0734,98.47294
B,300,plate,0.4747475,-0.073577,98.47294
B,300,plate,0.4848485,-0.073755,98.47294
B,300,plate,0.4949495,-0.073933,98.47294
B,300,plate,0.5050505,-0.074112,98.47294
B,300,plate,0.5151515,-0.074291,98.47294
B,300,plate,0.5252525,-0.07447,98.47294
B,300,plate,0.5353535,-0.07465,98.47294
B,300,plate,0.5454545,-0.07483,98.47294
B,300,plate,0.5555556,-0.07501,98.47294
B,300,plate,0.5656566,-0.07519,98.47294
B,300,plate,0.5757576,-0.075371,98.47294
B,300,plate,0.5858586,-0.075552,98.47294
B,300,plate,0.5959596,-0.075733,98.47294
B,300,plate,0.6060606,-0.075914,98.47294
B,300,plate,0.6161616,-0.076095,98.47294
B,300,plate,0.6262626,-0.076276,98.47294
B,300,plate,0.6363636,-0.076458,98.47294
B,300,plate,0.6464646,-0.076639,98.47294
B,300,plate,0.6565657,-0.076821,98.47294
B,300,plate,0.6666667,-0.077002,98.47294
B,300,plate,0.6767677,-0.077184,98.47294
B,300,plate,0.6868687,-0.077365,98.47294
B,300,plate,0.6969697,-0.077547,98.47294
B,300,plate,0.7070707,-0.077728,98.47294
B,300,plate,0.7171717,-0.07791,98.47294
B,300,plate,0.7272727,-0.078092,98.47294
B,300,plate,0.7373737,-0.078273,98.47294
B,300,plate,0.7474747,-0.078455,98.47294
B,300,plate,0.7575758,-0.078637,98.47294
B,300,plate,0.7676768,-0.078819,98.47294
B,300,plate,0.7777778,-0.079,98.47294
B,300,plate,0.7878788,-0.079182,98.47294
B,300,plate,0.7979798,-0.079364,98.47294
B,300,plate,0.8080808,-0.079546,98.47294
B,300,plate,0.8181818,-0.079728,98.47294
B,300,plate,0.8282828,-0.079909,98.47294
B,300,plate,0.8383838,-0.080091,98.47294
B,300,plate,0.8484848,-0.080273,98.47294
B,300,plate,0.8585859,-0.080455,98.47294
B,300,plate,0.8686869,-0.080636,98.47294
B,300,plate,0.8787879,-0.080818,98.47294
B,300,plate,0.8888889,-0.081,98.47294
B,300,plate,0.8989899,-0.081182,98.47294
B,300,plate,0.9090909,-0.081364,98.47294
B,300,plate,0.9191919,-0.081546,98.47294
B,300,plate,0.9292929,-0.081727,98.47294
B,300,plate,0.9393939,-0.081909,98.47294
B,300,plate,0.9494949,-0.082091,98.47294
B,300,plate,0.959596,-0.082273,98.47294
B,300,plate,0.969697,-0.082455,98.47294
B,300,plate,0.979798,-0.082636,98.47294
B,300,plate,0.989899,-0.082818,98.47294
B,300,plate,1.0,-0.083,98.47294
B,300,strip,0.0,0.071,98.47294
B,300,strip,0.0099468,0.071,98.47294
B,300,strip,0.0198935,0.071,98.47294
B,300,strip,0.0298403,0.071,98.47294
B,300,strip,0.039787,0.071,98.47294
B,300,strip,0.0497338,0.071,98.47294
B,300,strip,0.0596806,0.071,98.47294
B,300,strip,0.0696273,0.071,98.47294
B,300,strip,0.0795741,0.071,98.47294
B,300,strip,0.0895209,0.071,98.47294
B,300,strip,0.0994676,0.071,98.47294
B,300,strip,0.1094144,0.071,98.47294
B,300,strip,0.1193611,0.071,98.47294
B,300,strip,0.1293079,0.071,98.47294
B,300,strip,0.1392547,0.071001,98.47294
B,300,strip,0.1492014,0.071001,98.47294
B,300,strip,0.1591482,0.071001,98.47294
B,300,strip,0.169095,0.071002,98.47294
B,300,strip,0.1790417,0.071002,98.47294
B,300,strip,0.1889885,0.071003,98.47294
B,300,strip,0.1989352,0.071004,98.47294
B,300,strip,0.208882,0.071006,98.47294
B,300,strip,0.2188288,0.071008,98.47294
B,300,strip,0.2287755,0.07101,98.47294
B,300,strip,0.2387223,0.071013,98.47294
B,300,strip,0.2486691,0.071017,98.47294
B,300,strip,0.2586158,0.071021,98.47294
B,300,strip,0.2685626,0.071027,98.47294
B,300,strip,0.2785093,0.071033,98.47294
B,300,strip,0.2884561,0.071041,98.47294
B,300,strip,0.2984029,0.07105,98.47294
B,300,strip,0.3083496,0.071061,98.47294
B,300,strip,0.3182964,0.071074,98.47294
B,300,strip,0.3282431,0.071089,98.47294
B,300,strip,0.3381899,0.071107,98.47294
B,300,strip,0.3481367,0.071127,98.47294
B,300,strip,0.3580834,0.07115,98.47294
B,300,strip,0.3680302,0.071177,98.47294
B,300,strip,0.377977,0.071208,98.47294
B,300,strip,0.3879237,0.071243,98.47294
B,300,strip,0.3978705,0.071283,98.47294
B,300,strip,0.4078172,0.071328,98.47294
B,300,strip,0.417764,0.071379,98.47294
B,300,strip,0.4277108,0.071436,98.47294
B,300,strip,0.4376575,0.071501,98.47294
B,300,strip,0.4476043,0.071573,98.47294
B,300,strip,0.4575511,0.071654,98.47294
B,300,strip,0.4674978,0.071744,98.47294
B,300,strip,0.4774446,0.071844,98.47294
B,300,strip,0.4873913,0.071956,98.47294
B,300,strip,0.4973381,0.072079,98.47294
B,300,strip,0.5072849,0.072215,98.47294
B,300,strip,0.5172316,0.072365,98.47294
B,300,strip,0.5271784,0.07253,98.47294
B,300,strip,0.5371252,0.072712,98.47294
B,300,strip,0.5470719,0.072911,98.47294
B,300,strip,0.5570187,0.073129,98.47294
B,300,strip,0.5669654,0.073368,98.47294
B,300,strip,0.5769122,0.073628,98.47294
B,300,strip,0.586859,0.073912,98.47294
B,300,strip,0.5968057,0.074221,98.47294
B,300,strip,0.6067525,0.074557,98.47294
B,300,strip,0.6166993,0.074922,98.47294
B,300,strip,0.626646,0.075317,98.47294
B,300,strip,0.6365928,0.075744,98.47294
B,300,strip,0.6465395,0.076207,98.47294
B,300,strip,0.6564863,0.076706,98.47294
B,300,strip,0.6664331,0.077245,98.47294
B,300,strip,0.6763798,0.077826,98.47294
B,300,strip,0.6863266,0.078451,98.47294
B,300,strip,0.6962733,0.079123,98.47294
B,300,strip,0.7062201,0.079844,98.47294
B,300,strip,0.7161669,0.080618,98.47294
B,300,strip,0.7261136,0.081448,98.47294
B,300,strip,0.7360604,0.082337,98.47294
B,300,strip,0.7460072,0.083288,98.47294
B,300,strip,0.7559539,0.084304,98.47294
B,300,strip,0.7659007,0.08539,98.47294
B,300,strip,0.7758474,0.086548,98.47294
B,300,strip,0.7857942,0.087783,98.47294
B,300,strip,0.795741,0.089098,98.47294
B,300,strip,0.8056877,0.090499,98.47294
B,300,strip,0.8156345,0.091989,98.47294
B,300,strip,0.8255813,0.093572,98.47294
B,300,strip,0.835528,0.095254,98.47294
B,300,strip,0.8454748,0.097038,98.47294
B,300,strip,0.8554215,0.098931,98.47294
B,300,strip,0.8653683,0.100938,98.47294
B,300,strip,0.8753151,0.103063,98.47294
B,300,strip,0.8852618,0.105312,98.47294
B,300,strip,0.8952086,0.107691,98.47294
B,300,strip,0.9051554,0.110206,98.47294
B,300,strip,0.9151021,0.112863,98.47294
B,300,strip,0.9250489,0.115668,98.47294
B,300,strip,0.9349956,0.118629,98.47294
B,300,strip,0.9449424,0.121751,98.47294
B,300,strip,0.9548892,0.125042,98.47294
B,300,strip,0.9648359,0.128509,98.47294
B,300,strip,0.9747827,0.132159,98.47294
B,300,strip,0.9847294,0.136,98.47294
