sample,time_h,half_cycle,current_mA_cm2,fraction_of_half_cycle,voltage_mV
A,114.755102,115,1.0,0.755102,36.87766
A,114.77551,115,1.0,0.77551,36.98301
A,114.795918,115,1.0,0.795918,37.09697
A,114.816327,115,1.0,0.816327,37.22002
A,114.836735,115,1.0,0.836735,37.35263
A,114.857143,115,1.0,0.857143,37.49529
A,114.877551,115,1.0,0.877551,37.64851
A,114.897959,115,1.0,0.897959,37.81278
A,114.918367,115,1.0,0.918367,37.98864
A,114.938776,115,1.0,0.938776,38.17662
A,114.959184,115,1.0,0.959184,38.37726
A,114.979592,115,1.0,0.979592,38.59112
A,115.0,115,1.0,1.0,38.81877
A,115.0,116,-1.0,0.0,-29.65991
A,115.020408,116,-1.0,0.020408,-31.02776
A,115.040816,116,-1.0,0.040816,-32.08762
A,115.061224,116,-1.0,0.061224,-32.90887
A,115.081633,116,-1.0,0.081633,-33.54527
A,115.102041,116,-1.0,0.102041,-34.03849
A,115.122449,116,-1.0,0.122449,-34.42085
A,115.142857,116,-1.0,0.142857,-34.7174
A,115.163265,116,-1.0,0.163265,-34.9476
A,115.183673,116,-1.0,0.183673,-35.12653
A,115.204082,116,-1.0,0.204082,-35.26594
A,115.22449,116,-1.0,0.22449,-35.37493
A,115.244898,116,-1.0,0.244898,-35.46063
A,115.265306,116,-1.0,0.265306,-35.52856
A,115.285714,116,-1.0,0.285714,-35.58308
A,115.306122,116,-1.0,0.306122,-35.6276
A,115.326531,116,-1.0,0.326531,-35.66479
A,115.346939,116,-1.0,0.346939,-35.6968
A,115.367347,116,-1.0,0.367347,-35.72533
A,115.387755,116,-1.0,0.387755,-35.75176
A,115.408163,116,-1.0,0.408163,-35.77722
A,115.428571,116,-1.0,0.428571,-35.80264
A,115.44898,116,-1.0,0.44898,-35.82881
A,115.469388,116,-1.0,0.469388,-35.85641
A,115.489796,116,-1.0,0.489796,-35.88604
A,115.510204,116,-1.0,0.510204,-35.91822
A,115.530612,116,-1.0,0.530612,-35.95345
A,115.55102,116,-1.0,0.55102,-35.99218
A,115.571429,116,-1.0,0.571429,-36.03484
A,115.591837,116,-1.0,0.591837,-36.08186
A,115.612245,116,-1.0,0.612245,-36.13363
A,115.632653,116,-1.0,0.632653,-36.19058
A,115.653061,116,-1.0,0.653061,-36.2531
A,115.673469,116,-1.0,0.673469,-36.3216
A,115.693878,116,-1.0,0.693878,-36.39649
A,115.714286,116,-1.0,0.714286,-36.4782
A,115.734694,116,-1.0,0.734694,-36.56714
A,115.755102,116,-1.0,0.755102,-36.66375
A,115.77551,116,-1.0,0.77551,-36.76849
A,115.795918,116,-1.0,0.795918,-36.88179
A,115.816327,116,-1.0,0.816327,-37.00412
A,115.836735,116,-1.0,0.836735,-37.13597
A,115.857143,116,-1.0,0.857143,-37.2778
A,115.877551,116,-1.0,0.877551,-37.43013
A,115.897959,116,-1.0,0.897959,-37.59345
A,115.918367,116,-1.0,0.918367,-37.76829
A,115.938776,116,-1.0,0.938776,-37.95517
A,115.959184,116,-1.0,0.959184,-38.15465
A,115.979592,116,-1.0,0.979592,-38.36727
A,116.0,116,-1.0,1.0,-38.5936
A,116.0,117,1.0,0.0,29.37384
A,116.020408,117,1.0,0.020408,30.72849
A,116.040816,117,1.0,0.040816,31.77813
A,116.061224,117,1.0,0.061224,32.59146
A,116.081633,117,1.0,0.081633,33.22172
A,116.102041,117,1.0,0.102041,33.71018
A,116.122449,117,1.0,0.122449,34.08885
A,116.142857,117,1.0,0.142857,34.38254
A,116.163265,117,1.0,0.163265,34.61052
A,116.183673,117,1.0,0.183673,34.78773
A,116.204082,117,1.0,0.204082,34.92579
A,116.22449,117,1.0,0.22449,35.03373
A,116.244898,117,1.0,0.244898,35.1186
A,116.265306,117,1.0,0.265306,35.18588
A,116.285714,117,1.0,0.285714,35.23988
A,116.306122,117,1.0,0.306122,35.28396
A,116.326531,117,1.0,0.326531,35.3208
A,116.346939,117,1.0,0.346939,35.35249
A,116.367347,117,1.0,0.367347,35.38075
A,116.387755,117,1.0,0.387755,35.40693
A,116.408163,117,1.0,0.408163,35.43214
A,116.428571,117,1.0,0.428571,35.45731
A,116.44898,117,1.0,0.44898,35.48324
A,116.469388,117,1.0,0.469388,35.51057
A,116.489796,117,1.0,0.489796,35.53991
A,116.510204,117,1.0,0.510204,35.57178
A,116.530612,117,1.0,0.530612,35.60667
A,116.55102,117,1.0,0.55102,35.64503
A,116.571429,117,1.0,0.571429,35.68728
A,116.591837,117,1.0,0.591837,35.73384
A,116.612245,117,1.0,0.612245,35.78512
A,116.632653,117,1.0,0.632653,35.84151
A,116.653061,117,1.0,0.653061,35.90343
A,116.673469,117,1.0,0.673469,35.97127
A,116.693878,117,1.0,0.693878,36.04544
A,116.714286,117,1.0,0.714286,36.12635
A,116.734694,117,1.0,0.734694,36.21444
A,116.755102,117,1.0,0.755102,36.31012
A,116.77551,117,1.0,0.77551,36.41385
A,116.795918,117,1.0,0.795918,36.52606
A,116.816327,117,1.0,0.816327,36.64721
A,116.836735,117,1.0,0.836735,36.77778
A,116.857143,117,1.0,0.857143,36.91825
A,116.877551,117,1.0,0.877551,37.0691
A,116.897959,117,1.0,0.897959,37.23085
A,116.918367,117,1.0,0.918367,37.404
A,116.938776,117,1.0,0.938776,37.58909
A,116.959184,117,1.0,0.959184,37.78664
A,116.979592,117,1.0,0.979592,37.99721
A,117.0,117,1.0,1.0,38.22135
A,117.0,118,-1.0,0.0,-29.00324
A,117.020408,118,-1.0,0.020408,-30.3408
A,117.040816,118,-1.0,0.040816,-31.3772
A,117.061224,118,-1.0,0.061224,-32.18027
A,117.081633,118,-1.0,0.081633,-32.80257
A,117.102041,118,-1.0,0.102041,-33.28487
A,117.122449,118,-1.0,0.122449,-33.65876
A,117.142857,118,-1.0,0.142857,-33.94875
A,117.163265,118,-1.0,0.163265,-34.17385
A,117.183673,118,-1.0,0.183673,-34.34883
A,117.204082,118,-1.0,0.204082,-34.48515
A,117.22449,118,-1.0,0.22449,-34.59173
A,117.244898,118,-1.0,0.244898,-34.67552
A,117.265306,118,-1.0,0.265306,-34.74196
A,117.285714,118,-1.0,0.285714,-34.79527
A,117.306122,118,-1.0,0.306122,-34.8388
A,117.326531,118,-1.0,0.326531,-34.87517
A,117.346939,118,-1.0,0.346939,-34.90647
A,117.367347,118,-1.0,0.367347,-34.93437
A,117.387755,118,-1.0,0.387755,-34.96021
A,117.408163,118,-1.0,0.408163,-34.98511
A,117.428571,118,-1.0,0.428571,-35.00996
A,117.44898,118,-1.0,0.44898,-35.03556
A,117.469388,118,-1.0,0.469388,-35.06255
A,117.489796,118,-1.0,0.489796,-35.09152
A,117.510204,118,-1.0,0.510204,-35.12299
A,117.530612,118,-1.0,0.530612,-35.15744
A,117.55102,118,-1.0,0.55102,-35.19531
A,117.571429,118,-1.0,0.571429,-35.23703
A,117.591837,118,-1.0,0.591837,-35.283
A,117.612245,118,-1.0,0.612245,-35.33363
A,117.632653,118,-1.0,0.632653,-35.38931
A,117.653061,118,-1.0,0.653061,-35.45045
A,117.673469,118,-1.0,0.673469,-35.51743
A,117.693878,118,-1.0,0.693878,-35.59067
A,117.714286,118,-1.0,0.714286,-35.67056
A,117.734694,118,-1.0,0.734694,-35.75754
A,117.755102,118,-1.0,0.755102,-35.85201
A,117.77551,118,-1.0,0.77551,-35.95443
A,117.795918,118,-1.0,0.795918,-36.06522
A,117.816327,118,-1.0,0.816327,-36.18485
A,117.836735,118,-1.0,0.836735,-36.31377
A,117.857143,118,-1.0,0.857143,-36.45247
A,117.877551,118,-1.0,0.877551,-36.60142
A,117.897959,118,-1.0,0.897959,-36.76113
A,117.918367,118,-1.0,0.918367,-36.93209
A,117.938776,118,-1.0,0.938776,-37.11484
A,117.959184,118,-1.0,0.959184,-37.3099
A,117.979592,118,-1.0,0.979592,-37.51781
A,118.0,118,-1.0,1.0,-37.73913
A,118.0,119,1.0,0.0,29.19728
A,118.020408,119,1.0,0.020408,30.54379
A,118.040816,119,1.0,0.040816,31.58713
A,118.061224,119,1.0,0.061224,32.39557
A,118.081633,119,1.0,0.081633,33.02204
A,118.102041,119,1.0,0.102041,33.50756
A,118.122449,119,1.0,0.122449,33.88396
A,118.142857,119,1.0,0.142857,34.17588
A,118.163265,119,1.0,0.163265,34.40249
A,118.183673,119,1.0,0.183673,34.57864
A,118.204082,119,1.0,0.204082,34.71587
A,118.22449,119,1.0,0.22449,34.82316
A,118.244898,119,1.0,0.244898,34.90752
A,118.265306,119,1.0,0.265306,34.9744
A,118.285714,119,1.0,0.285714,35.02807
A,118.306122,119,1.0,0.306122,35.07189
A,118.326531,119,1.0,0.326531,35.1085
A,118.346939,119,1.0,0.346939,35.14001
A,118.367347,119,1.0,0.367347,35.16809
A,118.387755,119,1.0,0.387755,35.19411
A,118.408163,119,1.0,0.408163,35.21917
A,118.428571,119,1.0,0.428571,35.2442
A,118.44898,119,1.0,0.44898,35.26996
A,118.469388,119,1.0,0.469388,35.29713
A,118.489796,119,1.0,0.489796,35.3263
A,118.510204,119,1.0,0.510204,35.35798
A,118.530612,119,1.0,0.530612,35.39266
A,118.55102,119,1.0,0.55102,35.43078
A,118.571429,119,1.0,0.571429,35.47278
A,118.591837,119,1.0,0.591837,35.51906
A,118.612245,119,1.0,0.612245,35.57003
A,118.632653,119,1.0,0.632653,35.62609
A,118.653061,119,1.0,0.653061,35.68763
A,118.673469,119,1.0,0.673469,35.75506
A,118.693878,119,1.0,0.693878,35.82879
A,118.714286,119,1.0,0.714286,35.90922
A,118.734694,119,1.0,0.734694,35.99677
A,118.755102,119,1.0,0.755102,36.09188
A,118.77551,119,1.0,0.77551,36.19498
A,118.795918,119,1.0,0.795918,36.30651
A,118.816327,119,1.0,0.816327,36.42694
A,118.836735,119,1.0,0.836735,36.55673
A,118.857143,119,1.0,0.857143,36.69635
A,118.877551,119,1.0,0.877551,36.8463
A,118.897959,119,1.0,0.897959,37.00707
A,118.918367,119,1.0,0.918367,37.17919
A,118.938776,119,1.0,0.938776,37.36316
A,118.959184,119,1.0,0.959184,37.55952
A,118.979592,119,1.0,0.979592,37.76882
A,119.0,119,1.0,1.0,37.99162
A,119.0,120,-1.0,0.0,-29.31534
A,119.020408,120,-1.0,0.020408,-30.6673
A,119.040816,120,-1.0,0.040816,-31.71485
A,119.061224,120,-1.0,0.061224,-32.52656
A,119.081633,120,-1.0,0.081633,-33.15556
A,119.102041,120,-1.0,0.102041,-33.64305
A,119.122449,120,-1.0,0.122449,-34.02097
A,119.142857,120,-1.0,0.142857,-34.31407
A,119.163265,120,-1.0,0.163265,-34.5416
A,119.183673,120,-1.0,0.183673,-34.71845
A,119.204082,120,-1.0,0.204082,-34.85624
A,119.22449,120,-1.0,0.22449,-34.96397
A,119.244898,120,-1.0,0.244898,-35.04867
A,119.265306,120,-1.0,0.265306,-35.11582
A,119.285714,120,-1.0,0.285714,-35.1697
A,119.306122,120,-1.0,0.306122,-35.2137
A,119.326531,120,-1.0,0.326531,-35.25046
A,119.346939,120,-1.0,0.346939,-35.28209
A,119.367347,120,-1.0,0.367347,-35.31029
A,119.387755,120,-1.0,0.387755,-35.33642
A,119.408163,120,-1.0,0.408163,-35.36158
A,119.428571,120,-1.0,0.428571,-35.38671
A,119.44898,120,-1.0,0.44898,-35.41258
A,119.469388,120,-1.0,0.469388,-35.43986
A,119.489796,120,-1.0,0.489796,-35.46914
A,119.510204,120,-1.0,0.510204,-35.50095
A,119.530612,120,-1.0,0.530612,-35.53577
A,119.55102,120,-1.0,0.55102,-35.57405
A,119.571429,120,-1.0,0.571429,-35.61621
A,119.591837,120,-1.0,0.591837,-35.66268
A,119.612245,120,-1.0,0.612245,-35.71386
A,119.632653,120,-1.0,0.632653,-35.77014
A,119.653061,120,-1.0,0.653061,-35.83193
A,119.673469,120,-1.0,0.673469,-35.89963
A,119.693878,120,-1.0,0.693878,-35.97366
A,119.714286,120,-1.0,0.714286,-36.05441
A,119.734694,120,-1.0,0.734694,-36.14232
A,119.755102,120,-1.0,0.755102,-36.23782
A,119.77551,120,-1.0,0.77551,-36.34133
A,119.795918,120,-1.0,0.795918,-36.45332
A,119.816327,120,-1.0,0.816327,-36.57423
A,119.836735,120,-1.0,0.836735,-36.70454
A,119.857143,120,-1.0,0.857143,-36.84473
A,119.877551,120,-1.0,0.877551,-36.99529
A,119.897959,120,-1.0,0.897959,-37.15671
A,119.918367,120,-1.0,0.918367,-37.32952
A,119.938776,120,-1.0,0.938776,-37.51423
A,119.959184,120,-1.0,0.959184,-37.71139
A,119.979592,120,-1.0,0.979592,-37.92154
A,120.0,120,-1.0,1.0,-38.14524
A,120.0,121,1.0,0.0,29.17311
A,120.020408,121,1.0,0.020408,30.5185
A,120.040816,121,1.0,0.040816,31.56097
A,120.061224,121,1.0,0.061224,32.36874
A,120.081633,121,1.0,0.081633,32.99469
A,120.102041,121,1.0,0.102041,33.47982
A,120.122449,121,1.0,0.122449,33.8559
A,120.142857,121,1.0,0.142857,34.14758
A,120.163265,121,1.0,0.163265,34.374
A,120.183673,121,1.0,0.183673,34.55
A,120.204082,121,1.0,0.204082,34.68712
A,120.22449,121,1.0,0.22449,34.79433
A,120.244898,121,1.0,0.244898,34.87861
A,120.265306,121,1.0,0.265306,34.94544
A,120.285714,121,1.0,0.285714,34.99906
A,120.306122,121,1.0,0.306122,35.04284
A,120.326531,121,1.0,0.326531,35.07943
A,120.346939,121,1.0,0.346939,35.11091
A,120.367347,121,1.0,0.367347,35.13897
A,120.387755,121,1.0,0.387755,35.16497
A,120.408163,121,1.0,0.408163,35.19001
A,120.428571,121,1.0,0.428571,35.21501
A,120.44898,121,1.0,0.44898,35.24076
A,120.469388,121,1.0,0.469388,35.26791
A,120.489796,121,1.0,0.489796,35.29705
A,120.510204,121,1.0,0.510204,35.3287
A,120.530612,121,1.0,0.530612,35.36335
A,120.55102,121,1.0,0.55102,35.40144
A,120.571429,121,1.0,0.571429,35.4434
A,120.591837,121,1.0,0.591837,35.48965
A,120.612245,121,1.0,0.612245,35.54057
A,120.632653,121,1.0,0.632653,35.59658
A,120.653061,121,1.0,0.653061,35.65808
A,120.673469,121,1.0,0.673469,35.72545
A,120.693878,121,1.0,0.693878,35.79912
A,120.714286,121,1.0,0.714286,35.87948
A,120.734694,121,1.0,0.734694,35.96696
A,120.755102,121,1.0,0.755102,36.06199
A,120.77551,121,1.0,0.77551,36.16501
A,120.795918,121,1.0,0.795918,36.27645
A,120.816327,121,1.0,0.816327,36.39678
A,120.836735,121,1.0,0.836735,36.52646
A,120.857143,121,1.0,0.857143,36.66596
A,120.877551,121,1.0,0.877551,36.81579
A,120.897959,121,1.0,0.897959,36.97643
A,120.918367,121,1.0,0.918367,37.1484
A,120.938776,121,1.0,0.938776,37.33222
A,120.959184,121,1.0,0.959184,37.52842
A,120.979592,121,1.0,0.979592,37.73755
A,121.0,121,1.0,1.0,37.96016
A,121.0,122,-1.0,0.0,-29.18677
A,121.020408,122,-1.0,0.020408,-30.5328
A,121.040816,122,-1.0,0.040816,-31.57576
A,121.061224,122,-1.0,0.061224,-32.38391
A,121.081633,122,-1.0,0.081633,-33.01015
A,121.102041,122,-1.0,0.102041,-33.4955
A,121.122449,122,-1.0,0.122449,-33.87176
A,121.142857,122,-1.0,0.142857,-34.16358
A,121.163265,122,-1.0,0.163265,-34.39011
A,121.183673,122,-1.0,0.183673,-34.56619
A,121.204082,122,-1.0,0.204082,-34.70337
A,121.22449,122,-1.0,0.22449,-34.81063
A,121.244898,122,-1.0,0.244898,-34.89495
A,121.265306,122,-1.0,0.265306,-34.96181
A,121.285714,122,-1.0,0.285714,-35.01546
A,121.306122,122,-1.0,0.306122,-35.05926
A,121.326531,122,-1.0,0.326531,-35.09586
A,121.346939,122,-1.0,0.346939,-35.12736
A,121.367347,122,-1.0,0.367347,-35.15543
A,121.387755,122,-1.0,0.387755,-35.18144
A,121.408163,122,-1.0,0.408163,-35.20649
A,121.428571,122,-1.0,0.428571,-35.23151
A,121.44898,122,-1.0,0.44898,-35.25727
A,121.469388,122,-1.0,0.469388,-35.28443
A,121.489796,122,-1.0,0.489796,-35.31358
A,121.510204,122,-1.0,0.510204,-35.34525
A,121.530612,122,-1.0,0.530612,-35.37992
A,121.55102,122,-1.0,0.55102,-35.41803
A,121.571429,122,-1.0,0.571429,-35.46001
A,121.591837,122,-1.0,0.591837,-35.50627
A,121.612245,122,-1.0,0.612245,-35.55722
A,121.632653,122,-1.0,0.632653,-35.61326
A,121.653061,122,-1.0,0.653061,-35.67478
A,121.673469,122,-1.0,0.673469,-35.74219
A,121.693878,122,-1.0,0.693878,-35.81589
A,121.714286,122,-1.0,0.714286,-35.89629
A,121.734694,122,-1.0,0.734694,-35.98381
A,121.755102,122,-1.0,0.755102,-36.07889
A,121.77551,122,-1.0,0.77551,-36.18195
A,121.795918,122,-1.0,0.795918,-36.29344
A,121.816327,122,-1.0,0.816327,-36.41383
A,121.836735,122,-1.0,0.836735,-36.54357
A,121.857143,122,-1.0,0.857143,-36.68314
A,121.877551,122,-1.0,0.877551,-36.83304
A,121.897959,122,-1.0,0.897959,-36.99375
A,121.918367,122,-1.0,0.918367,-37.1658
A,121.938776,122,-1.0,0.938776,-37.34971
A,121.959184,122,-1.0,0.959184,-37.546
A,121.979592,122,-1.0,0.979592,-37.75523
A,122.0,122,-1.0,1.0,-37.97795
A,122.0,123,1.0,0.0,29.44819
A,122.020408,123,1.0,0.020408,30.80627
A,122.040816,123,1.0,0.040816,31.85857
A,122.061224,123,1.0,0.061224,32.67396
A,122.081633,123,1.0,0.081633,33.30581
A,122.102041,123,1.0,0.102041,33.79551
A,122.122449,123,1.0,0.122449,34.17514
A,122.142857,123,1.0,0.142857,34.46958
A,122.163265,123,1.0,0.163265,34.69813
A,122.183673,123,1.0,0.183673,34.87579
A,122.204082,123,1.0,0.204082,35.0142
A,122.22449,123,1.0,0.22449,35.12242
A,122.244898,123,1.0,0.244898,35.2075
A,122.265306,123,1.0,0.265306,35.27495
A,122.285714,123,1.0,0.285714,35.32908
A,122.306122,123,1.0,0.306122,35.37328
A,122.326531,123,1.0,0.326531,35.4102
A,122.346939,123,1.0,0.346939,35.44198
A,122.367347,123,1.0,0.367347,35.47031
A,122.387755,123,1.0,0.387755,35.49655
A,122.408163,123,1.0,0.408163,35.52183
A,122.428571,123,1.0,0.428571,35.54707
A,122.44898,123,1.0,0.44898,35.57306
A,122.469388,123,1.0,0.469388,35.60046
A,122.489796,123,1.0,0.489796,35.62988
A,122.510204,123,1.0,0.510204,35.66183
A,122.530612,123,1.0,0.530612,35.69681
A,122.55102,123,1.0,0.55102,35.73526
A,122.571429,123,1.0,0.571429,35.77761
A,122.591837,123,1.0,0.591837,35.82429
A,122.612245,123,1.0,0.612245,35.8757
A,122.632653,123,1.0,0.632653,35.93224
A,122.653061,123,1.0,0.653061,35.99431
A,122.673469,123,1.0,0.673469,36.06232
A,122.693878,123,1.0,0.693878,36.13668
A,122.714286,123,1.0,0.714286,36.2178
A,122.734694,123,1.0,0.734694,36.30611
A,122.755102,123,1.0,0.755102,36.40204
A,122.77551,123,1.0,0.77551,36.50602
A,122.795918,123,1.0,0.795918,36.61851
A,122.816327,123,1.0,0.816327,36.73998
A,122.836735,123,1.0,0.836735,36.87088
A,122.857143,123,1.0,0.857143,37.0117
A,122.877551,123,1.0,0.877551,37.16294
A,122.897959,123,1.0,0.897959,37.32509
A,122.918367,123,1.0,0.918367,37.49869
A,122.938776,123,1.0,0.938776,37.68424
A,122.959184,123,1.0,0.959184,37.88229
A,122.979592,123,1.0,0.979592,38.09339
A,123.0,123,1.0,1.0,38.31811
A,123.0,124,-1.0,0.0,-29.21692
A,123.020408,124,-1.0,0.020408,-30.56433
A,123.040816,124,-1.0,0.040816,-31.60837
A,123.061224,124,-1.0,0.061224,-32.41735
A,123.081633,124,-1.0,0.081633,-33.04424
A,123.102041,124,-1.0,0.102041,-33.5301
A,123.122449,124,-1.0,0.122449,-33.90674
A,123.142857,124,-1.0,0.142857,-34.19887
A,123.163265,124,-1.0,0.163265,-34.42562
A,123.183673,124,-1.0,0.183673,-34.60189
A,123.204082,124,-1.0,0.204082,-34.73921
A,123.22449,124,-1.0,0.22449,-34.84658
A,123.244898,124,-1.0,0.244898,-34.93099
A,123.265306,124,-1.0,0.265306,-34.99791
A,123.285714,124,-1.0,0.285714,-35.05162
A,123.306122,124,-1.0,0.306122,-35.09547
A,123.326531,124,-1.0,0.326531,-35.13211
A,123.346939,124,-1.0,0.346939,-35.16364
A,123.367347,124,-1.0,0.367347,-35.19174
A,123.387755,124,-1.0,0.387755,-35.21778
A,123.408163,124,-1.0,0.408163,-35.24285
A,123.428571,124,-1.0,0.428571,-35.2679
A,123.44898,124,-1.0,0.44898,-35.29368
A,123.469388,124,-1.0,0.469388,-35.32087
A,123.489796,124,-1.0,0.489796,-35.35005
A,123.510204,124,-1.0,0.510204,-35.38175
A,123.530612,124,-1.0,0.530612,-35.41646
A,123.55102,124,-1.0,0.55102,-35.45461
A,123.571429,124,-1.0,0.571429,-35.49663
A,123.591837,124,-1.0,0.591837,-35.54294
A,123.612245,124,-1.0,0.612245,-35.59395
A,123.632653,124,-1.0,0.632653,-35.65004
A,123.653061,124,-1.0,0.653061,-35.71163
A,123.673469,124,-1.0,0.673469,-35.7791
A,123.693878,124,-1.0,0.693878,-35.85288
A,123.714286,124,-1.0,0.714286,-35.93336
A,123.734694,124,-1.0,0.734694,-36.02098
A,123.755102,124,-1.0,0.755102,-36.11615
A,123.77551,124,-1.0,0.77551,-36.21932
A,123.795918,124,-1.0,0.795918,-36.33093
A,123.816327,124,-1.0,0.816327,-36.45144
A,123.836735,124,-1.0,0.836735,-36.58131
A,123.857143,124,-1.0,0.857143,-36.72103
A,123.877551,124,-1.0,0.877551,-36.87108
A,123.897959,124,-1.0,0.897959,-37.03196
A,123.918367,124,-1.0,0.918367,-37.20419
A,123.938776,124,-1.0,0.938776,-37.38828
A,123.959184,124,-1.0,0.959184,-37.58478
A,123.979592,124,-1.0,0.979592,-37.79422
A,124.0,124,-1.0,1.0,-38.01717
A,124.0,125,1.0,0.0,28.98592
A,124.020408,125,1.0,0.020408,30.32268
A,124.040816,125,1.0,0.040816,31.35846
A,124.061224,125,1.0,0.061224,32.16105
A,124.081633,125,1.0,0.081633,32.78298
A,124.102041,125,1.0,0.102041,33.26499
A,124.122449,125,1.0,0.122449,33.63866
A,124.142857,125,1.0,0.142857,33.92848
A,124.163265,125,1.0,0.163265,34.15344
A,124.183673,125,1.0,0.183673,34.32831
A,124.204082,125,1.0,0.204082,34.46455
A,124.22449,125,1.0,0.22449,34.57107
A,124.244898,125,1.0,0.244898,34.65482
A,124.265306,125,1.0,0.265306,34.72121
A,124.285714,125,1.0,0.285714,34.77449
A,124.306122,125,1.0,0.306122,34.81799
A,124.326531,125,1.0,0.326531,34.85434
A,124.346939,125,1.0,0.346939,34.88562
A,124.367347,125,1.0,0.367347,34.9135
A,124.387755,125,1.0,0.387755,34.93933
A,124.408163,125,1.0,0.408163,34.96421
A,124.428571,125,1.0,0.428571,34.98906
A,124.44898,125,1.0,0.44898,35.01463
A,124.469388,125,1.0,0.469388,35.04161
A,124.489796,125,1.0,0.489796,35.07056
A,124.510204,125,1.0,0.510204,35.10201
A,124.530612,125,1.0,0.530612,35.13644
A,124.55102,125,1.0,0.55102,35.17429
A,124.571429,125,1.0,0.571429,35.21598
A,124.591837,125,1.0,0.591837,35.26193
A,124.612245,125,1.0,0.612245,35.31253
A,124.632653,125,1.0,0.632653,35.36818
A,124.653061,125,1.0,0.653061,35.42928
A,124.673469,125,1.0,0.673469,35.49622
A,124.693878,125,1.0,0.693878,35.56941
A,124.714286,125,1.0,0.714286,35.64926
A,124.734694,125,1.0,0.734694,35.73618
A,124.755102,125,1.0,0.755102,35.8306
A,124.77551,125,1.0,0.77551,35.93296
A,124.795918,125,1.0,0.795918,36.04368
A,124.816327,125,1.0,0.816327,36.16324
A,124.836735,125,1.0,0.836735,36.29208
A,124.857143,125,1.0,0.857143,36.4307
A,124.877551,125,1.0,0.877551,36.57956
A,124.897959,125,1.0,0.897959,36.73917
A,124.918367,125,1.0,0.918367,36.91004
A,124.938776,125,1.0,0.938776,37.09268
A,124.959184,125,1.0,0.959184,37.28762
A,124.979592,125,1.0,0.979592,37.49541
A,125.0,125,1.0,1.0,37.71659
A,125.0,126,-1.0,0.0,-29.17941
A,125.020408,126,-1.0,0.020408,-30.52509
A,125.040816,126,-1.0,0.040816,-31.56779
A,125.061224,126,-1.0,0.061224,-32.37573
A,125.081633,126,-1.0,0.081633,-33.00182
A,125.102041,126,-1.0,0.102041,-33.48705
A,125.122449,126,-1.0,0.122449,-33.86321
A,125.142857,126,-1.0,0.142857,-34.15496
A,125.163265,126,-1.0,0.163265,-34.38143
A,125.183673,126,-1.0,0.183673,-34.55746
A,125.204082,126,-1.0,0.204082,-34.69461
A,125.22449,126,-1.0,0.22449,-34.80184
A,125.244898,126,-1.0,0.244898,-34.88615
A,125.265306,126,-1.0,0.265306,-34.95298
A,125.285714,126,-1.0,0.285714,-35.00662
A,125.306122,126,-1.0,0.306122,-35.05041
A,125.326531,126,-1.0,0.326531,-35.087
A,125.346939,126,-1.0,0.346939,-35.11849
A,125.367347,126,-1.0,0.367347,-35.14656
A,125.387755,126,-1.0,0.387755,-35.17256
A,125.408163,126,-1.0,0.408163,-35.19761
A,125.428571,126,-1.0,0.428571,-35.22262
A,125.44898,126,-1.0,0.44898,-35.24837
A,125.469388,126,-1.0,0.469388,-35.27552
A,125.489796,126,-1.0,0.489796,-35.30467
A,125.510204,126,-1.0,0.510204,-35.33633
A,125.530612,126,-1.0,0.530612,-35.37099
A,125.55102,126,-1.0,0.55102,-35.40909
A,125.571429,126,-1.0,0.571429,-35.45106
A,125.591837,126,-1.0,0.591837,-35.49731
A,125.612245,126,-1.0,0.612245,-35.54825
A,125.632653,126,-1.0,0.632653,-35.60427
A,125.653061,126,-1.0,0.653061,-35.66578
A,125.673469,126,-1.0,0.673469,-35.73317
A,125.693878,126,-1.0,0.693878,-35.80685
A,125.714286,126,-1.0,0.714286,-35.88723
A,125.734694,126,-1.0,0.734694,-35.97473
A,125.755102,126,-1.0,0.755102,-36.06978
A,125.77551,126,-1.0,0.77551,-36.17282
A,125.795918,126,-1.0,0.795918,-36.28428
A,125.816327,126,-1.0,0.816327,-36.40464
A,125.836735,126,-1.0,0.836735,-36.53434
A,125.857143,126,-1.0,0.857143,-36.67388
A,125.877551,126,-1.0,0.877551,-36.82374
A,125.897959,126,-1.0,0.897959,-36.98441
A,125.918367,126,-1.0,0.918367,-37.15642
A,125.938776,126,-1.0,0.938776,-37.34028
A,125.959184,126,-1.0,0.959184,-37.53652
A,125.979592,126,-1.0,0.979592,-37.7457
A,126.0,126,-1.0,1.0,-37.96836
A,126.0,127,1.0,0.0,29.39034
A,126.020408,127,1.0,0.020408,30.74575
A,126.040816,127,1.0,0.040816,31.79598
A,126.061224,127,1.0,0.061224,32.60977
A,126.081633,127,1.0,0.081633,33.24038
A,126.102041,127,1.0,0.102041,33.72912
A,126.122449,127,1.0,0.122449,34.108
A,126.142857,127,1.0,0.142857,34.40186
A,126.163265,127,1.0,0.163265,34.62996
A,126.183673,127,1.0,0.183673,34.80727
A,126.204082,127,1.0,0.204082,34.94541
A,126.22449,127,1.0,0.22449,35.05342
A,126.244898,127,1.0,0.244898,35.13833
A,126.265306,127,1.0,0.265306,35.20565
A,126.285714,127,1.0,0.285714,35.25968
A,126.306122,127,1.0,0.306122,35.30378
A,126.326531,127,1.0,0.326531,35.34064
A,126.346939,127,1.0,0.346939,35.37236
A,126.367347,127,1.0,0.367347,35.40063
A,126.387755,127,1.0,0.387755,35.42682
