formulation,frequency_Hz,Z_real_ohm,minus_Z_imag_ohm,series
Formulation B,193.287941,4.47761,4.4714,model
Formulation B,187.034459,4.56136,4.5943,model
Formulation B,180.983296,4.64974,4.71894,model
Formulation B,175.127909,4.74293,4.84517,model
Formulation B,169.461961,4.84114,4.97286,model
Formulation B,163.979325,4.94453,5.10183,model
Formulation B,158.67407,5.05331,5.23189,model
Formulation B,153.540457,5.16764,5.36285,model
Formulation B,148.572933,5.28771,5.49447,model
Formulation B,143.766124,5.41367,5.62652,model
Formulation B,139.114831,5.54568,5.75872,model
Formulation B,134.614021,5.68389,5.8908,model
Formulation B,130.258828,5.82841,6.02244,model
Formulation B,126.044539,5.97937,6.15334,model
Formulation B,121.966595,6.13686,6.28314,model
Formulation B,118.020586,6.30094,6.4115,model
Formulation B,114.202243,6.47168,6.53802,model
Formulation B,110.507436,6.64908,6.66232,model
Formulation B,106.932167,6.83314,6.784,model
Formulation B,103.47257,7.02383,6.90264,model
Formulation B,100.124902,7.22109,7.01782,model
Formulation B,96.885541,7.4248,7.12911,model
Formulation B,93.750985,7.63483,7.23606,model
Formulation B,90.717841,7.85101,7.33826,model
Formulation B,87.782829,8.07312,7.43527,model
Formulation B,84.942774,8.30091,7.52668,model
Formulation B,82.194604,8.5341,7.61206,model
Formulation B,79.535346,8.77236,7.69104,model
Formulation B,76.962123,9.01533,7.76324,model
Formulation B,74.472153,9.2626,7.82831,model
Formulation B,72.062741,9.51375,7.88594,model
Formulation B,69.731281,9.76832,7.93582,model
Formulation B,67.475251,10.02582,7.97772,model
Formulation B,65.292211,10.28573,8.01141,model
Formulation B,63.179799,10.54752,8.03673,model
Formulation B,61.135731,10.81065,8.05354,model
Formulation B,59.157795,11.07455,8.06176,model
Formulation B,57.243851,11.33865,8.06135,model
Formulation B,55.39183,11.6024,8.05232,model
Formulation B,53.599727,11.86522,8.03472,model
Formulation B,51.865605,12.12655,8.00866,model
Formulation B,50.187587,12.38585,7.97427,model
Formulation B,48.563858,12.64261,7.93175,model
Formulation B,46.992662,12.8963,7.88132,model
Formulation B,45.472299,13.14645,7.82326,model
Formulation B,44.001125,13.39261,7.75785,model
Formulation B,42.577548,13.63436,7.68543,model
Formulation B,41.200028,13.87131,7.60636,model
Formulation B,39.867076,14.10312,7.52101,model
Formulation B,38.577249,14.32946,7.42979,model
Formulation B,37.329151,14.55007,7.33311,model
Formulation B,36.121434,14.76471,7.2314,model
Formulation B,34.95279,14.97317,7.12507,model
Formulation B,33.821956,15.17529,7.01457,model
Formulation B,32.727708,15.37096,6.90033,model
Formulation B,31.668862,15.56007,6.78278,model
Formulation B,30.644273,15.74258,6.66234,model
Formulation B,29.652833,15.91845,6.53943,model
Formulation B,28.693469,16.08769,6.41444,model
Formulation B,27.765143,16.25034,6.28776,model
Formulation B,26.866852,16.40644,6.15976,model
Formulation B,25.997624,16.55609,6.0308,model
Formulation B,25.156518,16.69937,5.90121,model
Formulation B,24.342624,16.83641,5.77131,model
Formulation B,23.555062,16.96733,5.6414,model
Formulation B,22.792981,17.0923,5.51175,model
Formulation B,22.055555,17.21146,5.38262,model
Formulation B,21.341987,17.32499,5.25425,model
Formulation B,20.651506,17.43305,5.12687,model
Formulation B,19.983364,17.53584,5.00066,model
Formulation B,19.336838,17.63353,4.87581,model
Formulation B,18.71123,17.72632,4.75248,model
Formulation B,18.105862,17.81439,4.63082,model
Formulation B,17.520079,17.89793,4.51097,model
Formulation B,16.953249,17.97714,4.39302,model
Formulation B,16.404757,18.0522,4.27708,model
Formulation B,15.874011,18.1233,4.16325,model
Formulation B,15.360436,18.19062,4.05158,model
Formulation B,14.863476,18.25433,3.94215,model
Formulation B,14.382595,18.31461,3.83499,model
Formulation B,13.917273,18.37163,3.73016,model
Formulation B,13.467004,18.42555,3.62768,model
Formulation B,13.031304,18.47653,3.52756,model
Formulation B,12.609699,18.52473,3.42984,model
Formulation B,12.201735,18.57028,3.3345,model
Formulation B,11.80697,18.61334,3.24156,model
Formulation B,11.424977,18.65404,3.151,model
Formulation B,11.055343,18.6925,3.0628,model
Formulation B,10.697667,18.72886,2.97697,model
Formulation B,10.351563,18.76323,2.89347,model
Formulation B,10.016657,18.79573,2.81228,model
Formulation B,9.692586,18.82646,2.73337,model
Formulation B,9.379,18.85553,2.65671,model
Formulation B,9.075559,18.88304,2.58227,model
Formulation B,8.781936,18.90907,2.51001,model
Formulation B,8.497812,18.93373,2.4399,model
Formulation B,8.222881,18.95708,2.3719,model
Formulation B,7.956845,18.97922,2.30597,model
Formulation B,7.699415,19.00021,2.24206,model
Formulation B,7.450315,19.02013,2.18013,model
Formulation B,7.209273,19.03904,2.12015,model
Formulation B,6.97603,19.05702,2.06208,model
Formulation B,6.750333,19.07411,2.00585,model
Formulation B,6.531938,19.09038,1.95145,model
Formulation B,6.320609,19.10588,1.89882,model
Formulation B,6.116117,19.12065,1.84792,model
Formulation B,5.918241,19.13476,1.79871,model
Formulation B,5.726767,19.14824,1.75114,model
Formulation B,5.541488,19.16114,1.70518,model
Formulation B,5.362203,19.17349,1.66079,model
Formulation B,5.188719,19.18533,1.61792,model
Formulation B,5.020847,19.1967,1.57654,model
Formulation B,4.858407,19.20764,1.5366,model
Formulation B,4.701222,19.21817,1.49807,model
Formulation B,4.549122,19.22832,1.46091,model
Formulation B,4.401944,19.23813,1.42509,model
Formulation B,4.259527,19.24762,1.39056,model
Formulation B,4.121717,19.25681,1.3573,model
Formulation B,3.988367,19.26572,1.32527,model
Formulation B,3.85933,19.27439,1.29443,model
Formulation B,3.734469,19.28282,1.26476,model
Formulation B,3.613647,19.29104,1.23621,model
Formulation B,3.496734,19.29907,1.20877,model
Formulation B,3.383603,19.30693,1.1824,model
Formulation B,3.274133,19.31463,1.15707,model
Formulation B,3.168204,19.32219,1.13275,model
Formulation B,3.065703,19.32962,1.10942,model
Formulation B,2.966517,19.33693,1.08705,model
Formulation B,2.870541,19.34414,1.06561,model
Formulation B,2.77767,19.35127,1.04507,model
Formulation B,2.687803,19.35832,1.02542,model
Formulation B,2.600844,19.3653,1.00663,model
Formulation B,2.516699,19.37223,0.98868,model
Formulation B,2.435275,19.37911,0.97153,model
Formulation B,2.356487,19.38595,0.95518,model
Formulation B,2.280247,19.39277,0.9396,model
Formulation B,2.206473,19.39957,0.92478,model
Formulation B,2.135087,19.40635,0.91068,model
Formulation B,2.06601,19.41314,0.8973,model
Formulation B,1.999168,19.41993,0.88461,model
Formulation B,1.934489,19.42673,0.8726,model
Formulation B,1.871902,19.43355,0.86124,model
Formulation B,1.81134,19.44039,0.85053,model
Formulation B,1.752737,19.44726,0.84045,model
Formulation B,1.69603,19.45417,0.83098,model
Formulation B,1.641158,19.46112,0.82211,model
Formulation B,1.588062,19.46811,0.81382,model
Formulation B,1.536683,19.47516,0.8061,model
Formulation B,1.486966,19.48227,0.79893,model
Formulation B,1.438858,19.48943,0.79231,model
Formulation B,1.392306,19.49666,0.78622,model
Formulation B,1.347261,19.50397,0.78065,model
Formulation B,1.303673,19.51134,0.77559,model
Formulation B,1.261495,19.5188,0.77102,model
Formulation B,1.220681,19.52634,0.76694,model
Formulation B,1.181188,19.53397,0.76334,model
Formulation B,1.142973,19.54169,0.76021,model
Formulation B,1.105994,19.5495,0.75753,model
Formulation B,1.070212,19.55741,0.75531,model
Formulation B,1.035587,19.56542,0.75352,model
Formulation B,1.002083,19.57354,0.75217,model
Formulation B,0.969662,19.58177,0.75124,model
Formulation B,0.93829,19.59011,0.75073,model
Formulation B,0.907934,19.59857,0.75063,model
Formulation B,0.878559,19.60714,0.75093,model
Formulation B,0.850135,19.61584,0.75163,model
Formulation B,0.82263,19.62466,0.75272,model
Formulation B,0.796016,19.63361,0.7542,model
Formulation B,0.770262,19.6427,0.75606,model
Formulation B,0.745342,19.65192,0.75829,model
Formulation B,0.721227,19.66128,0.76089,model
Formulation B,0.697893,19.67078,0.76386,model
Formulation B,0.675314,19.68043,0.76719,model
Formulation B,0.653466,19.69022,0.77088,model
Formulation B,0.632324,19.70017,0.77492,model
Formulation B,0.611866,19.71027,0.77931,model
Formulation B,0.59207,19.72053,0.78405,model
Formulation B,0.572915,19.73095,0.78912,model
Formulation B,0.554379,19.74153,0.79454,model
Formulation B,0.536443,19.75228,0.8003,model
Formulation B,0.519088,19.7632,0.80639,model
Formulation B,0.502294,19.7743,0.81282,model
Formulation B,0.486043,19.78558,0.81958,model
Formulation B,0.470318,19.79703,0.82666,model
Formulation B,0.455102,19.80867,0.83408,model
Formulation B,0.440378,19.8205,0.84182,model
Formulation B,0.42613,19.83252,0.84988,model
Formulation B,0.412343,19.84473,0.85827,model
Formulation B,0.399003,19.85714,0.86699,model
Formulation B,0.386094,19.86975,0.87602,model
Formulation B,0.373602,19.88257,0.88538,model
Formulation B,0.361515,19.8956,0.89506,model
Formulation B,0.349819,19.90884,0.90506,model
Formulation B,0.338501,19.9223,0.91539,model
Formulation B,0.32755,19.93597,0.92604,model
Formulation B,0.316952,19.94987,0.93701,model
Formulation B,0.306698,19.964,0.9483,model
Formulation B,0.296775,19.97836,0.95992,model
Formulation B,0.287174,19.99296,0.97187,model
Formulation B,0.277883,20.0078,0.98414,model
Formulation B,0.268892,20.02288,0.99674,model
Formulation B,0.260193,20.0382,1.00967,model
Formulation B,0.251775,20.05378,1.02293,model
Formulation B,0.243629,20.06962,1.03652,model
Formulation B,0.235747,20.08572,1.05044,model
Formulation B,0.22812,20.10209,1.06471,model
Formulation B,0.220739,20.11872,1.07931,model
Formulation B,0.213598,20.13563,1.09425,model
Formulation B,0.206687,20.15282,1.10953,model
Formulation B,0.2,20.17029,1.12516,model
Formulation B,100000.0,3.288,-0.0855,synthetic point
Formulation B,69644.293763,3.07202,0.12375,synthetic point
Formulation B,46934.040592,3.02782,-0.13029,synthetic point
Formulation B,31629.356079,3.1507,-0.00898,synthetic point
Formulation B,22028.041663,2.93664,-0.00428,synthetic point
Formulation B,14844.934821,3.00273,0.08912,synthetic point
Formulation B,10004.16166,3.03562,0.13374,synthetic point
Formulation B,6741.912425,3.08018,0.15794,synthetic point
Formulation B,4695.357294,3.02609,0.22579,synthetic point
Formulation B,3164.251914,3.09979,0.37268,synthetic point
Formulation B,2132.423487,3.24375,0.58392,synthetic point
Formulation B,1437.063184,3.1228,0.61391,synthetic point
Formulation B,1000.832505,3.09921,1.01912,synthetic point
Formulation B,674.471818,3.11072,1.23404,synthetic point
Formulation B,454.533831,3.4635,2.0736,synthetic point
Formulation B,306.315251,3.64097,2.96222,synthetic point
Formulation B,213.331093,4.35103,4.26106,synthetic point
Formulation B,143.766124,5.51492,5.60917,synthetic point
Formulation B,96.885541,7.47602,7.35476,synthetic point
Formulation B,67.475251,10.14222,7.96615,synthetic point
Formulation B,45.472299,13.21226,7.71597,synthetic point
Formulation B,30.644273,15.57574,6.57743,synthetic point
Formulation B,20.651506,17.59371,5.01686,synthetic point
Formulation B,14.382595,18.31394,3.81002,synthetic point
Formulation B,9.692586,18.8505,2.75339,synthetic point
Formulation B,6.531938,18.96066,1.91408,synthetic point
Formulation B,4.401944,19.32463,1.33454,synthetic point
Formulation B,3.065703,19.36727,1.05382,synthetic point
Formulation B,2.06601,19.49358,0.91342,synthetic point
Formulation B,1.392306,19.58596,0.64115,synthetic point
Formulation B,0.93829,19.554,0.71338,synthetic point
Formulation B,0.653466,19.74205,0.8591,synthetic point
Formulation B,0.440378,19.78405,0.82129,synthetic point
Formulation B,0.296775,20.13955,0.89972,synthetic point
Formulation B,0.2,20.21367,1.08793,synthetic point
Formulation C,100000.0,3.10121,0.01056,model
Formulation C,96764.680538,3.10123,0.01089,model
Formulation C,93634.033996,3.10125,0.01124,model
Formulation C,90604.67387,3.10127,0.01159,model
Formulation C,87673.323223,3.10129,0.01196,model
Formulation C,84836.811133,3.10131,0.01234,model
Formulation C,82092.069272,3.10134,0.01273,model
Formulation C,79436.128577,3.10136,0.01313,model
Formulation C,76866.116049,3.10138,0.01355,model
Formulation C,74379.251637,3.10141,0.01398,model
Formulation C,71972.845233,3.10143,0.01442,model
Formulation C,69644.293763,3.10146,0.01488,model
Formulation C,67391.078373,3.10148,0.01535,model
Formulation C,65210.761698,3.10151,0.01584,model
Formulation C,63100.985234,3.10153,0.01635,model
Formulation C,61059.466778,3.10156,0.01687,model
Formulation C,59083.997965,3.10159,0.0174,model
Formulation C,57172.44188,3.10161,0.01796,model
Formulation C,55322.730741,3.10164,0.01853,model
Formulation C,53532.863666,3.10167,0.01913,model
Formulation C,51800.904509,3.1017,0.01974,model
Formulation C,50124.979764,3.10173,0.02037,model
Formulation C,48503.276538,3.10176,0.02102,model
Formulation C,46934.040592,3.10179,0.0217,model
Formulation C,45415.574443,3.10183,0.02239,model
Formulation C,43946.235524,3.10186,0.02311,model
Formulation C,42524.434413,3.10189,0.02385,model
Formulation C,41148.63311,3.10193,0.02462,model
Formulation C,39817.343375,3.10196,0.02541,model
Formulation C,38529.125115,3.102,0.02623,model
Formulation C,37282.584832,3.10203,0.02707,model
Formulation C,36076.374108,3.10207,0.02795,model
Formulation C,34909.188156,3.10211,0.02885,model
Formulation C,33779.764397,3.10215,0.02978,model
Formulation C,32686.881105,3.10219,0.03074,model
Formulation C,31629.356079,3.10223,0.03173,model
Formulation C,30606.045366,3.10227,0.03275,model
Formulation C,29615.842024,3.10231,0.03381,model
Formulation C,28657.674923,3.10236,0.03491,model
Formulation C,27730.507589,3.1024,0.03604,model
Formulation C,26833.33708,3.10245,0.0372,model
Formulation C,25965.192903,3.1025,0.03841,model
Formulation C,25125.135963,3.10255,0.03965,model
Formulation C,24312.25755,3.1026,0.04094,model
Formulation C,23525.678349,3.10265,0.04227,model
Formulation C,22764.547499,3.1027,0.04364,model
Formulation C,22028.041663,3.10275,0.04505,model
Formulation C,21315.364144,3.10281,0.04652,model
Formulation C,20625.74402,3.10287,0.04803,model
Formulation C,19958.435309,3.10293,0.04959,model
Formulation C,19312.716167,3.10299,0.0512,model
Formulation C,18687.888102,3.10305,0.05287,model
Formulation C,18083.275221,3.10312,0.05459,model
Formulation C,17498.223499,3.10318,0.05637,model
Formulation C,16932.100068,3.10325,0.0582,model
Formulation C,16384.292539,3.10332,0.0601,model
Formulation C,15854.208334,3.1034,0.06206,model
Formulation C,15341.274046,3.10347,0.06408,model
Formulation C,14844.934821,3.10355,0.06617,model
Formulation C,14364.653756,3.10363,0.06833,model
Formulation C,13899.911317,3.10372,0.07056,model
Formulation C,13450.204781,3.10381,0.07287,model
Formulation C,13015.047688,3.1039,0.07525,model
Formulation C,12593.969317,3.10399,0.07771,model
Formulation C,12186.514177,3.10409,0.08025,model
Formulation C,11792.241512,3.10419,0.08288,model
Formulation C,11410.724827,3.1043,0.08559,model
Formulation C,11041.551426,3.10441,0.08839,model
Formulation C,10684.321964,3.10452,0.09128,model
Formulation C,10338.650016,3.10464,0.09427,model
Formulation C,10004.16166,3.10476,0.09736,model
Formulation C,9680.495071,3.10489,0.10055,model
Formulation C,9367.30013,3.10503,0.10385,model
Formulation C,9064.238045,3.10517,0.10725,model
Formulation C,8770.980988,3.10531,0.11077,model
Formulation C,8487.211733,3.10547,0.11441,model
Formulation C,8212.62332,3.10563,0.11816,model
Formulation C,7946.918719,3.10579,0.12204,model
Formulation C,7689.810511,3.10597,0.12605,model
Formulation C,7441.020575,3.10615,0.13019,model
Formulation C,7200.279788,3.10634,0.13446,model
Formulation C,6967.327735,3.10655,0.13888,model
Formulation C,6741.912425,3.10676,0.14345,model
Formulation C,6523.79002,3.10698,0.14816,model
Formulation C,6312.724572,3.10721,0.15303,model
Formulation C,6108.487765,3.10746,0.15807,model
Formulation C,5910.858672,3.10772,0.16327,model
Formulation C,5719.623511,3.10799,0.16864,model
Formulation C,5534.575418,3.10827,0.17419,model
Formulation C,5355.514222,3.10857,0.17992,model
Formulation C,5182.246228,3.10889,0.18585,model
Formulation C,5014.584008,3.10922,0.19197,model
Formulation C,4852.346195,3.10957,0.19829,model
Formulation C,4695.357294,3.10995,0.20482,model
Formulation C,4543.447486,3.11034,0.21157,model
Formulation C,4396.452445,3.11075,0.21854,model
Formulation C,4254.213164,3.11119,0.22574,model
Formulation C,4116.575777,3.11165,0.23319,model
Formulation C,3983.3914,3.11214,0.24087,model
Formulation C,3854.515963,3.11265,0.24881,model
Formulation C,3729.810058,3.1132,0.25702,model
Formulation C,3609.138787,3.11378,0.26549,model
Formulation C,3492.371617,3.11439,0.27425,model
Formulation C,3379.382239,3.11504,0.28329,model
Formulation C,3270.048427,3.11573,0.29264,model
Formulation C,3164.251914,3.11645,0.30229,model
Formulation C,3061.878256,3.11723,0.31226,model
Formulation C,2962.816713,3.11804,0.32256,model
Formulation C,2866.960127,3.11891,0.3332,model
Formulation C,2774.204808,3.11983,0.34419,model
Formulation C,2684.45042,3.12081,0.35554,model
Formulation C,2597.599873,3.12185,0.36727,model
Formulation C,2513.559219,3.12295,0.37938,model
Formulation C,2432.237548,3.12412,0.3919,model
Formulation C,2353.546894,3.12536,0.40482,model
Formulation C,2277.402133,3.12668,0.41817,model
Formulation C,2203.720899,3.12808,0.43196,model
Formulation C,2132.423487,3.12957,0.4462,model
Formulation C,2063.432775,3.13116,0.46091,model
Formulation C,1996.674133,3.13284,0.47609,model
Formulation C,1932.075346,3.13464,0.49178,model
Formulation C,1869.566537,3.13654,0.50798,model
Formulation C,1809.080087,3.13857,0.52471,model
Formulation C,1750.550566,3.14073,0.54198,model
Formulation C,1693.914663,3.14302,0.55982,model
Formulation C,1639.111112,3.14546,0.57824,model
Formulation C,1586.080632,3.14806,0.59725,model
Formulation C,1534.765856,3.15083,0.61688,model
Formulation C,1485.111278,3.15377,0.63715,model
Formulation C,1437.063184,3.15691,0.65807,model
Formulation C,1390.569599,3.16025,0.67967,model
Formulation C,1345.58023,3.1638,0.70196,model
Formulation C,1302.046411,3.16758,0.72497,model
Formulation C,1259.92105,3.17161,0.74871,model
Formulation C,1219.158579,3.1759,0.77322,model
Formulation C,1179.714904,3.18047,0.7985,model
Formulation C,1141.547358,3.18533,0.82458,model
Formulation C,1104.614654,3.19052,0.85149,model
Formulation C,1068.876842,3.19603,0.87925,model
Formulation C,1034.295261,3.20191,0.90788,model
Formulation C,1000.832505,3.20817,0.93741,model
Formulation C,968.452376,3.21483,0.96786,model
Formulation C,937.119848,3.22193,0.99925,model
Formulation C,906.801027,3.22948,1.0316,model
Formulation C,877.463117,3.23753,1.06495,model
Formulation C,849.074382,3.24609,1.09932,model
Formulation C,821.604113,3.25522,1.13473,model
Formulation C,795.022596,3.26493,1.1712,model
Formulation C,769.301075,3.27526,1.20877,model
Formulation C,744.411727,3.28627,1.24745,model
Formulation C,720.32763,3.29798,1.28726,model
Formulation C,697.02273,3.31044,1.32824,model
Formulation C,674.471818,3.3237,1.3704,model
Formulation C,652.6505,3.3378,1.41376,model
Formulation C,631.535171,3.35281,1.45835,model
Formulation C,611.102991,3.36877,1.50418,model
Formulation C,591.331857,3.38573,1.55128,model
Formulation C,572.200382,3.40377,1.59965,model
Formulation C,553.687872,3.42294,1.64931,model
Formulation C,535.774301,3.44331,1.70028,model
Formulation C,518.44029,3.46495,1.75257,model
Formulation C,501.667091,3.48793,1.80618,model
Formulation C,485.436558,3.51233,1.86112,model
Formulation C,469.731134,3.53822,1.91738,model
Formulation C,454.533831,3.56569,1.97497,model
Formulation C,439.82821,3.59483,2.03389,model
Formulation C,425.598362,3.62571,2.09411,model
Formulation C,411.828896,3.65844,2.15562,model
Formulation C,398.504915,3.69311,2.21842,model
Formulation C,385.612008,3.72981,2.28245,model
Formulation C,373.136228,3.76864,2.3477,model
Formulation C,361.064079,3.80971,2.41413,model
Formulation C,349.382502,3.85312,2.48168,model
Formulation C,338.078862,3.89897,2.55031,model
Formulation C,327.140931,3.94737,2.61995,model
Formulation C,316.556877,3.99843,2.69053,model
Formulation C,306.315251,4.05225,2.76198,model
Formulation C,296.404974,4.10894,2.83419,model
Formulation C,286.815326,4.16861,2.90707,model
Formulation C,277.535934,4.23135,2.98052,model
Formulation C,268.55676,4.29726,3.0544,model
Formulation C,259.868091,4.36645,3.12859,model
Formulation C,251.460528,4.43899,3.20295,model
Formulation C,243.324976,4.51498,3.27732,model
Formulation C,235.452636,4.5945,3.35154,model
Formulation C,227.834991,4.6776,3.42543,model
Formulation C,220.463801,4.76434,3.4988,model
Formulation C,213.331093,4.85478,3.57146,model
Formulation C,206.429151,4.94895,3.6432,model
Formulation C,199.750508,5.04686,3.7138,model
Formulation C,193.287941,5.14853,3.78304,model
Formulation C,187.034459,5.25394,3.85069,model
Formulation C,180.983296,5.36306,3.91652,model
Formulation C,175.127909,5.47584,3.98028,model
Formulation C,169.461961,5.59223,4.04173,model
Formulation C,163.979325,5.71212,4.10062,model
Formulation C,158.67407,5.83541,4.15672,model
Formulation C,153.540457,5.96197,4.20979,model
Formulation C,148.572933,6.09166,4.25958,model
Formulation C,143.766124,6.22429,4.30589,model
Formulation C,139.114831,6.35967,4.34848,model
Formulation C,134.614021,6.4976,4.38716,model
Formulation C,130.258828,6.63783,4.42174,model
Formulation C,126.044539,6.78011,4.45205,model
Formulation C,121.966595,6.92419,4.47793,model
Formulation C,118.020586,7.06977,4.49926,model
Formulation C,114.202243,7.21656,4.51592,model
Formulation C,110.507436,7.36426,4.52784,model
Formulation C,106.932167,7.51255,4.53494,model
Formulation C,103.47257,7.66113,4.53719,model
Formulation C,100.124902,7.80966,4.5346,model
Formulation C,96.885541,7.95783,4.52716,model
Formulation C,93.750985,8.10532,4.51493,model
Formulation C,90.717841,8.25183,4.49798,model
Formulation C,87.782829,8.39705,4.47639,model
Formulation C,84.942774,8.54069,4.45029,model
Formulation C,82.194604,8.68248,4.41982,model
Formulation C,79.535346,8.82214,4.38513,model
Formulation C,76.962123,8.95945,4.3464,model
Formulation C,74.472153,9.09416,4.30382,model
Formulation C,72.062741,9.22608,4.25761,model
Formulation C,69.731281,9.35501,4.20798,model
Formulation C,67.475251,9.48079,4.15516,model
Formulation C,65.292211,9.60327,4.09939,model
Formulation C,63.179799,9.72234,4.0409,model
Formulation C,61.135731,9.83789,3.97994,model
Formulation C,59.157795,9.94984,3.91676,model
Formulation C,57.243851,10.05813,3.85159,model
Formulation C,55.39183,10.16271,3.78468,model
Formulation C,53.599727,10.26357,3.71626,model
Formulation C,51.865605,10.3607,3.64656,model
Formulation C,50.187587,10.4541,3.5758,model
Formulation C,48.563858,10.54381,3.5042,model
Formulation C,46.992662,10.62987,3.43195,model
Formulation C,45.472299,10.71231,3.35926,model
Formulation C,44.001125,10.79121,3.28631,model
Formulation C,42.577548,10.86663,3.21327,model
Formulation C,41.200028,10.93866,3.1403,model
Formulation C,39.867076,11.00738,3.06755,model
Formulation C,38.577249,11.07288,2.99516,model
Formulation C,37.329151,11.13526,2.92327,model
Formulation C,36.121434,11.19462,2.85198,model
Formulation C,34.95279,11.25106,2.78141,model
Formulation C,33.821956,11.30469,2.71165,model
Formulation C,32.727708,11.35562,2.64279,model
Formulation C,31.668862,11.40394,2.57491,model
Formulation C,30.644273,11.44978,2.50807,model
Formulation C,29.652833,11.49322,2.44234,model
Formulation C,28.693469,11.53439,2.37776,model
Formulation C,27.765143,11.57338,2.31439,model
Formulation C,26.866852,11.61029,2.25226,model
Formulation C,25.997624,11.64523,2.1914,model
Formulation C,25.156518,11.67828,2.13183,model
Formulation C,24.342624,11.70955,2.07358,model
Formulation C,23.555062,11.73912,2.01666,model
Formulation C,22.792981,11.76708,1.96108,model
Formulation C,22.055555,11.79351,1.90684,model
Formulation C,21.341987,11.8185,1.85395,model
Formulation C,20.651506,11.84213,1.8024,model
Formulation C,19.983364,11.86446,1.7522,model
Formulation C,19.336838,11.88558,1.70332,model
Formulation C,18.71123,11.90554,1.65576,model
Formulation C,18.105862,11.92442,1.60951,model
Formulation C,17.520079,11.94228,1.56456,model
Formulation C,16.953249,11.95918,1.52088,model
Formulation C,16.404757,11.97517,1.47846,model
Formulation C,15.874011,11.99031,1.43728,model
Formulation C,15.360436,12.00465,1.39732,model
Formulation C,14.863476,12.01823,1.35855,model
Formulation C,14.382595,12.03111,1.32097,model
Formulation C,13.917273,12.04333,1.28453,model
Formulation C,13.467004,12.05492,1.24923,model
Formulation C,13.031304,12.06593,1.21503,model
Formulation C,12.609699,12.07639,1.18191,model
Formulation C,12.201735,12.08635,1.14986,model
Formulation C,11.80697,12.09582,1.11884,model
Formulation C,11.424977,12.10485,1.08883,model
Formulation C,11.055343,12.11347,1.0598,model
Formulation C,10.697667,12.12169,1.03174,model
Formulation C,10.351563,12.12955,1.00463,model
Formulation C,10.016657,12.13706,0.97842,model
Formulation C,9.692586,12.14427,0.95311,model
Formulation C,9.379,12.15118,0.92868,model
Formulation C,9.075559,12.15782,0.90509,model
Formulation C,8.781936,12.1642,0.88232,model
Formulation C,8.497812,12.17035,0.86036,model
Formulation C,8.222881,12.17628,0.83919,model
Formulation C,7.956845,12.18201,0.81878,model
Formulation C,7.699415,12.18755,0.79911,model
Formulation C,7.450315,12.19292,0.78016,model
Formulation C,7.209273,12.19813,0.76191,model
Formulation C,6.97603,12.2032,0.74435,model
Formulation C,6.750333,12.20813,0.72746,model
Formulation C,6.531938,12.21294,0.71121,model
Formulation C,6.320609,12.21764,0.69559,model
Formulation C,6.116117,12.22224,0.68059,model
Formulation C,5.918241,12.22675,0.66618,model
Formulation C,5.726767,12.23118,0.65235,model
Formulation C,5.541488,12.23553,0.63909,model
Formulation C,5.362203,12.23982,0.62637,model
Formulation C,5.188719,12.24404,0.61419,model
Formulation C,5.020847,12.24822,0.60253,model
Formulation C,4.858407,12.25235,0.59138,model
Formulation C,4.701222,12.25645,0.58071,model
Formulation C,4.549122,12.26051,0.57053,model
Formulation C,4.401944,12.26455,0.56081,model
Formulation C,4.259527,12.26857,0.55155,model
Formulation C,4.121717,12.27257,0.54273,model
Formulation C,3.988367,12.27656,0.53434,model
Formulation C,3.85933,12.28055,0.52637,model
Formulation C,3.734469,12.28453,0.51881,model
Formulation C,3.613647,12.28852,0.51164,model
Formulation C,3.496734,12.29252,0.50487,model
Formulation C,3.383603,12.29652,0.49847,model
Formulation C,3.274133,12.30055,0.49245,model
Formulation C,3.168204,12.30458,0.48678,model
Formulation C,3.065703,12.30865,0.48147,model
Formulation C,2.966517,12.31273,0.4765,model
Formulation C,2.870541,12.31684,0.47186,model
Formulation C,2.77767,12.32099,0.46755,model
Formulation C,2.687803,12.32517,0.46356,model
Formulation C,2.600844,12.32938,0.45989,model
Formulation C,2.516699,12.33364,0.45652,model
Formulation C,2.435275,12.33793,0.45345,model
Formulation C,2.356487,12.34227,0.45067,model
Formulation C,2.280247,12.34666,0.44817,model
Formulation C,2.206473,12.3511,0.44596,model
Formulation C,2.135087,12.35558,0.44402,model
Formulation C,2.06601,12.36013,0.44235,model
Formulation C,1.999168,12.36472,0.44095,model
Formulation C,1.934489,12.36938,0.4398,model
Formulation C,1.871902,12.37409,0.43891,model
Formulation C,1.81134,12.37887,0.43827,model
Formulation C,1.752737,12.38372,0.43787,model
Formulation C,1.69603,12.38862,0.43772,model
Formulation C,1.641158,12.3936,0.4378,model
Formulation C,1.588062,12.39865,0.43811,model
Formulation C,1.536683,12.40377,0.43866,model
Formulation C,1.486966,12.40896,0.43943,model
Formulation C,1.438858,12.41423,0.44042,model
Formulation C,1.392306,12.41958,0.44163,model
Formulation C,1.347261,12.42501,0.44306,model
Formulation C,1.303673,12.43052,0.44471,model
Formulation C,1.261495,12.43611,0.44656,model
Formulation C,1.220681,12.44179,0.44863,model
Formulation C,1.181188,12.44756,0.4509,model
Formulation C,1.142973,12.45341,0.45338,model
Formulation C,1.105994,12.45936,0.45606,model
Formulation C,1.070212,12.4654,0.45894,model
