x_um,y_um,LiF2_minus_relative_signal,C2HO_minus_relative_signal
37.5839,13.4228,0.15017,0.62178
38.255,13.4228,0.14012,0.6171
38.9262,13.4228,0.13672,0.60799
39.5973,13.4228,0.12263,0.60416
40.2685,13.4228,0.17206,0.56446
40.9396,13.4228,0.17715,0.54887
41.6107,13.4228,0.17867,0.53482
42.2819,13.4228,0.22139,0.49752
42.953,13.4228,0.25613,0.46437
43.6242,13.4228,0.19432,0.48465
44.2953,13.4228,0.22669,0.4525
44.9664,13.4228,0.21386,0.44542
45.6376,13.4228,0.27906,0.39504
46.3087,13.4228,0.3144,0.36138
46.9799,13.4228,0.25314,0.38158
47.651,13.4228,0.26324,0.36244
48.3221,13.4228,0.25898,0.35164
48.9933,13.4228,0.28116,0.32658
49.6644,13.4228,0.32587,0.28953
50.3356,13.4228,0.28744,0.29923
51.0067,13.4228,0.26294,0.30184
51.6779,13.4228,0.28595,0.27875
52.349,13.4228,0.25675,0.28539
53.0201,13.4228,0.271,0.2687
53.6913,13.4228,0.20279,0.29862
54.3624,13.4228,0.22551,0.27889
55.0336,13.4228,0.31348,0.22379
55.7047,13.4228,0.33542,0.20624
56.3758,13.4228,0.24862,0.24996
57.047,13.4228,0.33701,0.19725
57.7181,13.4228,0.29714,0.21663
58.3893,13.4228,0.31875,0.20269
59.0604,13.4228,0.27983,0.22314
59.7315,13.4228,0.2959,0.21379
60.4027,13.4228,0.25242,0.23819
61.0738,13.4228,0.30147,0.21181
61.745,13.4228,0.29288,0.21797
62.4161,13.4228,0.26295,0.23644
63.0872,13.4228,0.33782,0.19707
63.7584,13.4228,0.28131,0.23094
64.4295,13.4228,0.27574,0.23669
65.1007,13.4228,0.29425,0.22913
65.7718,13.4228,0.27479,0.24263
66.443,13.4228,0.30674,0.22745
67.1141,13.4228,0.31686,0.22414
67.7852,13.4228,0.35656,0.20408
68.4564,13.4228,0.2949,0.23987
69.1275,13.4228,0.3069,0.23424
69.7987,13.4228,0.35859,0.20597
70.4698,13.4228,0.35338,0.20862
71.1409,13.4228,0.28811,0.2439
71.8121,13.4228,0.40484,0.17731
72.4832,13.4228,0.34754,0.20655
73.1544,13.4228,0.36515,0.19335
73.8255,13.4228,0.43741,0.14893
74.4966,13.4228,0.3694,0.18157
75.1678,13.4228,0.40864,0.1538
75.8389,13.4228,0.35445,0.17712
76.5101,13.4228,0.36225,0.16525
77.1812,13.4228,0.40434,0.13365
77.8523,13.4228,0.35513,0.15213
78.5235,13.4228,0.31704,0.16391
79.1946,13.4228,0.34707,0.13741
79.8658,13.4228,0.36611,0.11668
80.5369,13.4228,0.40524,0.08457
81.2081,13.4228,0.36334,0.09737
81.8792,13.4228,0.38505,0.07487
82.5503,13.4228,0.33396,0.09295
83.2215,13.4228,0.26991,0.1185
83.8926,13.4228,0.35257,0.06297
84.5638,13.4228,0.33722,0.06239
85.2349,13.4228,0.31249,0.06764
85.906,13.4228,0.29048,0.07213
86.5772,13.4228,0.31224,0.05313
87.2483,13.4228,0.20483,0.10677
87.9195,13.4228,0.26222,0.06986
88.5906,13.4228,0.29411,0.04814
89.2617,13.4228,0.23802,0.07634
89.9329,13.4228,0.26941,0.05703
90.604,13.4228,0.23416,0.07581
91.2752,13.4228,0.25711,0.06334
91.9463,13.4228,0.21381,0.08868
92.6174,13.4228,0.25071,0.07045
93.2886,13.4228,0.19268,0.10586
93.9597,13.4228,0.24173,0.08261
94.6309,13.4228,0.23263,0.09238
95.302,13.4228,0.28142,0.07061
95.9732,13.4228,0.20248,0.12025
96.6443,13.4228,0.25216,0.09882
97.3154,13.4228,0.17538,0.14783
97.9866,13.4228,0.18864,0.1469
98.6577,13.4228,0.18622,0.1546
99.3289,13.4228,0.15317,0.1791
100.0,13.4228,0.17409,0.17325
0.0,14.094,0.16085,0.31247
0.6711,14.094,0.12766,0.33715
1.3423,14.094,0.19137,0.30764
2.0134,14.094,0.16876,0.32577
2.6846,14.094,0.04363,0.40064
3.3557,14.094,0.08799,0.38123
4.0268,14.094,0.07128,0.39569
4.698,14.094,0.07505,0.39882
5.3691,14.094,0.11713,0.38079
6.0403,14.094,0.06428,0.4157
6.7114,14.094,0.16065,0.36802
7.3826,14.094,0.0649,0.4274
8.0537,14.094,0.1485,0.38757
8.7248,14.094,0.13677,0.40118
9.396,14.094,0.11037,0.42344
10.0671,14.094,0.11114,0.43116
10.7383,14.094,0.08859,0.45239
11.4094,14.094,0.17274,0.41494
12.0805,14.094,0.08763,0.47207
12.7517,14.094,0.1693,0.43712
13.4228,14.094,0.10077,0.48612
14.094,14.094,0.10937,0.49277
14.7651,14.094,0.17727,0.46691
15.4362,14.094,0.11792,0.5121
16.1074,14.094,0.16944,0.49603
16.7785,14.094,0.16152,0.5132
17.4497,14.094,0.20281,0.50318
18.1208,14.094,0.12227,0.56088
18.7919,14.094,0.17144,0.54652
19.4631,14.094,0.15618,0.56781
20.1342,14.094,0.16941,0.57305
20.8054,14.094,0.18246,0.57809
21.4765,14.094,0.25216,0.55125
22.1477,14.094,0.20423,0.58924
22.8188,14.094,0.15803,0.6257
23.4899,14.094,0.22861,0.59663
24.1611,14.094,0.18655,0.62939
24.8322,14.094,0.14741,0.65972
25.5034,14.094,0.18558,0.64626
26.1745,14.094,0.18441,0.65373
26.8456,14.094,0.15539,0.67571
27.5168,14.094,0.14977,0.6837
28.1879,14.094,0.14435,0.69055
28.8591,14.094,0.09413,0.72126
29.5302,14.094,0.19105,0.66919
30.2013,14.094,0.11844,0.71024
30.8725,14.094,0.22037,0.65329
31.5436,14.094,0.12494,0.70492
32.2148,14.094,0.1457,0.69101
32.8859,14.094,0.19424,0.66067
33.557,14.094,0.16574,0.67216
34.2282,14.094,0.18257,0.65754
34.8993,14.094,0.12558,0.68302
35.5705,14.094,0.20042,0.63444
36.2416,14.094,0.12804,0.66683
36.9128,14.094,0.15293,0.64443
37.5839,14.094,0.13819,0.64334
38.255,14.094,0.19026,0.60448
38.9262,14.094,0.14853,0.61713
39.5973,14.094,0.0679,0.65083
40.2685,14.094,0.13425,0.60241
40.9396,14.094,0.23888,0.5323
41.6107,14.094,0.16415,0.56143
42.2819,14.094,0.22655,0.51409
42.953,14.094,0.23807,0.49475
43.6242,14.094,0.29429,0.45039
44.2953,14.094,0.23794,0.46842
44.9664,14.094,0.21207,0.46945
45.6376,14.094,0.24681,0.43682
46.3087,14.094,0.2251,0.43559
46.9799,14.094,0.28136,0.39117
47.651,14.094,0.24438,0.39873
48.3221,14.094,0.30411,0.35281
48.9933,14.094,0.28219,0.35255
49.6644,14.094,0.2427,0.36241
50.3356,14.094,0.26672,0.33743
51.0067,14.094,0.28965,0.31355
51.6779,14.094,0.36941,0.25864
52.349,14.094,0.30206,0.28602
53.0201,14.094,0.26558,0.2969
53.6913,14.094,0.28168,0.27926
54.3624,14.094,0.35677,0.22958
55.0336,14.094,0.35095,0.22558
55.7047,14.094,0.34613,0.22182
56.3758,14.094,0.24846,0.2704
57.047,14.094,0.30655,0.23328
57.7181,14.094,0.32151,0.22092
58.3893,14.094,0.26857,0.24706
59.0604,14.094,0.29786,0.2283
59.7315,14.094,0.28549,0.23343
60.4027,14.094,0.26938,0.24135
61.0738,14.094,0.30213,0.22278
61.745,14.094,0.32895,0.20811
62.4161,14.094,0.30934,0.21978
63.0872,14.094,0.27749,0.2387
63.7584,14.094,0.32312,0.21498
64.4295,14.094,0.3337,0.21102
65.1007,14.094,0.3944,0.17942
65.7718,14.094,0.30101,0.23352
66.443,14.094,0.31022,0.23064
67.1141,14.094,0.32514,0.2245
67.7852,14.094,0.33054,0.22345
68.4564,14.094,0.35917,0.20921
69.1275,14.094,0.3399,0.22119
69.7987,14.094,0.37214,0.20408
70.4698,14.094,0.37237,0.20419
71.1409,14.094,0.39692,0.19016
71.8121,14.094,0.40287,0.18577
72.4832,14.094,0.38415,0.19433
73.1544,14.094,0.39377,0.18635
73.8255,14.094,0.35318,0.20544
74.4966,14.094,0.41097,0.16905
75.1678,14.094,0.39868,0.17075
75.8389,14.094,0.39413,0.16734
76.5101,14.094,0.43032,0.14051
77.1812,14.094,0.31709,0.19592
77.8523,14.094,0.40785,0.13736
78.5235,14.094,0.3416,0.16539
79.1946,14.094,0.46335,0.08847
79.8658,14.094,0.42264,0.10136
80.5369,14.094,0.4452,0.07878
81.2081,14.094,0.37355,0.10831
81.8792,14.094,0.39258,0.08739
82.5503,14.094,0.38171,0.08311
83.2215,14.094,0.35557,0.08746
83.8926,14.094,0.34737,0.08215
84.5638,14.094,0.38698,0.05068
85.2349,14.094,0.32674,0.07519
85.906,14.094,0.31468,0.07359
86.5772,14.094,0.28034,0.0851
87.2483,14.094,0.32035,0.05614
87.9195,14.094,0.24029,0.09478
88.5906,14.094,0.29491,0.05958
89.2617,14.094,0.3317,0.03532
89.9329,14.094,0.25463,0.07533
90.604,14.094,0.25814,0.07166
91.2752,14.094,0.28759,0.05464
91.9463,14.094,0.20067,0.10329
92.6174,14.094,0.30498,0.04673
93.2886,14.094,0.20914,0.10225
93.9597,14.094,0.24326,0.08647
94.6309,14.094,0.22273,0.1018
95.302,14.094,0.15032,0.14661
95.9732,14.094,0.196,0.12638
96.6443,14.094,0.18047,0.14057
97.3154,14.094,0.22388,0.12229
97.9866,14.094,0.16261,0.1623
98.6577,14.094,0.17242,0.16282
99.3289,14.094,0.19492,0.15614
100.0,14.094,0.22298,0.14607
0.0,14.7651,0.09661,0.34863
0.6711,14.7651,0.17599,0.31077
1.3423,14.7651,0.11536,0.35042
2.0134,14.7651,0.03889,0.3987
2.6846,14.7651,0.08079,0.38116
3.3557,14.7651,0.10792,0.37184
4.0268,14.7651,0.13523,0.36252
4.698,14.7651,0.0007,0.44326
5.3691,14.7651,0.12866,0.37849
6.0403,14.7651,0.07662,0.41404
6.7114,14.7651,0.05864,0.43108
7.3826,14.7651,0.0,0.47691
8.0537,14.7651,0.12532,0.40962
8.7248,14.7651,0.06626,0.45104
9.396,14.7651,0.07374,0.45609
10.0671,14.7651,0.19287,0.39974
10.7383,14.7651,0.09411,0.465
11.4094,14.7651,0.06826,0.49036
12.0805,14.7651,0.1397,0.46226
12.7517,14.7651,0.07606,0.5097
13.4228,14.7651,0.14294,0.48513
14.094,14.7651,0.0902,0.52742
14.7651,14.7651,0.07577,0.54877
15.4362,14.7651,0.09469,0.55187
16.1074,14.7651,0.15596,0.53163
16.7785,14.7651,0.1245,0.56299
17.4497,14.7651,0.15475,0.56006
18.1208,14.7651,0.15657,0.57281
18.7919,14.7651,0.19367,0.56576
19.4631,14.7651,0.14761,0.6046
20.1342,14.7651,0.2021,0.58717
20.8054,14.7651,0.21471,0.59252
21.4765,14.7651,0.20524,0.60953
22.1477,14.7651,0.21438,0.61554
22.8188,14.7651,0.16698,0.6522
23.4899,14.7651,0.18341,0.65259
24.1611,14.7651,0.17916,0.66359
24.8322,14.7651,0.24115,0.63686
25.5034,14.7651,0.18208,0.6764
26.1745,14.7651,0.1266,0.71295
26.8456,14.7651,0.19456,0.67991
27.5168,14.7651,0.14645,0.7103
28.1879,14.7651,0.15145,0.71015
28.8591,14.7651,0.19959,0.68499
29.5302,14.7651,0.15128,0.71238
30.2013,14.7651,0.10473,0.73778
30.8725,14.7651,0.14329,0.71493
31.5436,14.7651,0.08554,0.74461
32.2148,14.7651,0.13219,0.71539
32.8859,14.7651,0.15324,0.69952
33.557,14.7651,0.16015,0.69067
34.2282,14.7651,0.1483,0.69144
34.8993,14.7651,0.0658,0.73071
35.5705,14.7651,0.10196,0.70338
36.2416,14.7651,0.14085,0.67389
36.9128,14.7651,0.14472,0.66324
37.5839,14.7651,0.17773,0.63586
38.255,14.7651,0.15028,0.64153
38.9262,14.7651,0.1907,0.60905
39.5973,14.7651,0.14124,0.62606
40.2685,14.7651,0.16926,0.59966
40.9396,14.7651,0.18134,0.58178
41.6107,14.7651,0.1558,0.58448
42.2819,14.7651,0.25334,0.51856
42.953,14.7651,0.20878,0.53134
43.6242,14.7651,0.23409,0.50513
44.2953,14.7651,0.22781,0.49633
44.9664,14.7651,0.18127,0.50978
45.6376,14.7651,0.24252,0.4633
46.3087,14.7651,0.26906,0.43608
46.9799,14.7651,0.24753,0.43559
47.651,14.7651,0.29152,0.39878
48.3221,14.7651,0.28046,0.39267
48.9933,14.7651,0.31009,0.36413
49.6644,14.7651,0.3449,0.33294
50.3356,14.7651,0.30938,0.34108
51.0067,14.7651,0.31049,0.32921
51.6779,14.7651,0.2897,0.32989
52.349,14.7651,0.33623,0.29361
53.0201,14.7651,0.33213,0.28593
53.6913,14.7651,0.32107,0.28266
54.3624,14.7651,0.31569,0.27682
55.0336,14.7651,0.30438,0.27491
55.7047,14.7651,0.26476,0.28938
56.3758,14.7651,0.29247,0.26715
57.047,14.7651,0.35858,0.22433
57.7181,14.7651,0.32588,0.23713
58.3893,14.7651,0.28438,0.25557
59.0604,14.7651,0.34868,0.21602
59.7315,14.7651,0.30257,0.23853
60.4027,14.7651,0.30026,0.23745
61.0738,14.7651,0.30119,0.23528
61.745,14.7651,0.35083,0.20672
62.4161,14.7651,0.34909,0.20733
63.0872,14.7651,0.40036,0.17905
63.7584,14.7651,0.30186,0.23445
64.4295,14.7651,0.32913,0.22042
65.1007,14.7651,0.29238,0.24229
65.7718,14.7651,0.34587,0.21429
66.443,14.7651,0.38273,0.19568
67.1141,14.7651,0.36891,0.20527
67.7852,14.7651,0.36362,0.21008
68.4564,14.7651,0.29754,0.24851
69.1275,14.7651,0.36556,0.21221
69.7987,14.7651,0.44872,0.16715
70.4698,14.7651,0.40441,0.19246
71.1409,14.7651,0.44714,0.1689
71.8121,14.7651,0.34969,0.2226
72.4832,14.7651,0.39018,0.19901
73.1544,14.7651,0.44795,0.16509
73.8255,14.7651,0.44387,0.16475
74.4966,14.7651,0.41026,0.18001
75.1678,14.7651,0.42809,0.16587
75.8389,14.7651,0.35302,0.20251
76.5101,14.7651,0.36763,0.18852
77.1812,14.7651,0.43466,0.14463
77.8523,14.7651,0.48728,0.10801
78.5235,14.7651,0.45565,0.1175
79.1946,14.7651,0.41354,0.1322
79.8658,14.7651,0.41026,0.1248
80.5369,14.7651,0.3826,0.13052
81.2081,14.7651,0.33234,0.14846
81.8792,14.7651,0.44926,0.07335
82.5503,14.7651,0.36061,0.11233
83.2215,14.7651,0.38643,0.08777
83.8926,14.7651,0.37511,0.084
84.5638,14.7651,0.37056,0.07675
85.2349,14.7651,0.39817,0.05207
85.906,14.7651,0.3237,0.08461
86.5772,14.7651,0.32754,0.07429
87.2483,14.7651,0.30697,0.07828
87.9195,14.7651,0.27634,0.08869
88.5906,14.7651,0.27849,0.08179
89.2617,14.7651,0.27692,0.07793
89.9329,14.7651,0.28371,0.07043
90.604,14.7651,0.25817,0.08193
91.2752,14.7651,0.23432,0.09353
91.9463,14.7651,0.23289,0.09371
92.6174,14.7651,0.30018,0.05673
93.2886,14.7651,0.26484,0.07771
93.9597,14.7651,0.22119,0.10419
94.6309,14.7651,0.1972,0.12057
95.302,14.7651,0.23715,0.10214
95.9732,14.7651,0.29306,0.07544
96.6443,14.7651,0.23219,0.11409
97.3154,14.7651,0.20966,0.13179
97.9866,14.7651,0.20766,0.1383
98.6577,14.7651,0.29563,0.0949
99.3289,14.7651,0.2709,0.11402
100.0,14.7651,0.23391,0.13971
0.0,15.4362,0.13995,0.32437
0.6711,15.4362,0.08057,0.36358
1.3423,15.4362,0.1093,0.35375
2.0134,15.4362,0.09989,0.36507
2.6846,15.4362,0.09291,0.37511
3.3557,15.4362,0.10133,0.37676
4.0268,15.4362,0.09125,0.38893
4.698,15.4362,0.07416,0.40532
5.3691,15.4362,0.11668,0.38902
6.0403,15.4362,0.12042,0.39474
6.7114,15.4362,0.09019,0.41987
7.3826,15.4362,0.10927,0.41819
8.0537,15.4362,0.13147,0.41542
8.7248,15.4362,0.18408,0.3964
9.396,15.4362,0.05383,0.4796
10.0671,15.4362,0.0,0.52131
10.7383,15.4362,0.06673,0.49611
11.4094,15.4362,0.08945,0.49624
12.0805,15.4362,0.03168,0.54163
12.7517,15.4362,0.11017,0.51184
13.4228,15.4362,0.12737,0.51652
14.094,15.4362,0.10523,0.54339
14.7651,15.4362,0.14213,0.53771
15.4362,15.4362,0.18106,0.53106
16.1074,15.4362,0.16313,0.55605
16.7785,15.4362,0.11557,0.59743
17.4497,15.4362,0.1698,0.58211
18.1208,15.4362,0.1798,0.59108
18.7919,15.4362,0.19074,0.59913
19.4631,15.4362,0.22585,0.59328
20.1342,15.4362,0.22797,0.60515
20.8054,15.4362,0.19112,0.63798
21.4765,15.4362,0.23204,0.62685
22.1477,15.4362,0.13722,0.69025
22.8188,15.4362,0.19353,0.6688
23.4899,15.4362,0.19573,0.67643
24.1611,15.4362,0.21292,0.67471
24.8322,15.4362,0.16918,0.70578
25.5034,15.4362,0.16641,0.71301
26.1745,15.4362,0.19469,0.70191
26.8456,15.4362,0.16554,0.72161
27.5168,15.4362,0.14938,0.73302
28.1879,15.4362,0.0971,0.76342
28.8591,15.4362,0.22571,0.69232
29.5302,15.4362,0.17771,0.7183
30.2013,15.4362,0.16596,0.72319
30.8725,15.4362,0.14934,0.72986
31.5436,15.4362,0.07603,0.76717
32.2148,15.4362,0.14482,0.72473
32.8859,15.4362,0.15379,0.71476
33.557,15.4362,0.19067,0.6886
34.2282,15.4362,0.05822,0.75582
34.8993,15.4362,0.22888,0.65412
35.5705,15.4362,0.09831,0.71918
36.2416,15.4362,0.14777,0.68375
36.9128,15.4362,0.12878,0.6859
37.5839,15.4362,0.128,0.67753
38.255,15.4362,0.11034,0.67818
38.9262,15.4362,0.12312,0.66158
39.5973,15.4362,0.19205,0.6135
40.2685,15.4362,0.15606,0.62342
40.9396,15.4362,0.24779,0.56216
41.6107,15.4362,0.26063,0.54448
42.2819,15.4362,0.24922,0.54006
42.953,15.4362,0.24319,0.53246
43.6242,15.4362,0.26603,0.50866
44.2953,15.4362,0.22459,0.5204
44.9664,15.4362,0.25962,0.48954
45.6376,15.4362,0.26331,0.47597
46.3087,15.4362,0.27905,0.45561
46.9799,15.4362,0.31914,0.42167
47.651,15.4362,0.32512,0.40663
48.3221,15.4362,0.2985,0.4097
48.9933,15.4362,0.22162,0.44072
49.6644,15.4362,0.32065,0.37412
50.3356,15.4362,0.28797,0.38079
51.0067,15.4362,0.2726,0.37801
51.6779,15.4362,0.3891,0.30221
52.349,15.4362,0.34253,0.31726
53.0201,15.4362,0.39555,0.27733
53.6913,15.4362,0.35283,0.29096
54.3624,15.4362,0.32803,0.29508
55.0336,15.4362,0.33559,0.28173
55.7047,15.4362,0.29241,0.29711
56.3758,15.4362,0.34661,0.25901
57.047,15.4362,0.37959,0.23334
57.7181,15.4362,0.39821,0.21633
58.3893,15.4362,0.28018,0.27592
59.0604,15.4362,0.29088,0.26476
59.7315,15.4362,0.27445,0.26942
60.4027,15.4362,0.31614,0.24255
61.0738,15.4362,0.32012,0.23737
61.745,15.4362,0.30849,0.24159
62.4161,15.4362,0.32493,0.23092
63.0872,15.4362,0.31888,0.2334
63.7584,15.4362,0.30267,0.24213
64.4295,15.4362,0.41066,0.18242
65.1007,15.4362,0.32666,0.22982
65.7718,15.4362,0.31953,0.2349
66.443,15.4362,0.35377,0.21733
67.1141,15.4362,0.33891,0.22722
67.7852,15.4362,0.3395,0.22863
68.4564,15.4362,0.38186,0.20686
69.1275,15.4362,0.38728,0.20549
69.7987,15.4362,0.4085,0.19514
70.4698,15.4362,0.37213,0.21647
71.1409,15.4362,0.44987,0.17401
71.8121,15.4362,0.36442,0.22168
72.4832,15.4362,0.43183,0.18388
73.1544,15.4362,0.38951,0.20635
73.8255,15.4362,0.45354,0.16905
74.4966,15.4362,0.4679,0.15857
75.1678,15.4362,0.43386,0.17415
75.8389,15.4362,0.4879,0.14
76.5101,15.4362,0.44957,0.15631
77.1812,15.4362,0.47192,0.13811
77.8523,15.4362,0.44317,0.1475
78.5235,15.4362,0.40861,0.15936
79.1946,15.4362,0.51082,0.09458
79.8658,15.4362,0.47478,0.10596
80.5369,15.4362,0.40193,0.13725
81.2081,15.4362,0.47362,0.08784
81.8792,15.4362,0.41538,0.11027
82.5503,15.4362,0.34773,0.13771
83.2215,15.4362,0.33722,0.13333
83.8926,15.4362,0.40776,0.08398
84.5638,15.4362,0.33694,0.11331
85.2349,15.4362,0.38733,0.07561
85.906,15.4362,0.365,0.07873
86.5772,15.4362,0.3139,0.09835
87.2483,15.4362,0.28467,0.10648
87.9195,15.4362,0.24482,0.12124
88.5906,15.4362,0.27462,0.09815
89.2617,15.4362,0.3237,0.06526
89.9329,15.4362,0.30886,0.06882
90.604,15.4362,0.28698,0.07728
91.2752,15.4362,0.20402,0.12069
91.9463,15.4362,0.18105,0.1318
92.6174,15.4362,0.20511,0.11779
93.2886,15.4362,0.23973,0.09888
93.9597,15.4362,0.20328,0.12035
94.6309,15.4362,0.28575,0.07662
95.302,15.4362,0.22277,0.11443
95.9732,15.4362,0.27242,0.09032
96.6443,15.4362,0.29012,0.08451
97.3154,15.4362,0.17672,0.15192
97.9866,15.4362,0.23311,0.12531
98.6577,15.4362,0.2554,0.11776
99.3289,15.4362,0.23868,0.13189
100.0,15.4362,0.17962,0.16938
0.0,16.1074,0.17414,0.30456
0.6711,16.1074,0.12216,0.33972
1.3423,16.1074,0.07214,0.37381
2.0134,16.1074,0.0633,0.38515
2.6846,16.1074,0.15182,0.34264
3.3557,16.1074,0.14137,0.3554
4.0268,16.1074,0.06782,0.4036
4.698,16.1074,0.07888,0.4053
5.3691,16.1074,0.06997,0.41864
6.0403,16.1074,0.10072,0.41057
6.7114,16.1074,0.08992,0.42624
7.3826,16.1074,0.01291,0.47938
8.0537,16.1074,0.04474,0.4728
8.7248,16.1074,0.02673,0.49463
9.396,16.1074,0.08609,0.47422
10.0671,16.1074,0.04965,0.50771
10.7383,16.1074,0.05264,0.51997
11.4094,16.1074,0.10575,0.50498
12.0805,16.1074,0.14065,0.50065
12.7517,16.1074,0.18692,0.49047
13.4228,16.1074,0.11561,0.54595
14.094,16.1074,0.14997,0.543
14.7651,16.1074,0.09691,0.58875
15.4362,16.1074,0.12207,0.59109
16.1074,16.1074,0.21594,0.55519
16.7785,16.1074,0.18695,0.58731
17.4497,16.1074,0.21642,0.58664
18.1208,16.1074,0.20422,0.60865
18.7919,16.1074,0.21597,0.61679
19.4631,16.1074,0.14928,0.66783
20.1342,16.1074,0.21882,0.64242
20.8054,16.1074,0.20487,0.6625
21.4765,16.1074,0.22026,0.66534
22.1477,16.1074,0.17048,0.70335
22.8188,16.1074,0.19664,0.69809
23.4899,16.1074,0.1995,0.70465
24.1611,16.1074,0.18679,0.7187
24.8322,16.1074,0.234,0.69829
25.5034,16.1074,0.20292,0.72018
26.1745,16.1074,0.24212,0.70185
26.8456,16.1074,0.18305,0.73696
27.5168,16.1074,0.12388,0.771
28.1879,16.1074,0.19248,0.73299
28.8591,16.1074,0.19989,0.72794
29.5302,16.1074,0.13696,0.76098
30.2013,16.1074,0.09707,0.78031
30.8725,16.1074,0.13267,0.75687
31.5436,16.1074,0.15736,0.73872
32.2148,16.1074,0.14462,0.74065
32.8859,16.1074,0.1885,0.7105
33.557,16.1074,0.16987,0.7145
34.2282,16.1074,0.09031,0.75185
34.8993,16.1074,0.06436,0.75898
35.5705,16.1074,0.11122,0.7253
36.2416,16.1074,0.11169,0.71704
36.9128,16.1074,0.11527,0.70678
37.5839,16.1074,0.12115,0.69499
38.255,16.1074,0.15525,0.66731
38.9262,16.1074,0.11338,0.68163
39.5973,16.1074,0.23216,0.60655
40.2685,16.1074,0.18867,0.62143
40.9396,16.1074,0.22929,0.58944
41.6107,16.1074,0.18504,0.60444
42.2819,16.1074,0.11586,0.63313
42.953,16.1074,0.2285,0.56067
43.6242,16.1074,0.24714,0.54027
44.2953,16.1074,0.22588,0.54186
44.9664,16.1074,0.34963,0.46276
45.6376,16.1074,0.21313,0.52802
46.3087,16.1074,0.29885,0.46971
46.9799,16.1074,0.3645,0.42238
47.651,16.1074,0.32522,0.4332
48.3221,16.1074,0.33218,0.4182
48.9933,16.1074,0.36079,0.39107
49.6644,16.1074,0.34413,0.38902
50.3356,16.1074,0.36303,0.36719
51.0067,16.1074,0.32563,0.37664
51.6779,16.1074,0.34342,0.35549
52.349,16.1074,0.32587,0.35409
53.0201,16.1074,0.26142,0.3789
53.6913,16.1074,0.39508,0.29392
54.3624,16.1074,0.37078,0.29698
55.0336,16.1074,0.25762,0.34975
55.7047,16.1074,0.39067,0.26621
56.3758,16.1074,0.34645,0.28163
57.047,16.1074,0.34823,0.27206
57.7181,16.1074,0.32419,0.27744
58.3893,16.1074,0.33288,0.26531
59.0604,16.1074,0.32083,0.26541
59.7315,16.1074,0.37099,0.23171
60.4027,16.1074,0.27021,0.2826
61.0738,16.1074,0.33229,0.24383
61.745,16.1074,0.38103,0.21325
62.4161,16.1074,0.33181,0.23784
63.0872,16.1074,0.30204,0.25239
63.7584,16.1074,0.39054,0.20195
64.4295,16.1074,0.33858,0.2302
65.1007,16.1074,0.33231,0.23367
65.7718,16.1074,0.35741,0.22024
66.443,16.1074,0.34469,0.22827
67.1141,16.1074,0.31804,0.24438
67.7852,16.1074,0.37661,0.21343
68.4564,16.1074,0.40543,0.19915
69.1275,16.1074,0.3921,0.20832
69.7987,16.1074,0.37599,0.21897
70.4698,16.1074,0.44469,0.18233
71.1409,16.1074,0.39568,0.21079
71.8121,16.1074,0.4358,0.18935
72.4832,16.1074,0.42773,0.19418
73.1544,16.1074,0.45671,0.17787
73.8255,16.1074,0.48411,0.16176
74.4966,16.1074,0.48505,0.15964
75.1678,16.1074,0.47269,0.16411
75.8389,16.1074,0.47402,0.16017
76.5101,16.1074,0.50586,0.13845
77.1812,16.1074,0.50195,0.13574
77.8523,16.1074,0.41815,0.17656
78.5235,16.1074,0.51203,0.11789
79.1946,16.1074,0.42311,0.15999
79.8658,16.1074,0.46114,0.13087
80.5369,16.1074,0.44879,0.12911
81.2081,16.1074,0.4496,0.1195
81.8792,16.1074,0.52365,0.06878
82.5503,16.1074,0.44275,0.10378
83.2215,16.1074,0.49312,0.06567
83.8926,16.1074,0.40807,0.10268
84.5638,16.1074,0.39874,0.09769
85.2349,16.1074,0.37781,0.0993
85.906,16.1074,0.37871,0.08909
86.5772,16.1074,0.37731,0.08058
87.2483,16.1074,0.33166,0.09718
87.9195,16.1074,0.2944,0.10977
88.5906,16.1074,0.3305,0.08236
89.2617,16.1074,0.32233,0.08036
89.9329,16.1074,0.32572,0.07283
90.604,16.1074,0.26163,0.10372
91.2752,16.1074,0.24463,0.10944
91.9463,16.1074,0.28844,0.08238
92.6174,16.1074,0.25941,0.09676
93.2886,16.1074,0.27398,0.08789
93.9597,16.1074,0.19422,0.13233
94.6309,16.1074,0.22773,0.11474
95.302,16.1074,0.22246,0.11946
95.9732,16.1074,0.16039,0.15644
96.6443,16.1074,0.27294,0.09701
97.3154,16.1074,0.21593,0.13223
97.9866,16.1074,0.17601,0.15831
98.6577,16.1074,0.27061,0.10989
99.3289,16.1074,0.25558,0.12243
100.0,16.1074,0.22423,0.14396
0.0,16.7785,0.14403,0.31991
0.6711,16.7785,0.10517,0.34787
1.3423,16.7785,0.16839,0.31931
2.0134,16.7785,0.14201,0.34077
2.6846,16.7785,0.16008,0.33792
3.3557,16.7785,0.08171,0.38909
4.0268,16.7785,0.07741,0.39968
4.698,16.7785,0.04275,0.42774
5.3691,16.7785,0.11323,0.39811
6.0403,16.7785,0.1293,0.39945
6.7114,16.7785,0.12191,0.41461
7.3826,16.7785,0.02869,0.47824
8.0537,16.7785,0.08716,0.45844
8.7248,16.7785,0.04325,0.49631
9.396,16.7785,0.11798,0.46907
10.0671,16.7785,0.10897,0.48907
