normalized_state,two_theta_deg,relative_intensity_au
0.2783,18.2475,0.083137
0.2783,18.3712,0.075493
0.2783,18.495,0.113995
0.2783,18.6187,0.058493
0.2783,18.7425,0.10131
0.2783,18.8662,0.05741
0.2783,18.99,0.074228
0.2783,19.1137,0.082144
0.2783,19.2375,0.07911
0.2783,19.3612,0.061685
0.2783,19.4849,0.046171
0.2783,19.6087,0.0798
0.2783,19.7324,0.054087
0.2783,19.8562,0.071308
0.2783,19.9799,0.058255
0.2783,20.1037,0.04286
0.2783,20.2274,0.034567
0.2783,20.3512,0.040142
0.2783,20.4749,0.059275
0.2783,20.5987,0.075104
0.2783,20.7224,0.056375
0.2783,20.8462,0.057413
0.2783,20.9699,0.035256
0.2783,21.0936,0.038579
0.2783,21.2174,0.031591
0.2783,21.3411,0.044591
0.2783,21.4649,0.061578
0.2783,21.5886,0.056158
0.2783,21.7124,0.048557
0.2783,21.8361,0.024749
0.2783,21.9599,0.052963
0.2783,22.0836,0.047993
0.2783,22.2074,0.021429
0.2783,22.3311,0.056698
0.2783,22.4548,0.060907
0.2783,22.5786,0.070631
0.2783,22.7023,0.074095
0.2783,22.8261,0.050799
0.2783,22.9498,0.054051
0.2783,23.0736,0.060845
0.2783,23.1973,0.052516
0.2783,23.3211,0.094439
0.2783,23.4448,0.078654
0.2783,23.5686,0.071069
0.2783,23.6923,0.07785
0.2783,23.8161,0.070745
0.2783,23.9398,0.105976
0.2783,24.0635,0.069663
0.2783,24.1873,0.131103
0.2783,24.311,0.169913
0.2783,24.4348,0.241959
0.2783,24.5585,0.373901
0.2783,24.6823,0.558782
0.2783,24.806,0.768117
0.2783,24.9298,0.972115
0.2783,25.0535,1.099216
0.2783,25.1773,1.151016
0.2783,25.301,1.078869
0.2783,25.4247,0.863532
0.2783,25.5485,0.674735
0.2783,25.6722,0.470187
0.2783,25.796,0.3217
0.2783,25.9197,0.19692
0.2783,26.0435,0.121444
0.2783,26.1672,0.080334
0.2783,26.291,0.056995
0.2783,26.4147,0.053466
0.2783,26.5385,0.065982
0.2783,26.6622,0.046962
0.2783,26.786,0.06043
0.2783,26.9097,0.044814
0.2783,27.0334,0.029481
0.2783,27.1572,0.026155
0.2783,27.2809,0.059729
0.2783,27.4047,0.035733
0.2783,27.5284,0.05215
0.2783,27.6522,0.035596
0.2783,27.7759,0.039448
0.2783,27.8997,0.029014
0.2783,28.0234,0.041586
0.2783,28.1472,0.039051
0.2783,28.2709,0.065067
0.2783,28.3946,0.073236
0.2783,28.5184,0.051918
0.2783,28.6421,0.042331
0.2783,28.7659,0.05127
0.2783,28.8896,0.067609
0.2783,29.0134,0.035039
0.2783,29.1371,0.072275
0.2783,29.2609,0.076337
0.2783,29.3846,0.076431
0.2783,29.5084,0.076049
0.2783,29.6321,0.074571
0.2783,29.7559,0.080697
0.2783,29.8796,0.080751
0.2783,30.0033,0.077238
0.2783,30.1271,0.077271
0.2783,30.2508,0.080885
0.2783,30.3746,0.085083
0.2783,30.4983,0.087859
0.2783,30.6221,0.08526
0.2783,30.7458,0.068695
0.2783,30.8696,0.089981
0.2783,30.9933,0.106007
0.2783,31.1171,0.060913
0.2783,31.2408,0.099288
0.2783,31.3645,0.092803
0.2783,31.4883,0.072427
0.2783,31.612,0.061408
0.2783,31.7358,0.087804
0.2783,31.8595,0.067301
0.2783,31.9833,0.055598
0.2783,32.107,0.067336
0.2783,32.2308,0.061227
0.2783,32.3545,0.074675
0.2783,32.4783,0.057009
0.2783,32.602,0.038381
0.2783,32.7258,0.032906
0.2783,32.8495,0.063547
0.2783,32.9732,0.059405
0.2783,33.097,0.067309
0.2783,33.2207,0.033179
0.2783,33.3445,0.09095
0.2783,33.4682,0.097368
0.2783,33.592,0.16118
0.2783,33.7157,0.214644
0.2783,33.8395,0.262082
0.2783,33.9632,0.337497
0.2783,34.087,0.441319
0.2783,34.2107,0.543959
0.2783,34.3344,0.595132
0.2783,34.4582,0.699183
0.2783,34.5819,0.750554
0.2783,34.7057,0.731639
0.2783,34.8294,0.754037
0.2783,34.9532,0.705917
0.2783,35.0769,0.654179
0.2783,35.2007,0.569396
0.2783,35.3244,0.480065
0.2783,35.4482,0.405916
0.2783,35.5719,0.292324
0.2783,35.6957,0.236874
0.2783,35.8194,0.199222
0.2783,35.9431,0.160128
0.2783,36.0669,0.107227
0.2783,36.1906,0.133996
0.2783,36.3144,0.08601
0.2783,36.4381,0.101929
0.2783,36.5619,0.075168
0.2783,36.6856,0.084561
0.2783,36.8094,0.059074
0.2783,36.9331,0.079807
0.2783,37.0569,0.09194
0.2783,37.1806,0.080624
0.2783,37.3043,0.07901
0.2783,37.4281,0.076988
0.2783,37.5518,0.068086
0.2783,37.6756,0.053404
0.2783,37.7993,0.059473
0.2783,37.9231,0.065688
0.2783,38.0468,0.059777
0.2783,38.1706,0.059646
0.2783,38.2943,0.060999
0.2783,38.4181,0.049562
0.2783,38.5418,0.05962
0.2783,38.6656,0.049343
0.2783,38.7893,0.072116
0.2783,38.913,0.052034
0.2783,39.0368,0.071251
0.2783,39.1605,0.033455
0.2783,39.2843,0.044143
0.2783,39.408,0.057936
0.2783,39.5318,0.037227
0.2783,39.6555,0.027357
0.2783,39.7793,0.055961
0.2783,39.903,0.046101
0.2783,40.0268,0.032741
0.2783,40.1505,0.044424
0.2783,40.2742,0.046035
0.2783,40.398,0.05855
0.2783,40.5217,0.054325
0.2783,40.6455,0.058797
0.2783,40.7692,0.066706
0.2783,40.893,0.057491
0.2783,41.0167,0.089269
0.2783,41.1405,0.066232
0.2783,41.2642,0.048035
0.2783,41.388,0.05604
0.2783,41.5117,0.067163
0.2783,41.6355,0.066941
0.2783,41.7592,0.056027
0.2783,41.8829,0.092064
0.2783,42.0067,0.055208
0.2783,42.1304,0.076888
0.2783,42.2542,0.09307
0.2783,42.3779,0.069245
0.2783,42.5017,0.091116
0.2783,42.6254,0.082718
0.2783,42.7492,0.085142
0.2783,42.8729,0.087601
0.2783,42.9967,0.06669
0.2783,43.1204,0.094762
0.2783,43.2441,0.064828
0.2783,43.3679,0.082321
0.2783,43.4916,0.054376
0.2783,43.6154,0.082887
0.2783,43.7391,0.072271
0.2783,43.8629,0.080844
0.2783,43.9866,0.070065
0.2783,44.1104,0.065553
0.2783,44.2341,0.061239
0.2783,44.3579,0.076011
0.2783,44.4816,0.053634
0.2783,44.6054,0.043199
0.2783,44.7291,0.049948
0.2783,44.8528,0.039459
0.2783,44.9766,0.05411
0.2783,45.1003,0.0
0.2783,45.2241,0.052166
0.2783,45.3478,0.050456
0.2783,45.4716,0.02214
0.2783,45.5953,0.054608
0.2783,45.7191,0.078936
0.2783,45.8428,0.087556
0.2783,45.9666,0.104382
0.2783,46.0903,0.132509
0.2783,46.214,0.169835
0.2783,46.3378,0.248197
0.2783,46.4615,0.286031
0.2783,46.5853,0.330315
0.2783,46.709,0.322806
0.2783,46.8328,0.371168
0.2783,46.9565,0.336806
0.2783,47.0803,0.313491
0.2783,47.204,0.290412
0.2783,47.3278,0.224247
0.2783,47.4515,0.18547
0.2783,47.5753,0.152577
0.2783,47.699,0.120575
0.2783,47.8227,0.08742
0.2783,47.9465,0.098826
0.2783,48.0702,0.078303
0.2783,48.194,0.10811
0.2783,48.3177,0.080438
0.2783,48.4415,0.06113
0.2783,48.5652,0.096229
0.2783,48.689,0.064438
0.2783,48.8127,0.090208
0.2783,48.9365,0.077811
0.2783,49.0602,0.079409
0.2783,49.1839,0.077531
0.2783,49.3077,0.085924
0.2783,49.4314,0.076244
0.2783,49.5552,0.051224
0.2783,49.6789,0.062818
0.2783,49.8027,0.059167
0.2783,49.9264,0.070055
0.2783,50.0502,0.066239
0.2783,50.1739,0.065819
0.2783,50.2977,0.070788
0.2783,50.4214,0.0709
0.2783,50.5452,0.022884
0.2783,50.6689,0.059955
0.2783,50.7926,0.070506
0.2783,50.9164,0.024425
0.2783,51.0401,0.05283
0.2783,51.1639,0.052066
0.2783,51.2876,0.037344
0.2783,51.4114,0.048705
0.2783,51.5351,0.051162
0.2783,51.6589,0.039091
0.2783,51.7826,0.033218
0.2783,51.9064,0.049677
0.2783,52.0301,0.049839
0.2783,52.1538,0.046387
0.2783,52.2776,0.061156
0.2783,52.4013,0.054905
0.2783,52.5251,0.046717
0.2783,52.6488,0.05741
0.2783,52.7726,0.060758
0.2783,52.8963,0.07389
0.2783,53.0201,0.064442
0.2783,53.1438,0.089628
0.2783,53.2676,0.065857
0.2783,53.3913,0.078684
0.2783,53.5151,0.060771
0.2783,53.6388,0.088278
0.2783,53.7625,0.049359
0.2783,53.8863,0.089887
0.2783,54.01,0.070997
0.2783,54.1338,0.085406
0.2783,54.2575,0.089573
0.2783,54.3813,0.102813
0.2783,54.505,0.089446
0.2783,54.6288,0.062431
0.2783,54.7525,0.076041
0.2783,54.8763,0.056917
0.2783,55.0,0.07968
0.287,18.0,0.055939
0.287,18.1237,0.096353
0.287,18.2475,0.09236
0.287,18.3712,0.069869
0.287,18.495,0.081816
0.287,18.6187,0.076869
0.287,18.7425,0.079964
0.287,18.8662,0.075283
0.287,18.99,0.082339
0.287,19.1137,0.082063
0.287,19.2375,0.083513
0.287,19.3612,0.069793
0.287,19.4849,0.060756
0.287,19.6087,0.053122
0.287,19.7324,0.071223
0.287,19.8562,0.056899
0.287,19.9799,0.059191
0.287,20.1037,0.063455
0.287,20.2274,0.055377
0.287,20.3512,0.071737
0.287,20.4749,0.057596
0.287,20.5987,0.070961
0.287,20.7224,0.073243
0.287,20.8462,0.04318
0.287,20.9699,0.068588
0.287,21.0936,0.069719
0.287,21.2174,0.056068
0.287,21.3411,0.040025
0.287,21.4649,0.03328
0.287,21.5886,0.016173
0.287,21.7124,0.058621
0.287,21.8361,0.057213
0.287,21.9599,0.070218
0.287,22.0836,0.060888
0.287,22.2074,0.062828
0.287,22.3311,0.052073
0.287,22.4548,0.045155
0.287,22.5786,0.069403
0.287,22.7023,0.077282
0.287,22.8261,0.069339
0.287,22.9498,0.052544
0.287,23.0736,0.08984
0.287,23.1973,0.073133
0.287,23.3211,0.058675
0.287,23.4448,0.052172
0.287,23.5686,0.060215
0.287,23.6923,0.066588
0.287,23.8161,0.051215
0.287,23.9398,0.084813
0.287,24.0635,0.112492
0.287,24.1873,0.102887
0.287,24.311,0.15986
0.287,24.4348,0.225857
0.287,24.5585,0.346748
0.287,24.6823,0.544545
0.287,24.806,0.761439
0.287,24.9298,0.939666
0.287,25.0535,1.06737
0.287,25.1773,1.126046
0.287,25.301,1.056655
0.287,25.4247,0.939767
0.287,25.5485,0.720136
0.287,25.6722,0.515429
0.287,25.796,0.336655
0.287,25.9197,0.194576
0.287,26.0435,0.128017
0.287,26.1672,0.084025
0.287,26.291,0.064485
0.287,26.4147,0.078689
0.287,26.5385,0.050088
0.287,26.6622,0.056645
0.287,26.786,0.071869
0.287,26.9097,0.033155
0.287,27.0334,0.039576
0.287,27.1572,0.06336
0.287,27.2809,0.05061
0.287,27.4047,0.05418
0.287,27.5284,0.043984
0.287,27.6522,0.047163
0.287,27.7759,0.032755
0.287,27.8997,0.059149
0.287,28.0234,0.044055
0.287,28.1472,0.045572
0.287,28.2709,0.049278
0.287,28.3946,0.022775
0.287,28.5184,0.051408
0.287,28.6421,0.058059
0.287,28.7659,0.078697
0.287,28.8896,0.073303
0.287,29.0134,0.056813
0.287,29.1371,0.061189
0.287,29.2609,0.071047
0.287,29.3846,0.05683
0.287,29.5084,0.055173
0.287,29.6321,0.083731
0.287,29.7559,0.070609
0.287,29.8796,0.094923
0.287,30.0033,0.076315
0.287,30.1271,0.082323
0.287,30.2508,0.082057
0.287,30.3746,0.080025
0.287,30.4983,0.087796
0.287,30.6221,0.077299
0.287,30.7458,0.064729
0.287,30.8696,0.063325
0.287,30.9933,0.071217
0.287,31.1171,0.066506
0.287,31.2408,0.077852
0.287,31.3645,0.082324
0.287,31.4883,0.065173
0.287,31.612,0.079653
0.287,31.7358,0.052287
0.287,31.8595,0.056682
0.287,31.9833,0.068054
0.287,32.107,0.034736
0.287,32.2308,0.064358
0.287,32.3545,0.029167
0.287,32.4783,0.05443
0.287,32.602,0.067015
0.287,32.7258,0.052255
0.287,32.8495,0.047545
0.287,32.9732,0.053931
0.287,33.097,0.081369
0.287,33.2207,0.063621
0.287,33.3445,0.081585
0.287,33.4682,0.126849
0.287,33.592,0.151693
0.287,33.7157,0.206234
0.287,33.8395,0.248374
0.287,33.9632,0.350007
0.287,34.087,0.448123
0.287,34.2107,0.526573
0.287,34.3344,0.617825
0.287,34.4582,0.683998
0.287,34.5819,0.730575
0.287,34.7057,0.785162
0.287,34.8294,0.74535
0.287,34.9532,0.727222
0.287,35.0769,0.594361
0.287,35.2007,0.563185
0.287,35.3244,0.490448
0.287,35.4482,0.375812
0.287,35.5719,0.31247
0.287,35.6957,0.237126
0.287,35.8194,0.185732
0.287,35.9431,0.145167
0.287,36.0669,0.118953
0.287,36.1906,0.094248
0.287,36.3144,0.117679
0.287,36.4381,0.088568
0.287,36.5619,0.093191
0.287,36.6856,0.070308
0.287,36.8094,0.097948
0.287,36.9331,0.089472
0.287,37.0569,0.078586
0.287,37.1806,0.085031
0.287,37.3043,0.075692
0.287,37.4281,0.056908
0.287,37.5518,0.085712
0.287,37.6756,0.078026
0.287,37.7993,0.065781
0.287,37.9231,0.072738
0.287,38.0468,0.034678
0.287,38.1706,0.057385
0.287,38.2943,0.076843
0.287,38.4181,0.05884
0.287,38.5418,0.064464
0.287,38.6656,0.056691
0.287,38.7893,0.06565
0.287,38.913,0.053712
0.287,39.0368,0.030352
0.287,39.1605,0.060258
0.287,39.2843,0.053017
0.287,39.408,0.048054
0.287,39.5318,0.029054
0.287,39.6555,0.053008
0.287,39.7793,0.070566
0.287,39.903,0.040028
0.287,40.0268,0.016711
0.287,40.1505,0.04697
0.287,40.2742,0.05284
0.287,40.398,0.064661
0.287,40.5217,0.064457
0.287,40.6455,0.05465
0.287,40.7692,0.057022
0.287,40.893,0.082733
0.287,41.0167,0.071517
0.287,41.1405,0.076493
0.287,41.2642,0.045682
0.287,41.388,0.104282
0.287,41.5117,0.07522
0.287,41.6355,0.089902
0.287,41.7592,0.068009
0.287,41.8829,0.071788
0.287,42.0067,0.073044
0.287,42.1304,0.095597
0.287,42.2542,0.089984
0.287,42.3779,0.066705
0.287,42.5017,0.077597
0.287,42.6254,0.071914
0.287,42.7492,0.075362
0.287,42.8729,0.074885
0.287,42.9967,0.087508
0.287,43.1204,0.060865
0.287,43.2441,0.081845
0.287,43.3679,0.056915
0.287,43.4916,0.077649
0.287,43.6154,0.08502
0.287,43.7391,0.057182
0.287,43.8629,0.076625
0.287,43.9866,0.080163
0.287,44.1104,0.058905
0.287,44.2341,0.048701
0.287,44.3579,0.06303
0.287,44.4816,0.065082
0.287,44.6054,0.053573
0.287,44.7291,0.03574
0.287,44.8528,0.046381
0.287,44.9766,0.069444
0.287,45.1003,0.047555
0.287,45.2241,0.053715
0.287,45.3478,0.064932
0.287,45.4716,0.056061
0.287,45.5953,0.075973
0.287,45.7191,0.064336
0.287,45.8428,0.091295
0.287,45.9666,0.131898
0.287,46.0903,0.169492
0.287,46.214,0.16186
0.287,46.3378,0.262857
0.287,46.4615,0.30721
0.287,46.5853,0.339669
0.287,46.709,0.341333
0.287,46.8328,0.355367
0.287,46.9565,0.325022
0.287,47.0803,0.330882
0.287,47.204,0.289858
0.287,47.3278,0.242714
0.287,47.4515,0.171911
0.287,47.5753,0.183021
0.287,47.699,0.126786
0.287,47.8227,0.116933
0.287,47.9465,0.092344
0.287,48.0702,0.103273
0.287,48.194,0.07525
0.287,48.3177,0.102702
0.287,48.4415,0.097344
0.287,48.5652,0.084999
0.287,48.689,0.072403
0.287,48.8127,0.084631
0.287,48.9365,0.077666
0.287,49.0602,0.105837
0.287,49.1839,0.069027
0.287,49.3077,0.0583
0.287,49.4314,0.073915
0.287,49.5552,0.07158
0.287,49.6789,0.071
0.287,49.8027,0.07352
0.287,49.9264,0.045065
0.287,50.0502,0.058837
0.287,50.1739,0.066444
0.287,50.2977,0.041327
0.287,50.4214,0.061907
0.287,50.5452,0.042263
0.287,50.6689,0.048039
0.287,50.7926,0.0561
0.287,50.9164,0.063647
0.287,51.0401,0.040101
0.287,51.1639,0.049645
0.287,51.2876,0.06065
0.287,51.4114,0.038534
0.287,51.5351,0.030485
0.287,51.6589,0.023421
0.287,51.7826,0.055249
0.287,51.9064,0.031585
0.287,52.0301,0.047455
0.287,52.1538,0.043129
0.287,52.2776,0.040513
0.287,52.4013,0.06019
0.287,52.5251,0.067397
0.287,52.6488,0.053528
0.287,52.7726,0.070439
0.287,52.8963,0.057376
0.287,53.0201,0.063083
0.287,53.1438,0.024256
0.287,53.2676,0.082634
0.287,53.3913,0.080406
0.287,53.5151,0.05362
0.287,53.6388,0.069916
0.287,53.7625,0.080298
0.287,53.8863,0.088664
0.287,54.01,0.074568
0.287,54.1338,0.047703
0.287,54.2575,0.108672
0.287,54.3813,0.058736
0.287,54.505,0.066391
0.287,54.6288,0.083312
0.287,54.7525,0.105115
0.287,54.8763,0.085968
0.287,55.0,0.096839
0.2957,18.0,0.076506
0.2957,18.1237,0.063958
0.2957,18.2475,0.080989
0.2957,18.3712,0.084791
0.2957,18.495,0.052947
0.2957,18.6187,0.082681
0.2957,18.7425,0.074447
0.2957,18.8662,0.0892
0.2957,18.99,0.080227
0.2957,19.1137,0.083127
0.2957,19.2375,0.067909
0.2957,19.3612,0.069876
0.2957,19.4849,0.072254
0.2957,19.6087,0.053957
0.2957,19.7324,0.079005
0.2957,19.8562,0.044067
0.2957,19.9799,0.042351
0.2957,20.1037,0.061635
0.2957,20.2274,0.060524
0.2957,20.3512,0.064109
0.2957,20.4749,0.082071
0.2957,20.5987,0.068738
0.2957,20.7224,0.060825
0.2957,20.8462,0.048007
0.2957,20.9699,0.034149
0.2957,21.0936,0.055899
0.2957,21.2174,0.043383
0.2957,21.3411,0.030121
0.2957,21.4649,0.028746
0.2957,21.5886,0.031178
0.2957,21.7124,0.037903
0.2957,21.8361,0.041831
0.2957,21.9599,0.060608
0.2957,22.0836,0.068965
0.2957,22.2074,0.063687
0.2957,22.3311,0.065015
0.2957,22.4548,0.05433
0.2957,22.5786,0.059035
0.2957,22.7023,0.055764
0.2957,22.8261,0.069313
0.2957,22.9498,0.079179
0.2957,23.0736,0.084789
0.2957,23.1973,0.090992
0.2957,23.3211,0.0903
0.2957,23.4448,0.059539
0.2957,23.5686,0.096303
0.2957,23.6923,0.075746
0.2957,23.8161,0.06101
0.2957,23.9398,0.069149
0.2957,24.0635,0.07877
0.2957,24.1873,0.104766
0.2957,24.311,0.165175
0.2957,24.4348,0.200426
0.2957,24.5585,0.351234
0.2957,24.6823,0.505795
0.2957,24.806,0.692348
0.2957,24.9298,0.887682
0.2957,25.0535,1.071978
0.2957,25.1773,1.125188
0.2957,25.301,1.089322
0.2957,25.4247,0.94279
0.2957,25.5485,0.760683
0.2957,25.6722,0.546849
0.2957,25.796,0.376494
0.2957,25.9197,0.232536
0.2957,26.0435,0.141004
0.2957,26.1672,0.11606
0.2957,26.291,0.068535
0.2957,26.4147,0.062426
0.2957,26.5385,0.032397
0.2957,26.6622,0.052268
0.2957,26.786,0.072694
0.2957,26.9097,0.043089
0.2957,27.0334,0.038896
0.2957,27.1572,0.063662
0.2957,27.2809,0.057489
0.2957,27.4047,0.038749
0.2957,27.5284,0.075434
0.2957,27.6522,0.035997
0.2957,27.7759,0.032353
0.2957,27.8997,0.047352
0.2957,28.0234,0.042196
0.2957,28.1472,0.05747
0.2957,28.2709,0.034454
0.2957,28.3946,0.026161
0.2957,28.5184,0.073896
0.2957,28.6421,0.060014
0.2957,28.7659,0.053343
0.2957,28.8896,0.049837
0.2957,29.0134,0.048123
0.2957,29.1371,0.072737
0.2957,29.2609,0.058293
0.2957,29.3846,0.055961
0.2957,29.5084,0.076677
0.2957,29.6321,0.073323
0.2957,29.7559,0.090824
0.2957,29.8796,0.072826
0.2957,30.0033,0.060984
0.2957,30.1271,0.077649
0.2957,30.2508,0.072549
0.2957,30.3746,0.081693
0.2957,30.4983,0.094093
0.2957,30.6221,0.071171
0.2957,30.7458,0.082475
0.2957,30.8696,0.076063
0.2957,30.9933,0.06054
0.2957,31.1171,0.068964
0.2957,31.2408,0.071909
0.2957,31.3645,0.074641
0.2957,31.4883,0.094388
0.2957,31.612,0.067758
0.2957,31.7358,0.055295
0.2957,31.8595,0.048259
0.2957,31.9833,0.066329
0.2957,32.107,0.057993
0.2957,32.2308,0.057342
0.2957,32.3545,0.045994
0.2957,32.4783,0.065157
0.2957,32.602,0.069807
0.2957,32.7258,0.078677
0.2957,32.8495,0.08329
0.2957,32.9732,0.054411
0.2957,33.097,0.058716
0.2957,33.2207,0.096615
0.2957,33.3445,0.089395
0.2957,33.4682,0.111451
0.2957,33.592,0.145841
0.2957,33.7157,0.228054
0.2957,33.8395,0.301238
0.2957,33.9632,0.360693
0.2957,34.087,0.418808
0.2957,34.2107,0.538454
0.2957,34.3344,0.606023
0.2957,34.4582,0.728887
0.2957,34.5819,0.732935
0.2957,34.7057,0.749109
0.2957,34.8294,0.757384
0.2957,34.9532,0.708322
0.2957,35.0769,0.629096
0.2957,35.2007,0.543891
0.2957,35.3244,0.45575
0.2957,35.4482,0.374499
0.2957,35.5719,0.310766
0.2957,35.6957,0.23928
0.2957,35.8194,0.201474
0.2957,35.9431,0.139693
0.2957,36.0669,0.138648
0.2957,36.1906,0.095608
0.2957,36.3144,0.097593
0.2957,36.4381,0.104799
0.2957,36.5619,0.076735
0.2957,36.6856,0.067006
0.2957,36.8094,0.085761
0.2957,36.9331,0.088535
0.2957,37.0569,0.07128
0.2957,37.1806,0.085675
0.2957,37.3043,0.0673
0.2957,37.4281,0.080891
0.2957,37.5518,0.062129
0.2957,37.6756,0.049871
0.2957,37.7993,0.068372
0.2957,37.9231,0.058644
0.2957,38.0468,0.060463
0.2957,38.1706,0.071478
0.2957,38.2943,0.051286
0.2957,38.4181,0.060515
0.2957,38.5418,0.052352
0.2957,38.6656,0.064535
0.2957,38.7893,0.049023
0.2957,38.913,0.051778
0.2957,39.0368,0.065949
0.2957,39.1605,0.06339
0.2957,39.2843,0.024373
0.2957,39.408,0.046358
0.2957,39.5318,0.078704
0.2957,39.6555,0.051108
0.2957,39.7793,0.03967
0.2957,39.903,0.063039
0.2957,40.0268,0.055467
0.2957,40.1505,0.058144
0.2957,40.2742,0.049208
0.2957,40.398,0.029316
0.2957,40.5217,0.051589
0.2957,40.6455,0.067244
0.2957,40.7692,0.070687
0.2957,40.893,0.064131
0.2957,41.0167,0.041597
0.2957,41.1405,0.067904
0.2957,41.2642,0.087262
0.2957,41.388,0.080768
0.2957,41.5117,0.058269
0.2957,41.6355,0.060248
0.2957,41.7592,0.065816
0.2957,41.8829,0.071857
0.2957,42.0067,0.075045
0.2957,42.1304,0.09195
0.2957,42.2542,0.079099
0.2957,42.3779,0.083687
0.2957,42.5017,0.093939
0.2957,42.6254,0.092749
0.2957,42.7492,0.051996
0.2957,42.8729,0.044762
0.2957,42.9967,0.043882
0.2957,43.1204,0.080038
0.2957,43.2441,0.068126
0.2957,43.3679,0.093209
0.2957,43.4916,0.063193
0.2957,43.6154,0.082809
0.2957,43.7391,0.036714
0.2957,43.8629,0.065826
0.2957,43.9866,0.054889
0.2957,44.1104,0.043529
0.2957,44.2341,0.046671
0.2957,44.3579,0.043734
0.2957,44.4816,0.076744
0.2957,44.6054,0.038364
0.2957,44.7291,0.05915
0.2957,44.8528,0.059329
0.2957,44.9766,0.03081
0.2957,45.1003,0.059056
0.2957,45.2241,0.038087
0.2957,45.3478,0.041153
0.2957,45.4716,0.06873
0.2957,45.5953,0.044043
0.2957,45.7191,0.059111
0.2957,45.8428,0.086565
0.2957,45.9666,0.118474
0.2957,46.0903,0.163757
0.2957,46.214,0.197452
0.2957,46.3378,0.234628
0.2957,46.4615,0.302677
0.2957,46.5853,0.349464
0.2957,46.709,0.346152
0.2957,46.8328,0.361092
0.2957,46.9565,0.371308
0.2957,47.0803,0.315703
0.2957,47.204,0.275072
0.2957,47.3278,0.228517
0.2957,47.4515,0.202229
0.2957,47.5753,0.151608
0.2957,47.699,0.13686
0.2957,47.8227,0.104096
0.2957,47.9465,0.074503
0.2957,48.0702,0.083367
0.2957,48.194,0.067678
0.2957,48.3177,0.063719
0.2957,48.4415,0.095816
0.2957,48.5652,0.073163
0.2957,48.689,0.083029
0.2957,48.8127,0.062924
0.2957,48.9365,0.086809
0.2957,49.0602,0.10303
0.2957,49.1839,0.081593
0.2957,49.3077,0.088263
0.2957,49.4314,0.060224
0.2957,49.5552,0.072549
0.2957,49.6789,0.059291
0.2957,49.8027,0.073067
0.2957,49.9264,0.065964
0.2957,50.0502,0.060385
0.2957,50.1739,0.073395
0.2957,50.2977,0.044491
0.2957,50.4214,0.045067
0.2957,50.5452,0.033192
0.2957,50.6689,0.07234
0.2957,50.7926,0.070853
0.2957,50.9164,0.048017
0.2957,51.0401,0.05457
0.2957,51.1639,0.028498
0.2957,51.2876,0.034332
0.2957,51.4114,0.029661
0.2957,51.5351,0.028079
0.2957,51.6589,0.045812
0.2957,51.7826,0.052202
0.2957,51.9064,0.059425
0.2957,52.0301,0.048286
0.2957,52.1538,0.046571
0.2957,52.2776,0.057355
0.2957,52.4013,0.067202
0.2957,52.5251,0.025853
0.2957,52.6488,0.058604
0.2957,52.7726,0.064396
0.2957,52.8963,0.035163
0.2957,53.0201,0.078952
0.2957,53.1438,0.074734
0.2957,53.2676,0.068834
0.2957,53.3913,0.078801
0.2957,53.5151,0.056589
0.2957,53.6388,0.083018
0.2957,53.7625,0.061884
0.2957,53.8863,0.079534
0.2957,54.01,0.092271
0.2957,54.1338,0.088982
0.2957,54.2575,0.089807
0.2957,54.3813,0.074002
0.2957,54.505,0.08701
0.2957,54.6288,0.077797
0.2957,54.7525,0.069512
0.2957,54.8763,0.078526
0.2957,55.0,0.067295
0.3043,18.0,0.068009
0.3043,18.1237,0.105351
0.3043,18.2475,0.081383
0.3043,18.3712,0.084473
0.3043,18.495,0.05119
0.3043,18.6187,0.074784
0.3043,18.7425,0.079469
0.3043,18.8662,0.098324
0.3043,18.99,0.084696
0.3043,19.1137,0.088414
0.3043,19.2375,0.053017
0.3043,19.3612,0.067687
0.3043,19.4849,0.064778
0.3043,19.6087,0.062141
0.3043,19.7324,0.076122
0.3043,19.8562,0.069656
0.3043,19.9799,0.046174
0.3043,20.1037,0.060529
0.3043,20.2274,0.036811
0.3043,20.3512,0.069813
0.3043,20.4749,0.057101
0.3043,20.5987,0.031837
0.3043,20.7224,0.026184
0.3043,20.8462,0.026809
0.3043,20.9699,0.038315
0.3043,21.0936,0.025567
0.3043,21.2174,0.054652
0.3043,21.3411,0.049969
0.3043,21.4649,0.050587
0.3043,21.5886,0.052692
0.3043,21.7124,0.03786
0.3043,21.8361,0.063381
0.3043,21.9599,0.031895
0.3043,22.0836,0.046395
0.3043,22.2074,0.05861
0.3043,22.3311,0.070328
0.3043,22.4548,0.072551
0.3043,22.5786,0.050943
0.3043,22.7023,0.046869
0.3043,22.8261,0.039919
0.3043,22.9498,0.071828
0.3043,23.0736,0.0807
0.3043,23.1973,0.069487
0.3043,23.3211,0.069009
0.3043,23.4448,0.091859
0.3043,23.5686,0.063744
0.3043,23.6923,0.071024
0.3043,23.8161,0.086329
0.3043,23.9398,0.090545
0.3043,24.0635,0.093245
0.3043,24.1873,0.096474
0.3043,24.311,0.149022
0.3043,24.4348,0.203898
0.3043,24.5585,0.312779
0.3043,24.6823,0.475074
0.3043,24.806,0.639754
0.3043,24.9298,0.863093
0.3043,25.0535,1.0176
0.3043,25.1773,1.097781
0.3043,25.301,1.091719
