cycle,direction,capacity_mAh_g,voltage_V,cycling_endpoint_mAh_g
100,discharge,142.288155,3.653694,181.92557
100,discharge,143.304499,3.646456,181.92557
100,discharge,144.320843,3.63907,181.92557
100,discharge,145.337187,3.631532,181.92557
100,discharge,146.353531,3.623836,181.92557
100,discharge,147.369875,3.615976,181.92557
100,discharge,148.386219,3.607948,181.92557
100,discharge,149.402563,3.599744,181.92557
100,discharge,150.418907,3.591359,181.92557
100,discharge,151.435251,3.582787,181.92557
100,discharge,152.451595,3.574021,181.92557
100,discharge,153.467939,3.565055,181.92557
100,discharge,154.484283,3.555881,181.92557
100,discharge,155.500627,3.546493,181.92557
100,discharge,156.516971,3.536884,181.92557
100,discharge,157.533315,3.527046,181.92557
100,discharge,158.549659,3.516972,181.92557
100,discharge,159.566003,3.506654,181.92557
100,discharge,160.582347,3.496085,181.92557
100,discharge,161.598691,3.485255,181.92557
100,discharge,162.615035,3.474158,181.92557
100,discharge,163.631379,3.462783,181.92557
100,discharge,164.647723,3.451123,181.92557
100,discharge,165.664067,3.439169,181.92557
100,discharge,166.680411,3.426911,181.92557
100,discharge,167.696754,3.414339,181.92557
100,discharge,168.713098,3.401445,181.92557
100,discharge,169.729442,3.388218,181.92557
100,discharge,170.745786,3.374649,181.92557
100,discharge,171.76213,3.360726,181.92557
100,discharge,172.778474,3.346439,181.92557
100,discharge,173.794818,3.331778,181.92557
100,discharge,174.811162,3.31673,181.92557
100,discharge,175.827506,3.301286,181.92557
100,discharge,176.84385,3.285432,181.92557
100,discharge,177.860194,3.269157,181.92557
100,discharge,178.876538,3.25245,181.92557
100,discharge,179.892882,3.235296,181.92557
100,discharge,180.909226,3.217684,181.92557
100,discharge,181.92557,3.1996,181.92557
300,charge,0.0,3.019,177.47247
300,charge,0.991466,3.044081,177.47247
300,charge,1.982933,3.068421,177.47247
300,charge,2.974399,3.092044,177.47247
300,charge,3.965865,3.114975,177.47247
300,charge,4.957332,3.137239,177.47247
300,charge,5.948798,3.158857,177.47247
300,charge,6.940264,3.179853,177.47247
300,charge,7.931731,3.200246,177.47247
300,charge,8.923197,3.220059,177.47247
300,charge,9.914663,3.239311,177.47247
300,charge,10.906129,3.258021,177.47247
300,charge,11.897596,3.276208,177.47247
300,charge,12.889062,3.29389,177.47247
300,charge,13.880528,3.311084,177.47247
300,charge,14.871995,3.327807,177.47247
300,charge,15.863461,3.344074,177.47247
300,charge,16.854927,3.359903,177.47247
300,charge,17.846394,3.375307,177.47247
300,charge,18.83786,3.390301,177.47247
300,charge,19.829326,3.4049,177.47247
300,charge,20.820793,3.419117,177.47247
300,charge,21.812259,3.432965,177.47247
300,charge,22.803725,3.446456,177.47247
300,charge,23.795192,3.459603,177.47247
300,charge,24.786658,3.472418,177.47247
300,charge,25.778124,3.484912,177.47247
300,charge,26.76959,3.497097,177.47247
300,charge,27.761057,3.508982,177.47247
300,charge,28.752523,3.520578,177.47247
300,charge,29.743989,3.531895,177.47247
300,charge,30.735456,3.542942,177.47247
300,charge,31.726922,3.55373,177.47247
300,charge,32.718388,3.564266,177.47247
300,charge,33.709855,3.574559,177.47247
300,charge,34.701321,3.584618,177.47247
300,charge,35.692787,3.594451,177.47247
300,charge,36.684254,3.604065,177.47247
300,charge,37.67572,3.613468,177.47247
300,charge,38.667186,3.622667,177.47247
300,charge,39.658653,3.63167,177.47247
300,charge,40.650119,3.640482,177.47247
300,charge,41.641585,3.649111,177.47247
300,charge,42.633051,3.657563,177.47247
300,charge,43.624518,3.665843,177.47247
300,charge,44.615984,3.673958,177.47247
300,charge,45.60745,3.681914,177.47247
300,charge,46.598917,3.689716,177.47247
300,charge,47.590383,3.697368,177.47247
300,charge,48.581849,3.704877,177.47247
300,charge,49.573316,3.712247,177.47247
300,charge,50.564782,3.719483,177.47247
300,charge,51.556248,3.72659,177.47247
300,charge,52.547715,3.733571,177.47247
300,charge,53.539181,3.740432,177.47247
300,charge,54.530647,3.747177,177.47247
300,charge,55.522114,3.753808,177.47247
300,charge,56.51358,3.760331,177.47247
300,charge,57.505046,3.766749,177.47247
300,charge,58.496512,3.773066,177.47247
300,charge,59.487979,3.779285,177.47247
300,charge,60.479445,3.785409,177.47247
300,charge,61.470911,3.791442,177.47247
300,charge,62.462378,3.797387,177.47247
300,charge,63.453844,3.803246,177.47247
300,charge,64.44531,3.809024,177.47247
300,charge,65.436777,3.814722,177.47247
300,charge,66.428243,3.820343,177.47247
300,charge,67.419709,3.825891,177.47247
300,charge,68.411176,3.831367,177.47247
300,charge,69.402642,3.836773,177.47247
300,charge,70.394108,3.842113,177.47247
300,charge,71.385575,3.847389,177.47247
300,charge,72.377041,3.852603,177.47247
300,charge,73.368507,3.857756,177.47247
300,charge,74.359973,3.862852,177.47247
300,charge,75.35144,3.867891,177.47247
300,charge,76.342906,3.872877,177.47247
300,charge,77.334372,3.87781,177.47247
300,charge,78.325839,3.882693,177.47247
300,charge,79.317305,3.887527,177.47247
300,charge,80.308771,3.892314,177.47247
300,charge,81.300238,3.897056,177.47247
300,charge,82.291704,3.901754,177.47247
300,charge,83.28317,3.906409,177.47247
300,charge,84.274637,3.911024,177.47247
300,charge,85.266103,3.915599,177.47247
300,charge,86.257569,3.920136,177.47247
300,charge,87.249036,3.924636,177.47247
300,charge,88.240502,3.9291,177.47247
300,charge,89.231968,3.933531,177.47247
300,charge,90.223434,3.937928,177.47247
300,charge,91.214901,3.942293,177.47247
300,charge,92.206367,3.946627,177.47247
300,charge,93.197833,3.950931,177.47247
300,charge,94.1893,3.955206,177.47247
300,charge,95.180766,3.959454,177.47247
300,charge,96.172232,3.963675,177.47247
300,charge,97.163699,3.967869,177.47247
300,charge,98.155165,3.972039,177.47247
300,charge,99.146631,3.976184,177.47247
300,charge,100.138098,3.980306,177.47247
300,charge,101.129564,3.984406,177.47247
300,charge,102.12103,3.988483,177.47247
300,charge,103.112497,3.99254,177.47247
300,charge,104.103963,3.996576,177.47247
300,charge,105.095429,4.000592,177.47247
300,charge,106.086895,4.00459,177.47247
300,charge,107.078362,4.008569,177.47247
300,charge,108.069828,4.012531,177.47247
300,charge,109.061294,4.016475,177.47247
300,charge,110.052761,4.020403,177.47247
300,charge,111.044227,4.024315,177.47247
300,charge,112.035693,4.028212,177.47247
300,charge,113.02716,4.032094,177.47247
300,charge,114.018626,4.035961,177.47247
300,charge,115.010092,4.039815,177.47247
300,charge,116.001559,4.043655,177.47247
300,charge,116.993025,4.047482,177.47247
300,charge,117.984491,4.051297,177.47247
300,charge,118.975958,4.0551,177.47247
300,charge,119.967424,4.058891,177.47247
300,charge,120.95889,4.062671,177.47247
300,charge,121.950356,4.06644,177.47247
300,charge,122.941823,4.070198,177.47247
300,charge,123.933289,4.073947,177.47247
300,charge,124.924755,4.077686,177.47247
300,charge,125.916222,4.081415,177.47247
300,charge,126.907688,4.085135,177.47247
300,charge,127.899154,4.088846,177.47247
300,charge,128.890621,4.092549,177.47247
300,charge,129.882087,4.096244,177.47247
300,charge,130.873553,4.09993,177.47247
300,charge,131.86502,4.103609,177.47247
300,charge,132.856486,4.107281,177.47247
300,charge,133.847952,4.110946,177.47247
300,charge,134.839419,4.114603,177.47247
300,charge,135.830885,4.118254,177.47247
300,charge,136.822351,4.121899,177.47247
300,charge,137.813817,4.125537,177.47247
300,charge,138.805284,4.129169,177.47247
300,charge,139.79675,4.132796,177.47247
300,charge,140.788216,4.136417,177.47247
300,charge,141.779683,4.140033,177.47247
300,charge,142.771149,4.143643,177.47247
300,charge,143.762615,4.147248,177.47247
300,charge,144.754082,4.150849,177.47247
300,charge,145.745548,4.154445,177.47247
300,charge,146.737014,4.158036,177.47247
300,charge,147.728481,4.161623,177.47247
300,charge,148.719947,4.165205,177.47247
300,charge,149.711413,4.168784,177.47247
300,charge,150.70288,4.172358,177.47247
300,charge,151.694346,4.175929,177.47247
300,charge,152.685812,4.179496,177.47247
300,charge,153.677278,4.18306,177.47247
300,charge,154.668745,4.18662,177.47247
300,charge,155.660211,4.190177,177.47247
300,charge,156.651677,4.193731,177.47247
300,charge,157.643144,4.197281,177.47247
300,charge,158.63461,4.200829,177.47247
300,charge,159.626076,4.204374,177.47247
300,charge,160.617543,4.207915,177.47247
300,charge,161.609009,4.211455,177.47247
300,charge,162.600475,4.214991,177.47247
300,charge,163.591942,4.218526,177.47247
300,charge,164.583408,4.222057,177.47247
300,charge,165.574874,4.225587,177.47247
300,charge,166.566341,4.229114,177.47247
300,charge,167.557807,4.232639,177.47247
300,charge,168.549273,4.236162,177.47247
300,charge,169.540739,4.239682,177.47247
300,charge,170.532206,4.243201,177.47247
300,charge,171.523672,4.246718,177.47247
300,charge,172.515138,4.250233,177.47247
300,charge,173.506605,4.253747,177.47247
300,charge,174.498071,4.257258,177.47247
300,charge,175.489537,4.260768,177.47247
300,charge,176.481004,4.264277,177.47247
300,charge,177.47247,4.267784,177.47247
300,discharge,0.0,4.2588,177.47247
300,discharge,0.991466,4.254945,177.47247
300,discharge,1.982933,4.251091,177.47247
300,discharge,2.974399,4.247236,177.47247
300,discharge,3.965865,4.243381,177.47247
300,discharge,4.957332,4.239526,177.47247
300,discharge,5.948798,4.235672,177.47247
300,discharge,6.940264,4.231817,177.47247
300,discharge,7.931731,4.227962,177.47247
300,discharge,8.923197,4.224107,177.47247
300,discharge,9.914663,4.220253,177.47247
300,discharge,10.906129,4.216398,177.47247
300,discharge,11.897596,4.212543,177.47247
300,discharge,12.889062,4.208688,177.47247
300,discharge,13.880528,4.204834,177.47247
300,discharge,14.871995,4.200979,177.47247
300,discharge,15.863461,4.197124,177.47247
300,discharge,16.854927,4.193269,177.47247
300,discharge,17.846394,4.189414,177.47247
300,discharge,18.83786,4.18556,177.47247
300,discharge,19.829326,4.181705,177.47247
300,discharge,20.820793,4.17785,177.47247
300,discharge,21.812259,4.173995,177.47247
300,discharge,22.803725,4.170141,177.47247
300,discharge,23.795192,4.166286,177.47247
300,discharge,24.786658,4.162431,177.47247
300,discharge,25.778124,4.158576,177.47247
300,discharge,26.76959,4.154721,177.47247
300,discharge,27.761057,4.150866,177.47247
300,discharge,28.752523,4.147011,177.47247
300,discharge,29.743989,4.143156,177.47247
300,discharge,30.735456,4.139301,177.47247
300,discharge,31.726922,4.135446,177.47247
300,discharge,32.718388,4.131591,177.47247
300,discharge,33.709855,4.127735,177.47247
300,discharge,34.701321,4.12388,177.47247
300,discharge,35.692787,4.120024,177.47247
300,discharge,36.684254,4.116168,177.47247
300,discharge,37.67572,4.112312,177.47247
300,discharge,38.667186,4.108456,177.47247
300,discharge,39.658653,4.1046,177.47247
300,discharge,40.650119,4.100743,177.47247
300,discharge,41.641585,4.096886,177.47247
300,discharge,42.633051,4.093029,177.47247
300,discharge,43.624518,4.089171,177.47247
300,discharge,44.615984,4.085313,177.47247
300,discharge,45.60745,4.081454,177.47247
300,discharge,46.598917,4.077595,177.47247
300,discharge,47.590383,4.073735,177.47247
300,discharge,48.581849,4.069875,177.47247
300,discharge,49.573316,4.066013,177.47247
300,discharge,50.564782,4.062151,177.47247
300,discharge,51.556248,4.058288,177.47247
300,discharge,52.547715,4.054425,177.47247
300,discharge,53.539181,4.050559,177.47247
300,discharge,54.530647,4.046693,177.47247
300,discharge,55.522114,4.042826,177.47247
300,discharge,56.51358,4.038956,177.47247
300,discharge,57.505046,4.035086,177.47247
300,discharge,58.496512,4.031213,177.47247
300,discharge,59.487979,4.027339,177.47247
300,discharge,60.479445,4.023463,177.47247
300,discharge,61.470911,4.019584,177.47247
300,discharge,62.462378,4.015703,177.47247
300,discharge,63.453844,4.01182,177.47247
300,discharge,64.44531,4.007933,177.47247
300,discharge,65.436777,4.004044,177.47247
300,discharge,66.428243,4.000151,177.47247
300,discharge,67.419709,3.996255,177.47247
300,discharge,68.411176,3.992354,177.47247
300,discharge,69.402642,3.98845,177.47247
300,discharge,70.394108,3.984541,177.47247
300,discharge,71.385575,3.980628,177.47247
300,discharge,72.377041,3.976709,177.47247
300,discharge,73.368507,3.972785,177.47247
300,discharge,74.359973,3.968855,177.47247
300,discharge,75.35144,3.964919,177.47247
300,discharge,76.342906,3.960976,177.47247
300,discharge,77.334372,3.957026,177.47247
300,discharge,78.325839,3.953068,177.47247
300,discharge,79.317305,3.949102,177.47247
300,discharge,80.308771,3.945128,177.47247
300,discharge,81.300238,3.941144,177.47247
300,discharge,82.291704,3.937151,177.47247
300,discharge,83.28317,3.933147,177.47247
300,discharge,84.274637,3.929132,177.47247
300,discharge,85.266103,3.925105,177.47247
300,discharge,86.257569,3.921066,177.47247
300,discharge,87.249036,3.917014,177.47247
300,discharge,88.240502,3.912948,177.47247
300,discharge,89.231968,3.908867,177.47247
300,discharge,90.223434,3.904771,177.47247
300,discharge,91.214901,3.900658,177.47247
300,discharge,92.206367,3.896527,177.47247
300,discharge,93.197833,3.892379,177.47247
300,discharge,94.1893,3.888211,177.47247
300,discharge,95.180766,3.884022,177.47247
300,discharge,96.172232,3.879812,177.47247
300,discharge,97.163699,3.875579,177.47247
300,discharge,98.155165,3.871323,177.47247
300,discharge,99.146631,3.867041,177.47247
300,discharge,100.138098,3.862733,177.47247
300,discharge,101.129564,3.858397,177.47247
300,discharge,102.12103,3.854032,177.47247
300,discharge,103.112497,3.849637,177.47247
300,discharge,104.103963,3.845209,177.47247
300,discharge,105.095429,3.840748,177.47247
300,discharge,106.086895,3.836251,177.47247
300,discharge,107.078362,3.831718,177.47247
300,discharge,108.069828,3.827145,177.47247
300,discharge,109.061294,3.822532,177.47247
300,discharge,110.052761,3.817876,177.47247
300,discharge,111.044227,3.813176,177.47247
300,discharge,112.035693,3.80843,177.47247
300,discharge,113.02716,3.803635,177.47247
300,discharge,114.018626,3.798789,177.47247
300,discharge,115.010092,3.793889,177.47247
300,discharge,116.001559,3.788935,177.47247
300,discharge,116.993025,3.783922,177.47247
300,discharge,117.984491,3.77885,177.47247
300,discharge,118.975958,3.773714,177.47247
300,discharge,119.967424,3.768512,177.47247
300,discharge,120.95889,3.763242,177.47247
300,discharge,121.950356,3.757901,177.47247
300,discharge,122.941823,3.752485,177.47247
300,discharge,123.933289,3.746992,177.47247
300,discharge,124.924755,3.741419,177.47247
300,discharge,125.916222,3.735761,177.47247
300,discharge,126.907688,3.730017,177.47247
300,discharge,127.899154,3.724182,177.47247
300,discharge,128.890621,3.718252,177.47247
300,discharge,129.882087,3.712224,177.47247
300,discharge,130.873553,3.706095,177.47247
300,discharge,131.86502,3.69986,177.47247
300,discharge,132.856486,3.693515,177.47247
300,discharge,133.847952,3.687056,177.47247
300,discharge,134.839419,3.680478,177.47247
300,discharge,135.830885,3.673778,177.47247
300,discharge,136.822351,3.666951,177.47247
300,discharge,137.813817,3.659991,177.47247
300,discharge,138.805284,3.652894,177.47247
300,discharge,139.79675,3.645656,177.47247
300,discharge,140.788216,3.63827,177.47247
300,discharge,141.779683,3.630732,177.47247
300,discharge,142.771149,3.623036,177.47247
300,discharge,143.762615,3.615176,177.47247
300,discharge,144.754082,3.607148,177.47247
300,discharge,145.745548,3.598944,177.47247
300,discharge,146.737014,3.590559,177.47247
300,discharge,147.728481,3.581987,177.47247
300,discharge,148.719947,3.573221,177.47247
300,discharge,149.711413,3.564255,177.47247
300,discharge,150.70288,3.555081,177.47247
300,discharge,151.694346,3.545693,177.47247
300,discharge,152.685812,3.536084,177.47247
300,discharge,153.677278,3.526246,177.47247
300,discharge,154.668745,3.516172,177.47247
300,discharge,155.660211,3.505854,177.47247
300,discharge,156.651677,3.495285,177.47247
300,discharge,157.643144,3.484455,177.47247
300,discharge,158.63461,3.473358,177.47247
300,discharge,159.626076,3.461983,177.47247
300,discharge,160.617543,3.450323,177.47247
300,discharge,161.609009,3.438369,177.47247
300,discharge,162.600475,3.426111,177.47247
300,discharge,163.591942,3.413539,177.47247
300,discharge,164.583408,3.400645,177.47247
300,discharge,165.574874,3.387418,177.47247
300,discharge,166.566341,3.373849,177.47247
300,discharge,167.557807,3.359926,177.47247
300,discharge,168.549273,3.345639,177.47247
300,discharge,169.540739,3.330978,177.47247
300,discharge,170.532206,3.31593,177.47247
300,discharge,171.523672,3.300486,177.47247
300,discharge,172.515138,3.284632,177.47247
300,discharge,173.506605,3.268357,177.47247
300,discharge,174.498071,3.25165,177.47247
300,discharge,175.489537,3.234496,177.47247
300,discharge,176.481004,3.216884,177.47247
300,discharge,177.47247,3.1988,177.47247
500,charge,0.0,3.025,168.73579
500,charge,0.942658,3.050081,168.73579
500,charge,1.885316,3.074421,168.73579
500,charge,2.827974,3.098044,168.73579
500,charge,3.770632,3.120975,168.73579
500,charge,4.71329,3.143239,168.73579
500,charge,5.655948,3.164857,168.73579
500,charge,6.598606,3.185853,168.73579
500,charge,7.541264,3.206246,168.73579
500,charge,8.483922,3.226059,168.73579
500,charge,9.42658,3.245311,168.73579
500,charge,10.369238,3.264021,168.73579
500,charge,11.311897,3.282208,168.73579
500,charge,12.254555,3.29989,168.73579
500,charge,13.197213,3.317084,168.73579
500,charge,14.139871,3.333807,168.73579
500,charge,15.082529,3.350074,168.73579
500,charge,16.025187,3.365903,168.73579
500,charge,16.967845,3.381307,168.73579
500,charge,17.910503,3.396301,168.73579
500,charge,18.853161,3.4109,168.73579
500,charge,19.795819,3.425117,168.73579
500,charge,20.738477,3.438965,168.73579
500,charge,21.681135,3.452456,168.73579
500,charge,22.623793,3.465603,168.73579
500,charge,23.566451,3.478418,168.73579
500,charge,24.509109,3.490912,168.73579
500,charge,25.451767,3.503097,168.73579
500,charge,26.394425,3.514982,168.73579
500,charge,27.337083,3.526578,168.73579
500,charge,28.279741,3.537895,168.73579
500,charge,29.222399,3.548942,168.73579
500,charge,30.165057,3.55973,168.73579
500,charge,31.107715,3.570266,168.73579
500,charge,32.050374,3.580559,168.73579
500,charge,32.993032,3.590618,168.73579
500,charge,33.93569,3.600451,168.73579
500,charge,34.878348,3.610065,168.73579
500,charge,35.821006,3.619468,168.73579
500,charge,36.763664,3.628667,168.73579
500,charge,37.706322,3.63767,168.73579
500,charge,38.64898,3.646482,168.73579
500,charge,39.591638,3.655111,168.73579
500,charge,40.534296,3.663563,168.73579
500,charge,41.476954,3.671843,168.73579
500,charge,42.419612,3.679958,168.73579
500,charge,43.36227,3.687914,168.73579
500,charge,44.304928,3.695716,168.73579
500,charge,45.247586,3.703368,168.73579
500,charge,46.190244,3.710877,168.73579
500,charge,47.132902,3.718247,168.73579
500,charge,48.07556,3.725483,168.73579
500,charge,49.018218,3.73259,168.73579
500,charge,49.960876,3.739571,168.73579
500,charge,50.903534,3.746432,168.73579
500,charge,51.846192,3.753177,168.73579
500,charge,52.788851,3.759808,168.73579
500,charge,53.731509,3.766331,168.73579
500,charge,54.674167,3.772749,168.73579
500,charge,55.616825,3.779066,168.73579
500,charge,56.559483,3.785285,168.73579
500,charge,57.502141,3.791409,168.73579
500,charge,58.444799,3.797442,168.73579
500,charge,59.387457,3.803387,168.73579
500,charge,60.330115,3.809246,168.73579
500,charge,61.272773,3.815024,168.73579
500,charge,62.215431,3.820722,168.73579
500,charge,63.158089,3.826343,168.73579
500,charge,64.100747,3.831891,168.73579
500,charge,65.043405,3.837367,168.73579
500,charge,65.986063,3.842773,168.73579
500,charge,66.928721,3.848113,168.73579
500,charge,67.871379,3.853389,168.73579
500,charge,68.814037,3.858603,168.73579
500,charge,69.756695,3.863756,168.73579
500,charge,70.699353,3.868852,168.73579
500,charge,71.642011,3.873891,168.73579
500,charge,72.584669,3.878877,168.73579
500,charge,73.527327,3.88381,168.73579
500,charge,74.469986,3.888693,168.73579
500,charge,75.412644,3.893527,168.73579
500,charge,76.355302,3.898314,168.73579
500,charge,77.29796,3.903056,168.73579
500,charge,78.240618,3.907754,168.73579
500,charge,79.183276,3.912409,168.73579
500,charge,80.125934,3.917024,168.73579
500,charge,81.068592,3.921599,168.73579
500,charge,82.01125,3.926136,168.73579
500,charge,82.953908,3.930636,168.73579
500,charge,83.896566,3.9351,168.73579
500,charge,84.839224,3.939531,168.73579
500,charge,85.781882,3.943928,168.73579
500,charge,86.72454,3.948293,168.73579
500,charge,87.667198,3.952627,168.73579
500,charge,88.609856,3.956931,168.73579
500,charge,89.552514,3.961206,168.73579
500,charge,90.495172,3.965454,168.73579
500,charge,91.43783,3.969675,168.73579
500,charge,92.380488,3.973869,168.73579
500,charge,93.323146,3.978039,168.73579
500,charge,94.265804,3.982184,168.73579
500,charge,95.208463,3.986306,168.73579
500,charge,96.151121,3.990406,168.73579
500,charge,97.093779,3.994483,168.73579
500,charge,98.036437,3.99854,168.73579
500,charge,98.979095,4.002576,168.73579
500,charge,99.921753,4.006592,168.73579
500,charge,100.864411,4.01059,168.73579
500,charge,101.807069,4.014569,168.73579
500,charge,102.749727,4.018531,168.73579
500,charge,103.692385,4.022475,168.73579
500,charge,104.635043,4.026403,168.73579
500,charge,105.577701,4.030315,168.73579
500,charge,106.520359,4.034212,168.73579
500,charge,107.463017,4.038094,168.73579
500,charge,108.405675,4.041961,168.73579
500,charge,109.348333,4.045815,168.73579
500,charge,110.290991,4.049655,168.73579
500,charge,111.233649,4.053482,168.73579
500,charge,112.176307,4.057297,168.73579
500,charge,113.118965,4.0611,168.73579
500,charge,114.061623,4.064891,168.73579
500,charge,115.004281,4.068671,168.73579
500,charge,115.946939,4.07244,168.73579
500,charge,116.889598,4.076198,168.73579
500,charge,117.832256,4.079947,168.73579
500,charge,118.774914,4.083686,168.73579
500,charge,119.717572,4.087415,168.73579
500,charge,120.66023,4.091135,168.73579
500,charge,121.602888,4.094846,168.73579
500,charge,122.545546,4.098549,168.73579
500,charge,123.488204,4.102244,168.73579
500,charge,124.430862,4.10593,168.73579
500,charge,125.37352,4.109609,168.73579
500,charge,126.316178,4.113281,168.73579
500,charge,127.258836,4.116946,168.73579
500,charge,128.201494,4.120603,168.73579
500,charge,129.144152,4.124254,168.73579
500,charge,130.08681,4.127899,168.73579
500,charge,131.029468,4.131537,168.73579
500,charge,131.972126,4.135169,168.73579
500,charge,132.914784,4.138796,168.73579
500,charge,133.857442,4.142417,168.73579
500,charge,134.8001,4.146033,168.73579
500,charge,135.742758,4.149643,168.73579
500,charge,136.685416,4.153248,168.73579
500,charge,137.628075,4.156849,168.73579
500,charge,138.570733,4.160445,168.73579
500,charge,139.513391,4.164036,168.73579
500,charge,140.456049,4.167623,168.73579
500,charge,141.398707,4.171205,168.73579
500,charge,142.341365,4.174784,168.73579
500,charge,143.284023,4.178358,168.73579
500,charge,144.226681,4.181929,168.73579
500,charge,145.169339,4.185496,168.73579
500,charge,146.111997,4.18906,168.73579
500,charge,147.054655,4.19262,168.73579
500,charge,147.997313,4.196177,168.73579
500,charge,148.939971,4.199731,168.73579
500,charge,149.882629,4.203281,168.73579
500,charge,150.825287,4.206829,168.73579
500,charge,151.767945,4.210374,168.73579
500,charge,152.710603,4.213915,168.73579
500,charge,153.653261,4.217455,168.73579
500,charge,154.595919,4.220991,168.73579
500,charge,155.538577,4.224526,168.73579
500,charge,156.481235,4.228057,168.73579
500,charge,157.423893,4.231587,168.73579
500,charge,158.366552,4.235114,168.73579
500,charge,159.30921,4.238639,168.73579
500,charge,160.251868,4.242162,168.73579
500,charge,161.194526,4.245682,168.73579
500,charge,162.137184,4.249201,168.73579
500,charge,163.079842,4.252718,168.73579
500,charge,164.0225,4.256233,168.73579
500,charge,164.965158,4.259747,168.73579
500,charge,165.907816,4.263258,168.73579
500,charge,166.850474,4.266768,168.73579
500,charge,167.793132,4.270277,168.73579
500,charge,168.73579,4.273784,168.73579
500,discharge,0.0,4.258,168.73579
500,discharge,0.942658,4.254145,168.73579
500,discharge,1.885316,4.250291,168.73579
500,discharge,2.827974,4.246436,168.73579
500,discharge,3.770632,4.242581,168.73579
500,discharge,4.71329,4.238726,168.73579
500,discharge,5.655948,4.234872,168.73579
500,discharge,6.598606,4.231017,168.73579
500,discharge,7.541264,4.227162,168.73579
500,discharge,8.483922,4.223307,168.73579
500,discharge,9.42658,4.219453,168.73579
500,discharge,10.369238,4.215598,168.73579
500,discharge,11.311897,4.211743,168.73579
500,discharge,12.254555,4.207888,168.73579
500,discharge,13.197213,4.204034,168.73579
500,discharge,14.139871,4.200179,168.73579
500,discharge,15.082529,4.196324,168.73579
500,discharge,16.025187,4.192469,168.73579
500,discharge,16.967845,4.188614,168.73579
500,discharge,17.910503,4.18476,168.73579
500,discharge,18.853161,4.180905,168.73579
500,discharge,19.795819,4.17705,168.73579
500,discharge,20.738477,4.173195,168.73579
500,discharge,21.681135,4.169341,168.73579
500,discharge,22.623793,4.165486,168.73579
500,discharge,23.566451,4.161631,168.73579
500,discharge,24.509109,4.157776,168.73579
500,discharge,25.451767,4.153921,168.73579
500,discharge,26.394425,4.150066,168.73579
500,discharge,27.337083,4.146211,168.73579
500,discharge,28.279741,4.142356,168.73579
500,discharge,29.222399,4.138501,168.73579
500,discharge,30.165057,4.134646,168.73579
500,discharge,31.107715,4.130791,168.73579
500,discharge,32.050374,4.126935,168.73579
500,discharge,32.993032,4.12308,168.73579
500,discharge,33.93569,4.119224,168.73579
500,discharge,34.878348,4.115368,168.73579
500,discharge,35.821006,4.111512,168.73579
500,discharge,36.763664,4.107656,168.73579
500,discharge,37.706322,4.1038,168.73579
500,discharge,38.64898,4.099943,168.73579
500,discharge,39.591638,4.096086,168.73579
500,discharge,40.534296,4.092229,168.73579
500,discharge,41.476954,4.088371,168.73579
500,discharge,42.419612,4.084513,168.73579
500,discharge,43.36227,4.080654,168.73579
500,discharge,44.304928,4.076795,168.73579
500,discharge,45.247586,4.072935,168.73579
500,discharge,46.190244,4.069075,168.73579
500,discharge,47.132902,4.065213,168.73579
500,discharge,48.07556,4.061351,168.73579
500,discharge,49.018218,4.057488,168.73579
500,discharge,49.960876,4.053625,168.73579
500,discharge,50.903534,4.049759,168.73579
500,discharge,51.846192,4.045893,168.73579
500,discharge,52.788851,4.042026,168.73579
500,discharge,53.731509,4.038156,168.73579
500,discharge,54.674167,4.034286,168.73579
500,discharge,55.616825,4.030413,168.73579
500,discharge,56.559483,4.026539,168.73579
500,discharge,57.502141,4.022663,168.73579
500,discharge,58.444799,4.018784,168.73579
500,discharge,59.387457,4.014903,168.73579
500,discharge,60.330115,4.01102,168.73579
500,discharge,61.272773,4.007133,168.73579
500,discharge,62.215431,4.003244,168.73579
500,discharge,63.158089,3.999351,168.73579
500,discharge,64.100747,3.995455,168.73579
500,discharge,65.043405,3.991554,168.73579
500,discharge,65.986063,3.98765,168.73579
500,discharge,66.928721,3.983741,168.73579
500,discharge,67.871379,3.979828,168.73579
500,discharge,68.814037,3.975909,168.73579
500,discharge,69.756695,3.971985,168.73579
500,discharge,70.699353,3.968055,168.73579
500,discharge,71.642011,3.964119,168.73579
500,discharge,72.584669,3.960176,168.73579
500,discharge,73.527327,3.956226,168.73579
500,discharge,74.469986,3.952268,168.73579
500,discharge,75.412644,3.948302,168.73579
500,discharge,76.355302,3.944328,168.73579
500,discharge,77.29796,3.940344,168.73579
500,discharge,78.240618,3.936351,168.73579
500,discharge,79.183276,3.932347,168.73579
500,discharge,80.125934,3.928332,168.73579
500,discharge,81.068592,3.924305,168.73579
500,discharge,82.01125,3.920266,168.73579
500,discharge,82.953908,3.916214,168.73579
500,discharge,83.896566,3.912148,168.73579
500,discharge,84.839224,3.908067,168.73579
500,discharge,85.781882,3.903971,168.73579
500,discharge,86.72454,3.899858,168.73579
500,discharge,87.667198,3.895727,168.73579
500,discharge,88.609856,3.891579,168.73579
500,discharge,89.552514,3.887411,168.73579
500,discharge,90.495172,3.883222,168.73579
500,discharge,91.43783,3.879012,168.73579
500,discharge,92.380488,3.874779,168.73579
500,discharge,93.323146,3.870523,168.73579
500,discharge,94.265804,3.866241,168.73579
500,discharge,95.208463,3.861933,168.73579
