species,sputter_time_s,x_um,y_um,normalized_intensity
F-,30,18.87324,8.16901,0.2448391
F-,30,19.15493,8.16901,0.1829366
F-,30,19.43662,8.16901,0.135194
F-,30,19.71831,8.16901,0.1020477
F-,30,20.0,8.16901,0.0824368
F-,30,0.0,8.4507,0.1904941
F-,30,0.28169,8.4507,0.2331296
F-,30,0.56338,8.4507,0.2780686
F-,30,0.84507,8.4507,0.3247346
F-,30,1.12676,8.4507,0.3724042
F-,30,1.40845,8.4507,0.4199726
F-,30,1.69014,8.4507,0.4657766
F-,30,1.97183,8.4507,0.5075629
F-,30,2.25352,8.4507,0.5426578
F-,30,2.53521,8.4507,0.5683377
F-,30,2.8169,8.4507,0.5823266
F-,30,3.09859,8.4507,0.5832937
F-,30,3.38028,8.4507,0.5712067
F-,30,3.66197,8.4507,0.5474245
F-,30,3.94366,8.4507,0.5144876
F-,30,4.22535,8.4507,0.4756512
F-,30,4.50704,8.4507,0.4342784
F-,30,4.78873,8.4507,0.3932528
F-,30,5.07042,8.4507,0.3545488
F-,30,5.35211,8.4507,0.3190519
F-,30,5.6338,8.4507,0.286641
F-,30,5.91549,8.4507,0.2564814
F-,30,6.19718,8.4507,0.2274309
F-,30,6.47887,8.4507,0.1984524
F-,30,6.76056,8.4507,0.1689422
F-,30,7.04225,8.4507,0.1389187
F-,30,7.32394,8.4507,0.1090536
F-,30,7.60563,8.4507,0.0805649
F-,30,7.88732,8.4507,0.0550063
F-,30,8.16901,8.4507,0.0340039
F-,30,8.4507,8.4507,0.0189862
F-,30,8.73239,8.4507,0.0109502
F-,30,9.01408,8.4507,0.0102926
F-,30,9.29577,8.4507,0.0167257
F-,30,9.57746,8.4507,0.0292852
F-,30,9.85915,8.4507,0.046424
F-,30,10.14085,8.4507,0.0661803
F-,30,10.42254,8.4507,0.0863969
F-,30,10.70423,8.4507,0.104967
F-,30,10.98592,8.4507,0.1200771
F-,30,11.26761,8.4507,0.1304221
F-,30,11.5493,8.4507,0.1353693
F-,30,11.83099,8.4507,0.135056
F-,30,12.11268,8.4507,0.1304133
F-,30,12.39437,8.4507,0.1231156
F-,30,12.67606,8.4507,0.1154618
F-,30,12.95775,8.4507,0.1101985
F-,30,13.23944,8.4507,0.110293
F-,30,13.52113,8.4507,0.1186659
F-,30,13.80282,8.4507,0.1378872
F-,30,14.08451,8.4507,0.1698469
F-,30,14.3662,8.4507,0.2154152
F-,30,14.64789,8.4507,0.2741284
F-,30,14.92958,8.4507,0.3439528
F-,30,15.21127,8.4507,0.4211989
F-,30,15.49296,8.4507,0.5006558
F-,30,15.77465,8.4507,0.5759954
F-,30,16.05634,8.4507,0.6404436
F-,30,16.33803,8.4507,0.6876482
F-,30,16.61972,8.4507,0.712606
F-,30,16.90141,8.4507,0.712468
F-,30,17.1831,8.4507,0.6870442
F-,30,17.46479,8.4507,0.6388846
F-,30,17.74648,8.4507,0.5729059
F-,30,18.02817,8.4507,0.4956376
F-,30,18.30986,8.4507,0.4142496
F-,30,18.59155,8.4507,0.3355577
F-,30,18.87324,8.4507,0.2651913
F-,30,19.15493,8.4507,0.2070488
F-,30,19.43662,8.4507,0.1630825
F-,30,19.71831,8.4507,0.1333873
F-,30,20.0,8.4507,0.1165117
F-,30,0.0,8.73239,0.1847176
F-,30,0.28169,8.73239,0.227013
F-,30,0.56338,8.73239,0.2712029
F-,30,0.84507,8.73239,0.3170398
F-,30,1.12676,8.73239,0.3641113
F-,30,1.40845,8.73239,0.4115578
F-,30,1.69014,8.73239,0.4578636
F-,30,1.97183,8.73239,0.5008183
F-,30,2.25352,8.73239,0.5377029
F-,30,2.53521,8.73239,0.5656914
F-,30,2.8169,8.73239,0.5823825
F-,30,3.09859,8.73239,0.5863227
F-,30,3.38028,8.73239,0.5773677
F-,30,3.66197,8.73239,0.5567677
F-,30,3.94366,8.73239,0.5269399
F-,30,4.22535,8.73239,0.490986
F-,30,4.50704,8.73239,0.452085
F-,30,4.78873,8.73239,0.4129218
F-,30,5.07042,8.73239,0.3752941
F-,30,5.35211,8.73239,0.3399744
F-,30,5.6338,8.73239,0.3068307
F-,30,5.91549,8.73239,0.2751403
F-,30,6.19718,8.73239,0.2439921
F-,30,6.47887,8.73239,0.2126702
F-,30,6.76056,8.73239,0.180933
F-,30,7.04225,8.73239,0.1491429
F-,30,7.32394,8.73239,0.1182413
F-,30,7.60563,8.73239,0.089595
F-,30,7.88732,8.73239,0.0647599
F-,30,8.16901,8.73239,0.045213
F-,30,8.4507,8.73239,0.0321005
F-,30,8.73239,8.73239,0.0260398
F-,30,9.01408,8.73239,0.027
F-,30,9.29577,8.73239,0.0342733
F-,30,9.57746,8.73239,0.0465375
F-,30,9.85915,8.73239,0.0619971
F-,30,10.14085,8.73239,0.078585
F-,30,10.42254,8.73239,0.0941996
F-,30,10.70423,8.73239,0.1069477
F-,30,10.98592,8.73239,0.1153673
F-,30,11.26761,8.73239,0.1186048
F-,30,11.5493,8.73239,0.1165293
F-,30,11.83099,8.73239,0.1097741
F-,30,12.11268,8.73239,0.0997035
F-,30,12.39437,8.73239,0.0883139
F-,30,12.67606,8.73239,0.07808
F-,30,12.95775,8.73239,0.0717611
F-,30,13.23944,8.73239,0.0721815
F-,30,13.52113,8.73239,0.0819911
F-,30,13.80282,8.73239,0.1034095
F-,30,14.08451,8.73239,0.1379549
F-,30,14.3662,8.73239,0.1861648
F-,30,14.64789,8.73239,0.2473302
F-,30,14.92958,8.73239,0.319289
F-,30,15.21127,8.73239,0.3983425
F-,30,15.49296,8.73239,0.4793676
F-,30,15.77465,8.73239,0.5561814
F-,30,16.05634,8.73239,0.6221673
F-,30,16.33803,8.73239,0.6711071
F-,30,16.61972,8.73239,0.6980895
F-,30,16.90141,8.73239,0.7003166
F-,30,17.1831,8.73239,0.6776247
F-,30,17.46479,8.73239,0.632585
F-,30,17.74648,8.73239,0.57014
F-,30,18.02817,8.73239,0.4968454
F-,30,18.30986,8.73239,0.4198747
F-,30,18.59155,8.73239,0.3459946
F-,30,18.87324,8.73239,0.2807049
F-,30,19.15493,8.73239,0.2276802
F-,30,19.43662,8.73239,0.1885646
F-,30,19.71831,8.73239,0.163092
F-,30,20.0,8.73239,0.1494468
F-,30,0.0,9.01408,0.1736675
F-,30,0.28169,9.01408,0.2138344
F-,30,0.56338,9.01408,0.2557792
F-,30,0.84507,9.01408,0.2996449
F-,30,1.12676,9.01408,0.3453669
F-,30,1.40845,9.01408,0.3923406
F-,30,1.69014,9.01408,0.4391841
F-,30,1.97183,9.01408,0.4836937
F-,30,2.25352,9.01408,0.5230484
F-,30,2.53521,9.01408,0.5542444
F-,30,2.8169,9.01408,0.5746647
F-,30,3.09859,9.01408,0.5826339
F-,30,3.38028,9.01408,0.5777976
F-,30,3.66197,9.01408,0.5612112
F-,30,3.94366,9.01408,0.535109
F-,30,4.22535,9.01408,0.5024165
F-,30,4.50704,9.01408,0.4661483
F-,30,4.78873,9.01408,0.4288535
F-,30,5.07042,9.01408,0.3922485
F-,30,5.35211,9.01408,0.3571065
F-,30,5.6338,9.01408,0.3233981
F-,30,5.91549,9.01408,0.2906061
F-,30,6.19718,9.01408,0.2581094
F-,30,6.47887,9.01408,0.2255274
F-,30,6.76056,9.01408,0.1929483
F-,30,7.04225,9.01408,0.1610044
F-,30,7.32394,9.01408,0.1308003
F-,30,7.60563,9.01408,0.1037279
F-,30,7.88732,9.01408,0.0812191
F-,30,8.16901,9.01408,0.0644883
F-,30,8.4507,9.01408,0.0543111
F-,30,8.73239,9.01408,0.0508712
F-,30,9.01408,9.01408,0.0536956
F-,30,9.29577,9.01408,0.0616814
F-,30,9.57746,9.01408,0.0732082
F-,30,9.85915,9.01408,0.086319
F-,30,10.14085,9.01408,0.0989452
F-,30,10.42254,9.01408,0.1091476
F-,30,10.70423,9.01408,0.1153459
F-,30,10.98592,9.01408,0.1165087
F-,30,11.26761,9.01408,0.1122855
F-,30,11.5493,9.01408,0.1030657
F-,30,11.83099,9.01408,0.0899626
F-,30,12.11268,9.01408,0.0747271
F-,30,12.39437,9.01408,0.0596058
F-,30,12.67606,9.01408,0.0471605
F-,30,12.95775,9.01408,0.0400688
F-,30,13.23944,9.01408,0.0409204
F-,30,13.52113,9.01408,0.0520155
F-,30,13.80282,9.01408,0.0751628
F-,30,14.08451,9.01408,0.1114726
F-,30,14.3662,9.01408,0.1611399
F-,30,14.64789,9.01408,0.2232298
F-,30,14.92958,9.01408,0.2955006
F-,30,15.21127,9.01408,0.3743222
F-,30,15.49296,9.01408,0.4547635
F-,30,15.77465,9.01408,0.5309117
F-,30,16.05634,9.01408,0.5964441
F-,30,16.33803,9.01408,0.6454108
F-,30,16.61972,9.01408,0.6731084
F-,30,16.90141,9.01408,0.6768718
F-,30,17.1831,9.01408,0.6565981
F-,30,17.46479,9.01408,0.6148592
F-,30,17.74648,9.01408,0.5565512
F-,30,18.02817,9.01408,0.4881408
F-,30,18.30986,9.01408,0.416666
F-,30,18.59155,9.01408,0.3487018
F-,30,18.87324,9.01408,0.2894934
F-,30,19.15493,9.01408,0.2424012
F-,30,19.43662,9.01408,0.2087156
F-,30,19.71831,9.01408,0.187812
F-,30,20.0,9.01408,0.1775564
F-,30,0.0,9.29577,0.1602525
F-,30,0.28169,9.29577,0.1965841
F-,30,0.56338,9.29577,0.2348552
F-,30,0.84507,9.29577,0.2756438
F-,30,1.12676,9.29577,0.3192519
F-,30,1.40845,9.29577,0.3653261
F-,30,1.69014,9.29577,0.4125932
F-,30,1.97183,9.29577,0.4588133
F-,30,2.25352,9.29577,0.5010028
F-,30,2.53521,9.29577,0.5359053
F-,30,2.8169,9.29577,0.5606029
F-,30,3.09859,9.29577,0.5731094
F-,30,3.38028,9.29577,0.5727777
F-,30,3.66197,9.29577,0.5604056
F-,30,3.94366,9.29577,0.5380117
F-,30,4.22535,9.29577,0.5083539
F-,30,4.50704,9.29577,0.4743332
F-,30,4.78873,9.29577,0.4384518
F-,30,5.07042,9.29577,0.4024582
F-,30,5.35211,9.29577,0.3672477
F-,30,5.6338,9.29577,0.3330016
F-,30,5.91549,9.29577,0.2994866
F-,30,6.19718,9.29577,0.2664073
F-,30,6.47887,9.29577,0.2337061
F-,30,6.76056,9.29577,0.2017427
F-,30,7.04225,9.29577,0.1713238
F-,30,7.32394,9.29577,0.1435976
F-,30,7.60563,9.29577,0.1198527
F-,30,7.88732,9.29577,0.1012753
F-,30,8.16901,9.29577,0.0887166
F-,30,8.4507,9.29577,0.0825117
F-,30,8.73239,9.29577,0.0823791
F-,30,9.01408,9.29577,0.0874108
F-,30,9.29577,9.29577,0.0961524
F-,30,9.57746,9.29577,0.106759
F-,30,9.85915,9.29577,0.117205
F-,30,10.14085,9.29577,0.1255207
F-,30,10.42254,9.29577,0.1300253
F-,30,10.70423,9.29577,0.1295301
F-,30,10.98592,9.29577,0.1234881
F-,30,11.26761,9.29577,0.1120727
F-,30,11.5493,9.29577,0.0961808
F-,30,11.83099,9.29577,0.0773603
F-,30,12.11268,9.29577,0.0576773
F-,30,12.39437,9.29577,0.0395392
F-,30,12.67606,9.29577,0.0254987
F-,30,12.95775,9.29577,0.0180594
F-,30,13.23944,9.29577,0.0194976
F-,30,13.52113,9.29577,0.0317052
F-,30,13.80282,9.29577,0.0560472
F-,30,14.08451,9.29577,0.0932188
F-,30,14.3662,9.29577,0.1430904
F-,30,14.64789,9.29577,0.2045421
F-,30,14.92958,9.29577,0.2753121
F-,30,15.21127,9.29577,0.3519157
F-,30,15.49296,9.29577,0.4297047
F-,30,15.77465,9.29577,0.5031377
F-,30,16.05634,9.29577,0.5662931
F-,30,16.33803,9.29577,0.6135927
F-,30,16.61972,9.29577,0.6406308
F-,30,16.90141,9.29577,0.6449379
F-,30,17.1831,9.29577,0.6264971
F-,30,17.46479,9.29577,0.5878623
F-,30,17.74648,9.29577,0.5338211
F-,30,18.02817,9.29577,0.4706537
F-,30,18.30986,9.29577,0.4051458
F-,30,18.59155,9.29577,0.3435631
F-,30,18.87324,9.29577,0.2907973
F-,30,19.15493,9.29577,0.2498308
F-,30,19.43662,9.29577,0.2215798
F-,30,19.71831,9.29577,0.2050859
F-,30,20.0,9.29577,0.1979618
F-,30,0.0,9.57746,0.1474408
F-,30,0.28169,9.57746,0.1784998
F-,30,0.56338,9.57746,0.2119067
F-,30,0.84507,9.57746,0.248697
F-,30,1.12676,9.57746,0.2895394
F-,30,1.40845,9.57746,0.3343128
F-,30,1.69014,9.57746,0.3818181
F-,30,1.97183,9.57746,0.4297307
F-,30,2.25352,9.57746,0.4748456
F-,30,2.53521,9.57746,0.5135849
F-,30,2.8169,9.57746,0.5426552
F-,30,3.09859,9.57746,0.559686
F-,30,3.38028,9.57746,0.5636756
F-,30,3.66197,9.57746,0.5551246
F-,30,3.94366,9.57746,0.5358311
F-,30,4.22535,9.57746,0.5084201
F-,30,4.50704,9.57746,0.4757547
F-,30,4.78873,9.57746,0.4403966
F-,30,5.07042,9.57746,0.4042502
F-,30,5.35211,9.57746,0.3684531
F-,30,5.6338,9.57746,0.3334957
F-,30,5.91549,9.57746,0.2994893
F-,30,6.19718,9.57746,0.2664772
F-,30,6.47887,9.57746,0.2346901
F-,30,6.76056,9.57746,0.2046817
F-,30,7.04225,9.57746,0.1773251
F-,30,7.32394,9.57746,0.1536878
F-,30,7.60563,9.57746,0.1348317
F-,30,7.88732,9.57746,0.1215889
F-,30,8.16901,9.57746,0.1143661
F-,30,8.4507,9.57746,0.1130124
F-,30,8.73239,9.57746,0.1167734
F-,30,9.01408,9.57746,0.1243363
F-,30,9.29577,9.57746,0.1339567
F-,30,9.57746,9.57746,0.1436493
F-,30,9.85915,9.57746,0.1514151
F-,30,10.14085,9.57746,0.1554767
F-,30,10.42254,9.57746,0.154492
F-,30,10.70423,9.57746,0.14772
F-,30,10.98592,9.57746,0.1351228
F-,30,11.26761,9.57746,0.1173885
F-,30,11.5493,9.57746,0.0958778
F-,30,11.83099,9.57746,0.0725016
F-,30,12.11268,9.57746,0.0495478
F-,30,12.39437,9.57746,0.0294826
F-,30,12.67606,9.57746,0.0147494
F-,30,12.95775,9.57746,0.0075906
F-,30,13.23944,9.57746,0.0099045
F-,30,13.52113,9.57746,0.023138
F-,30,13.80282,9.57746,0.0482045
F-,30,14.08451,9.57746,0.0854032
F-,30,14.3662,9.57746,0.1343214
F-,30,14.64789,9.57746,0.1937099
F-,30,14.92958,9.57746,0.2613534
F-,30,15.21127,9.57746,0.3339833
F-,30,15.49296,9.57746,0.4073078
F-,30,15.77465,9.57746,0.476232
F-,30,16.05634,9.57746,0.5353095
F-,30,16.33803,9.57746,0.5794048
F-,30,16.61972,9.57746,0.60447
F-,30,16.90141,9.57746,0.6082734
F-,30,17.1831,9.57746,0.590899
F-,30,17.46479,9.57746,0.5548651
F-,30,17.74648,9.57746,0.5047991
F-,30,18.02817,9.57746,0.4467172
F-,30,18.30986,9.57746,0.3870604
F-,30,18.59155,9.57746,0.331696
F-,30,18.87324,9.57746,0.2850929
F-,30,19.15493,9.57746,0.2498193
F-,30,19.43662,9.57746,0.2264226
F-,30,19.71831,9.57746,0.2136573
F-,30,20.0,9.57746,0.2089632
F-,30,0.0,9.85915,0.1377642
F-,30,0.28169,9.85915,0.1625477
F-,30,0.56338,9.85915,0.1902919
F-,30,0.84507,9.85915,0.222488
F-,30,1.12676,9.85915,0.2601509
F-,30,1.40845,9.85915,0.3033578
F-,30,1.69014,9.85915,0.3509409
F-,30,1.97183,9.85915,0.4004423
F-,30,2.25352,9.85915,0.448381
F-,30,2.53521,9.85915,0.4908
F-,30,2.8169,9.85915,0.5239715
F-,30,3.09859,9.85915,0.5450869
F-,30,3.38028,9.85915,0.5527491
F-,30,3.66197,9.85915,0.5471462
F-,30,3.94366,9.85915,0.5298732
F-,30,4.22535,9.85915,0.5034775
F-,30,4.50704,9.85915,0.4708746
F-,30,4.78873,9.85915,0.4348015
F-,30,5.07042,9.85915,0.3974419
F-,30,5.35211,9.85915,0.3602889
F-,30,5.6338,9.85915,0.3242254
F-,30,5.91549,9.85915,0.2897489
F-,30,6.19718,9.85915,0.2572352
F-,30,6.47887,9.85915,0.2271511
F-,30,6.76056,9.85915,0.2001552
F-,30,7.04225,9.85915,0.1770743
F-,30,7.32394,9.85915,0.1587763
F-,30,7.60563,9.85915,0.1459855
F-,30,7.88732,9.85915,0.1390921
F-,30,8.16901,9.85915,0.1380023
F-,30,8.4507,9.85915,0.1420603
F-,30,8.73239,9.85915,0.1500581
F-,30,9.01408,9.85915,0.16033
F-,30,9.29577,9.85915,0.1709191
F-,30,9.57746,9.85915,0.1797913
F-,30,9.85915,9.85915,0.1850675
F-,30,10.14085,9.85915,0.1852467
F-,30,10.42254,9.85915,0.1793863
F-,30,10.70423,9.85915,0.1672244
F-,30,10.98592,9.85915,0.1492289
F-,30,11.26761,9.85915,0.1265642
F-,30,11.5493,9.85915,0.1009844
F-,30,11.83099,9.85915,0.0746684
F-,30,12.11268,9.85915,0.050018
F-,30,12.39437,9.85915,0.0294479
F-,30,12.67606,9.85915,0.0151933
F-,30,12.95775,9.85915,0.009158
F-,30,13.23944,9.85915,0.0128137
F-,30,13.52113,9.85915,0.0271466
F-,30,13.80282,9.85915,0.0526336
F-,30,14.08451,9.85915,0.0892193
F-,30,14.3662,9.85915,0.1362657
F-,30,14.64789,9.85915,0.1924611
F-,30,14.92958,9.85915,0.2557018
F-,30,15.21127,9.85915,0.3229957
F-,30,15.49296,9.85915,0.3904599
F-,30,15.77465,9.85915,0.4534915
F-,30,16.05634,9.85915,0.5071605
F-,30,16.33803,9.85915,0.5468111
F-,30,16.61972,9.85915,0.5687845
F-,30,16.90141,9.85915,0.5711079
F-,30,17.1831,9.85915,0.5539705
F-,30,17.46479,9.85915,0.5198375
F-,30,17.74648,9.85915,0.4731363
F-,30,18.02817,9.85915,0.4195608
F-,30,18.30986,9.85915,0.365141
F-,30,18.59155,9.85915,0.3152854
F-,30,18.87324,9.85915,0.274
F-,30,19.15493,9.85915,0.2434312
F-,30,19.43662,9.85915,0.223787
F-,30,19.71831,9.85915,0.2136
F-,30,20.0,9.85915,0.2102294
F-,30,0.0,10.14085,0.1329043
F-,30,0.28169,10.14085,0.1509637
F-,30,0.56338,10.14085,0.1727532
F-,30,0.84507,10.14085,0.2001927
F-,30,1.12676,10.14085,0.2346021
F-,30,1.40845,10.14085,0.2762099
F-,30,1.69014,10.14085,0.3238313
F-,30,1.97183,10.14085,0.3748283
F-,30,2.25352,10.14085,0.4254
F-,30,2.53521,10.14085,0.4711674
F-,30,2.8169,10.14085,0.5079293
F-,30,3.09859,10.14085,0.532406
F-,30,3.38028,10.14085,0.5427876
F-,30,3.66197,10.14085,0.5389532
F-,30,3.94366,10.14085,0.5223287
F-,30,4.22535,10.14085,0.4954509
F-,30,4.50704,10.14085,0.461383
F-,30,4.78873,10.14085,0.4231501
F-,30,5.07042,10.14085,0.3833304
F-,30,5.35211,10.14085,0.3438701
F-,30,5.6338,10.14085,0.3061109
F-,30,5.91549,10.14085,0.2709592
F-,30,6.19718,10.14085,0.2391009
F-,30,6.47887,10.14085,0.2111747
F-,30,6.76056,10.14085,0.1878509
F-,30,7.04225,10.14085,0.1698018
F-,30,7.32394,10.14085,0.1575889
F-,30,7.60563,10.14085,0.1515088
F-,30,7.88732,10.14085,0.1514472
F-,30,8.16901,10.14085,0.1567829
F-,30,8.4507,10.14085,0.1663655
F-,30,8.73239,10.14085,0.178578
F-,30,9.01408,10.14085,0.1914749
F-,30,9.29577,10.14085,0.202977
F-,30,9.57746,10.14085,0.2110972
F-,30,9.85915,10.14085,0.2141652
F-,30,10.14085,10.14085,0.2110252
F-,30,10.42254,10.14085,0.2011757
F-,30,10.70423,10.14085,0.1848413
F-,30,10.98592,10.14085,0.1629659
F-,30,11.26761,10.14085,0.1371255
F-,30,11.5493,10.14085,0.1093753
F-,30,11.83099,10.14085,0.0820513
F-,30,12.11268,10.14085,0.0575521
F-,30,12.39437,10.14085,0.0381303
F-,30,12.67606,10.14085,0.0257208
F-,30,12.95775,10.14085,0.0218252
F-,30,13.23944,10.14085,0.0274585
F-,30,13.52113,10.14085,0.0431511
F-,30,13.80282,10.14085,0.068979
F-,30,14.08451,10.14085,0.1045899
F-,30,14.3662,10.14085,0.1491897
F-,30,14.64789,10.14085,0.2014729
F-,30,14.92958,10.14085,0.2595069
F-,30,15.21127,10.14085,0.32062
F-,30,15.49296,10.14085,0.3813664
F-,30,15.77465,10.14085,0.437651
F-,30,16.05634,10.14085,0.4850683
F-,30,16.33803,10.14085,0.5194475
F-,30,16.61972,10.14085,0.5375233
F-,30,16.90141,10.14085,0.5375832
F-,30,17.1831,10.14085,0.5199164
F-,30,17.46479,10.14085,0.4869188
F-,30,17.74648,10.14085,0.4427884
F-,30,18.02817,10.14085,0.3928571
F-,30,18.30986,10.14085,0.3427023
F-,30,18.59155,10.14085,0.2972407
F-,30,18.87324,10.14085,0.2600037
F-,30,19.15493,10.14085,0.232733
F-,30,19.43662,10.14085,0.2153471
F-,30,19.71831,10.14085,0.2062362
F-,30,20.0,10.14085,0.2027788
F-,30,0.0,10.42254,0.1334269
F-,30,0.28169,10.42254,0.1449233
F-,30,0.56338,10.42254,0.1610295
F-,30,0.84507,10.42254,0.1840408
F-,30,1.12676,10.42254,0.2155226
F-,30,1.40845,10.42254,0.2557963
F-,30,1.69014,10.42254,0.3036101
F-,30,1.97183,10.42254,0.3561057
F-,30,2.25352,10.42254,0.4091314
F-,30,2.53521,10.42254,0.4578636
F-,30,2.8169,10.42254,0.4976101
F-,30,3.09859,10.42254,0.5246111
F-,30,3.38028,10.42254,0.536645
F-,30,3.66197,10.42254,0.5333017
F-,30,3.94366,10.42254,0.5158808
F-,30,4.22535,10.42254,0.4869759
F-,30,4.50704,10.42254,0.449887
F-,30,4.78873,10.42254,0.4080273
F-,30,5.07042,10.42254,0.3644657
F-,30,5.35211,10.42254,0.3216795
F-,30,5.6338,10.42254,0.2815139
F-,30,5.91549,10.42254,0.2452895
F-,30,6.19718,10.42254,0.2139666
F-,30,6.47887,10.42254,0.1882872
F-,30,6.76056,10.42254,0.1688424
F-,30,7.04225,10.42254,0.1560537
F-,30,7.32394,10.42254,0.1500885
F-,30,7.60563,10.42254,0.1507507
F-,30,7.88732,10.42254,0.1573889
F-,30,8.16901,10.42254,0.1688574
F-,30,8.4507,10.42254,0.1835502
F-,30,8.73239,10.42254,0.1995105
F-,30,9.01408,10.42254,0.2146029
F-,30,9.29577,10.42254,0.2267256
F-,30,9.57746,10.42254,0.2340345
F-,30,9.85915,10.42254,0.2351488
F-,30,10.14085,10.42254,0.2293112
F-,30,10.42254,10.42254,0.2164821
F-,30,10.70423,10.42254,0.1973565
F-,30,10.98592,10.42254,0.1733007
F-,30,11.26761,10.42254,0.1462173
F-,30,11.5493,10.42254,0.1183549
F-,30,11.83099,10.42254,0.092087
F-,30,12.11268,10.42254,0.0696908
F-,30,12.39437,10.42254,0.0531529
F-,30,12.67606,10.42254,0.0440291
F-,30,12.95775,10.42254,0.0433726
F-,30,13.23944,10.42254,0.0517325
F-,30,13.52113,10.42254,0.069208
F-,30,13.80282,10.42254,0.0955273
F-,30,14.08451,10.42254,0.1301102
F-,30,14.3662,10.42254,0.1720801
F-,30,14.64789,10.42254,0.2202021
F-,30,14.92958,10.42254,0.2727617
F-,30,15.21127,10.42254,0.3274315
F-,30,15.49296,10.42254,0.3812053
F-,30,15.77465,10.42254,0.4304821
F-,30,16.05634,10.42254,0.4713588
F-,30,16.33803,10.42254,0.500127
F-,30,16.61972,10.42254,0.5138964
F-,30,16.90141,10.42254,0.5112002
F-,30,17.1831,10.42254,0.4924151
F-,30,17.46479,10.42254,0.4598522
F-,30,17.74648,10.42254,0.417461
F-,30,18.02817,10.42254,0.3701887
F-,30,18.30986,10.42254,0.3231402
F-,30,18.59155,10.42254,0.2807325
F-,30,18.87324,10.42254,0.246034
F-,30,19.15493,10.42254,0.2204199
F-,30,19.43662,10.42254,0.2035853
F-,30,19.71831,10.42254,0.1938659
F-,30,20.0,10.42254,0.1887593
F-,30,0.0,10.70423,0.1387042
F-,30,0.28169,10.70423,0.1443929
F-,30,0.56338,10.70423,0.155638
F-,30,0.84507,10.70423,0.1750347
F-,30,1.12676,10.70423,0.2043181
F-,30,1.40845,10.70423,0.2438373
F-,30,1.69014,10.70423,0.2922245
F-,30,1.97183,10.70423,0.3463717
F-,30,2.25352,10.70423,0.4017636
F-,30,2.53521,10.70423,0.4531312
F-,30,2.8169,10.70423,0.4952989
F-,30,3.09859,10.70423,0.5240393
F-,30,3.38028,10.70423,0.5367388
F-,30,3.66197,10.70423,0.5327273
F-,30,3.94366,10.70423,0.5132211
F-,30,4.22535,10.70423,0.4809292
F-,30,4.50704,10.70423,0.4394593
F-,30,4.78873,10.70423,0.3926893
F-,30,5.07042,10.70423,0.3442488
F-,30,5.35211,10.70423,0.297197
F-,30,5.6338,10.70423,0.2539053
F-,30,5.91549,10.70423,0.2160968
F-,30,6.19718,10.70423,0.1849625
F-,30,6.47887,10.70423,0.1612788
F-,30,6.76056,10.70423,0.1454768
F-,30,7.04225,10.70423,0.1376478
F-,30,7.32394,10.70423,0.1375022
F-,30,7.60563,10.70423,0.1443154
F-,30,7.88732,10.70423,0.1568961
F-,30,8.16901,10.70423,0.1736077
F-,30,8.4507,10.70423,0.1924539
F-,30,8.73239,10.70423,0.2112275
F-,30,9.01408,10.70423,0.2277061
F-,30,9.29577,10.70423,0.2398694
F-,30,9.57746,10.70423,0.2461084
F-,30,9.85915,10.70423,0.2454005
F-,30,10.14085,10.70423,0.2374244
F-,30,10.42254,10.70423,0.2226025
F-,30,10.70423,10.70423,0.2020613
F-,30,10.98592,10.70423,0.1775178
F-,30,11.26761,10.70423,0.1511015
F-,30,11.5493,10.70423,0.1251381
F-,30,11.83099,10.70423,0.1019187
F-,30,12.11268,10.70423,0.0834878
F-,30,12.39437,10.70423,0.071476
F-,30,12.67606,10.70423,0.0670002
F-,30,12.95775,10.70423,0.070641
F-,30,13.23944,10.70423,0.0824938
F-,30,13.52113,10.70423,0.1022707
F-,30,13.80282,10.70423,0.1294174
F-,30,14.08451,10.70423,0.163202
F-,30,14.3662,10.70423,0.2027365
F-,30,14.64789,10.70423,0.2469115
F-,30,14.92958,10.70423,0.2942599
F-,30,15.21127,10.70423,0.3428005
F-,30,15.49296,10.70423,0.3899429
F-,30,15.77465,10.70423,0.4325401
F-,30,16.05634,10.70423,0.4671443
F-,30,16.33803,10.70423,0.4904647
F-,30,16.61972,10.70423,0.4999496
F-,30,16.90141,10.70423,0.4943526
F-,30,17.1831,10.70423,0.4741198
F-,30,17.46479,10.70423,0.4414653
F-,30,17.74648,10.70423,0.4000786
F-,30,18.02817,10.70423,0.3545146
F-,30,18.30986,10.70423,0.3094046
F-,30,18.59155,10.70423,0.2686772
F-,30,18.87324,10.70423,0.2349691
F-,30,19.15493,10.70423,0.2093432
F-,30,19.43662,10.70423,0.1913458
F-,30,19.71831,10.70423,0.1793488
F-,30,20.0,10.70423,0.1710639
F-,30,0.0,10.98592,0.1470376
F-,30,0.28169,10.98592,0.1481806
F-,30,0.56338,10.98592,0.1558565
F-,30,0.84507,10.98592,0.1728654
F-,30,1.12676,10.98592,0.2010254
F-,30,1.40845,10.98592,0.2406444
F-,30,1.69014,10.98592,0.2901965
F-,30,1.97183,10.98592,0.3463083
F-,30,2.25352,10.98592,0.4041091
F-,30,2.53521,10.98592,0.4579091
F-,30,2.8169,10.98592,0.5020821
F-,30,3.09859,10.98592,0.5319682
F-,30,3.38028,10.98592,0.5445954
F-,30,3.66197,10.98592,0.5390676
F-,30,3.94366,10.98592,0.5165534
F-,30,4.22535,10.98592,0.4799171
